Molecule ChEMBL ID,GETAWAY_18,GETAWAY_19,GETAWAY_20,GETAWAY_24,GETAWAY_44,GETAWAY_55,GETAWAY_57,GETAWAY_58,GETAWAY_59,GETAWAY_60,GETAWAY_78,GETAWAY_79,GETAWAY_80,GETAWAY_84,GETAWAY_85,GETAWAY_94,GETAWAY_95,GETAWAY_96,GETAWAY_98,GETAWAY_99,GETAWAY_100,GETAWAY_103,GETAWAY_112,GETAWAY_119,GETAWAY_120,GETAWAY_145,GETAWAY_147,GETAWAY_149,GETAWAY_150,GETAWAY_151,GETAWAY_152,GETAWAY_153,GETAWAY_171,GETAWAY_184,GETAWAY_185,GETAWAY_186,GETAWAY_187,GETAWAY_188,GETAWAY_189,GETAWAY_193,GETAWAY_202,GETAWAY_203,GETAWAY_204,GETAWAY_205,GETAWAY_206,GETAWAY_207,GETAWAY_219,GETAWAY_220,GETAWAY_221,GETAWAY_222,GETAWAY_223,GETAWAY_228,GETAWAY_229,GETAWAY_232,GETAWAY_236,GETAWAY_237,GETAWAY_239,GETAWAY_240,GETAWAY_241,GETAWAY_242,GETAWAY_243,WHIM_85,WHIM_89,WHIM_101,MORSE_1,MORSE_3,MORSE_22,MORSE_33,MORSE_40,MORSE_41,MORSE_42,MORSE_63,MORSE_65,MORSE_83,MORSE_88,MORSE_95,MORSE_99,MORSE_129,MORSE_142,MORSE_147,MORSE_152,MORSE_163,MORSE_182,MORSE_201,MORSE_209,MORSE_214,RDF_4,RDF_36,RDF_66,RDF_124,AUTOCORR3D_3,AUTOCORR3D_4,AUTOCORR3D_8,AUTOCORR3D_9,AUTOCORR3D_24,AUTOCORR3D_25,AUTOCORR3D_27,AUTOCORR3D_28,AUTOCORR3D_29,AUTOCORR3D_33,AUTOCORR3D_34,AUTOCORR3D_36,AUTOCORR3D_37,AUTOCORR3D_38,AUTOCORR3D_39,AUTOCORR3D_44,AUTOCORR3D_45,AUTOCORR3D_47,AUTOCORR3D_48,AUTOCORR3D_49,AUTOCORR3D_53,AUTOCORR3D_54,AUTOCORR3D_55,AUTOCORR3D_56,AUTOCORR3D_58,AUTOCORR3D_59,AUTOCORR3D_68,AUTOCORR3D_75,AUTOCORR3D_77,AUTOCORR3D_78,AUTOCORR3D_79,BalabanJ,HallKierAlpha,Kappa3,PEOE_VSA3,JGI1,JGT,aliphaticRings,aromaticCarbocycles,aromaticRings,HAcceptors,rotatableBonds,ringCount
CHEMBL2443071,1.43281859390184,1.975732111425164,0.5623611327270173,6.302404854375921,0.9643625681725264,-0.082346571,1.798289652500808,2.018018350640243,2.356624211635079,0.3030661952211921,1.302203874527212,2.291700135875132,0.7139973929355313,2.001451327617419,-0.679192703,4.065965210164761,-0.039088318,0.5080740476857679,2.4410040718833743,2.5205552179386888,1.409911711200558,1.1285996256609176,1.3216307790899695,2.006018320783244,0.535661981,-0.499031831,-2.141261653,1.1256922375569527,1.1366951456698642,1.2465453885311537,-0.399566824,-0.613603353,-1.278142161,0.1635613133078622,0.8910971488078976,0.92341702511427,0.506998257,-0.579917284,-1.183997556,3.5478612529014084,0.161893531,1.4520656140748904,0.9854967980772936,1.4642474218324366,-0.313119282,-0.817055179,-0.828305762,-0.092981848,1.0020693525698765,1.1761032058418102,0.6249588984305328,3.736037894795932,4.127099211220412,4.412513746578422,3.736037894795932,-2.452446119,1.079865062317042,0.9684206003599322,1.5019473869199034,-0.380679413,-0.606159468,0.385669318142653,-0.784049159,3.402657113801342,0.5760355821775183,1.576257187444841,-0.94981475,0.3368310525383498,-1.93902772,2.176672297,-1.670657713,1.719515152911786,0.4211318245932314,-0.46345111,-0.737165762,0.6833421324896479,1.5177671916703024,0.1631855231914827,0.792128464,-0.455232542,-0.712288004,1.6514806161583024,-0.921363785,1.6598305927211408,0.4269111992419816,-1.123827036,1.0891840601017884,-0.694358308,-0.949417163,1.416030890234404,0.5322041514031278,0.4320535933186897,-1.143483173,-0.668158227,-0.260258294,-0.767779256,-1.058857772,-0.565701963,0.2800145363845408,0.4539914238511072,0.4900751191574532,-0.757523421,-0.740349892,-0.833543337,-0.491920025,-0.303074348,-0.648566825,-1.13020664,-0.986744582,0.081779107,0.5227662232421637,0.6515076062897215,-0.64803454,-0.595847256,-1.037425644,-0.820091742,0.3250471613618022,-0.66092471,-1.057553747,-0.651465107,0.1029584989744882,-1.553123909,0.7084844749671281,0.2009891880553597,-0.85106001,1.244639074808516,0.9512500676625693,2.3445567419422484,-0.1863524323197387,-1.3629769688033009,-0.2902484040744897,-1.5036448352901353,0.2657666502650008
CHEMBL3682617,-0.328858539,-0.34624594,-0.128576947,0.7213100465663105,1.494941684225186,0.7043748565772836,0.4885681147050034,0.7277267292392611,0.7058433493657814,0.8261215583738476,-0.159050163,-0.089053672,0.1486525346126675,1.1081562451291032,0.959102964,0.1586074759683342,0.1769434549490852,-0.104518536,0.6897242346976531,0.5838364390270988,0.5298305660376506,1.1553124383258495,-0.097907361,-0.353930039,-0.156465399,-0.219091964,0.0156290670289175,-0.649288588,-0.057559721,-0.142496043,0.2909150541690312,0.2290920049962204,1.0404504978905538,1.0043514715150694,0.8291701241818246,0.961100460433422,0.993956117,0.990504996,0.921531388,-0.353261731,0.774652903,-0.570545019,0.1591574978755538,0.1670752584680402,0.5532780575435748,0.2964933375836376,0.7957769009269494,0.5479303113631646,0.7631605625007618,0.9292177952751132,0.8327993108344577,-0.214959755,-0.439104778,1.3503490710029888,-0.214959755,-0.311211264,-0.93177458,-0.179058647,-0.168431161,0.25414746,0.0289181897954541,0.5843504302676793,0.056203912,0.7376827481236825,-0.44944616,0.094798559,-0.62683113,1.0577160327583728,-1.66294218,0.1233259101066539,1.0641443345301989,-0.460455784,-0.029288806,1.1562328402879871,0.3776491249726664,-1.470215314,0.3907669751174652,-0.31378502,1.1684445269789627,1.432189725,0.5502682281561051,0.1614231686741089,-0.731164543,0.6258928937821562,-0.450024401,-1.215017393,0.071578316,1.2297425967420013,1.0315271948609273,0.553186011,-0.407437664,-0.505655644,0.438346617689728,0.1860830576047824,0.3716429688793051,0.7111776929899623,0.841463707,0.7058218833507123,0.6880219182057409,-0.225945444,-0.290952639,0.1541919577240827,0.6530607571475348,0.4640634026852312,0.509651566,0.3489342827113051,0.6669476822594861,0.966014576,0.6787037731862963,0.2503196613423281,-0.43565937,-0.573797277,-0.114002219,-0.140571491,0.3021988080499623,0.1809903939081844,0.010105012,0.6767027536031714,0.8696915347913593,0.7221218956796536,0.6508603806166553,0.064555414,-0.663610489,0.7697824749417456,0.5732719239585795,0.8802836141489214,0.8665193507034827,-0.6299148569524761,1.0084955160832922,0.6956533720681974,0.6782335156434505,0.7071998640798028,0.2657666502650008
CHEMBL1288717,3.988491053850359,3.6738951637460193,3.9522760877359486,6.819707997314708,-0.319296584,2.4208579723725103,3.3990604209179027,2.165480250228926,3.129330147165389,2.3952876478318164,3.010747056944142,3.078004145654335,3.612674666518215,1.9959029109560005,-1.340344664,7.862737348110348,3.849483589592376,4.540975223,4.0493222897069945,4.654228448942983,4.960583917547461,1.0314621250611673,-1.83354884,3.4464005953541705,3.8061539969926472,5.013630168,-1.22306721,0.4147582730522979,-0.5867505,-0.565936024,-0.706447658,-1.633517907,-0.655812065,-1.526598495,-1.320582302,-1.375272529,-1.357946741,-1.614968332,-1.900773367,5.281693690336508,-1.687134749,-0.117721743,-1.070435381,-0.938646796,-0.93359598,-1.839627509,-1.326786579,-0.59040621,-0.298656282,-0.618563817,-0.701260876,5.388273275783213,5.814609381142391,5.433235305103567,5.388273275783213,-0.114316105,0.6696903125033272,-0.634976741,-0.529514749,-0.575556499,-1.593734358,-1.779469145,-2.095252087,4.482673040944395,-1.466999706,-0.790834699,0.9498074338420878,-1.884204177,1.0796696805042962,-1.558462559,-0.867533531,1.1888106177516595,-2.052306855,-2.141616585,-2.099281135,1.4072781103168146,-1.017634451,-1.898994085,-0.521597672,-2.171284379,-2.003702665,-0.870323211,0.809261007,-0.974728063,1.1295212775242334,0.9168738429924652,-1.13514139,-1.438283127,-1.833866627,-1.249633899,4.487793083720704,3.914973615817592,-4.594748172,-4.411288217,1.1804765850093053,-1.420260263,-3.90933999,-3.892363189,-3.04985216,3.6039030377263055,3.066096497065508,-2.125096489,-3.997340426,-4.546348748,-4.103028481,2.800486735735319,-0.058853425,-3.578348206,-4.181377337,-3.401392351,4.157770606344173,3.8637933801030826,1.553486455856513,-1.506398786,-4.504324111,-4.356077767,-2.135757577,-0.527161964,-4.047618118,-4.292766499,-3.412745242,2.6484641801325592,3.1858781601569435,-1.954145064,-1.379930219,-0.927915225,-1.038678621,-0.6299148569524761,-1.3812003807227695,-1.3629769688033009,-1.7429712836514002,-1.5036448352901353,-1.8410380681993688
CHEMBL5274340,-0.973979742,-0.785226865,-1.262147235,-0.960982327,-2.236227583,-0.225386831,-1.306235474,-1.152412491,-1.331290481,-1.658391417,-1.02456217,-0.929962126,-1.382918082,-1.876891919,-2.24942861,0.2691930722191761,0.753028182,0.6101728116084881,-1.097296007,-1.18875363,-1.624850858,-1.732099767,-1.057924908,-0.695715663,-1.175641981,0.2115847549120817,-0.512765848,-0.898821701,-2.05990321,-1.765023071,-2.118099497,-1.702235554,-1.465391925,-2.358809161,-2.49719577,-2.110099518,-2.19717199,-1.998651048,-1.602116779,-0.931205877,-0.289613374,-1.355438697,-2.118233613,-1.954504515,-2.231300292,-1.748651323,-1.913707541,-2.015718324,-2.36919913,-2.118867466,-2.126452275,0.4315671328213689,-0.637635386,-0.282805423,0.4315671328213689,0.3943297226170344,-0.279061718,-1.905400194,-1.64505754,-2.128667824,-1.689869967,-1.539738821,-1.093983158,-2.235867597,0.056332128,-1.367012077,1.000049330399155,-0.716480927,1.1392652375589596,-1.51483835,-0.657049312,1.1439048493919564,-0.748109477,-1.361015372,-1.286722396,1.3951111190928287,-1.545552423,-0.619564246,-1.389152668,-1.375468274,-1.570826242,-1.534473511,0.8657558315018052,-0.920591207,0.6166019519869713,0.910224546102712,-1.331474639,-1.192235585,-1.432987127,-1.390260085,0.5018931251018436,0.3576322253165764,-0.280666924,0.6209695295413267,0.6749555749280557,0.3414384556431117,-0.457089304,-0.52134648,-0.312254244,0.4262388986187266,0.2708392572078328,0.4645631504959955,-0.03082177,-0.263496446,0.3052492001795039,0.8705411876100307,0.5762225438480245,-0.579374787,-0.517390955,0.025598922,0.4760137552922985,0.3203441244532934,-0.299278738,0.5543230973188599,-0.125736781,0.7254385732584767,-0.609564946,0.5238310434627658,-0.122272948,-0.301589172,-0.034016971,0.6600739475416878,1.0515082159934086,-1.306665638,-0.830163336,-0.559919161,-0.82243069,-0.6299148569524761,-1.3812003807227695,-0.3336617983675517,1.6467154353613909,-0.61930695554216,-0.7876357089671842
CHEMBL5266190,1.5940988947723775,-0.196068255,-0.07459741,-0.695283029,-1.631481494,0.4898144671028811,1.0221583708440354,-0.046448244,-0.207354574,-0.121916287,1.2684826275058252,0.041996997,0.035583563,-1.466309086,-1.753564639,0.416640534,1.0410705454533888,1.886407360642489,0.2608393766113548,-0.466587305,-0.441293456,-1.494112891,-1.379882012,-0.158623968,-0.080407445,2.429569856,-1.188418363,0.7490384815279972,-1.187453547,-1.947062689,-1.811218663,-1.492465894,-1.421333157,-1.457962563,-1.515210094,-1.761527741,-1.865626213,-1.668505455,-1.542385462,0.3691684509370608,-0.821746513,0.5564818016196006,-1.285283599,-1.868547323,-1.807560108,-1.508474192,-1.375026658,-0.982606187,-1.254291443,-1.663079016,-1.958200513,0.072385528,0.057221743,-0.282805423,0.072385528,-1.271075165,1.2225345405131174,-1.111385536,-1.906329404,-1.827494145,-1.474293147,-1.545547211,-1.438229895,-1.338192021,-0.066148346,0.085956963,0.8469311694633311,-1.053489076,1.7011662040743578,-1.389982855,-0.794386533,0.3356010189173021,-0.8475309,-1.81615419,-1.734218513,0.762427575,0.0433178782272591,-0.635707287,-1.247189123,-1.805068119,-1.787264454,0.052856636,0.7734809513975472,-0.851967024,1.4083303662422002,1.0188297286353505,-1.47868534,-1.064114354,-1.627865822,-1.933677063,1.5021569930442196,0.8934660749317924,-0.336590199,-0.48954414,1.3826849890418058,0.6459295922816944,-0.963841698,-1.290174852,-1.509953332,1.4530823322168105,1.120378222262616,0.6197487468819525,-0.287277717,-0.496015572,-0.709949215,1.5225498187334394,0.5081786900394283,-0.854790713,-1.032165901,-1.336770559,1.294181944414938,0.6956627372012454,0.3328411514875642,0.5862722738101381,-0.218766257,-0.30491497,-0.713410736,0.7149206811382729,-0.915844535,-1.182758192,-1.403771676,1.929012057395002,1.9789427750644688,-1.312423044,-0.345870559,-0.239463259,-0.31994181,-0.6299148569524761,-1.3812003807227695,-1.3629769688033009,-0.2902484040744897,-0.61930695554216,-1.8410380681993688
CHEMBL3682592,-1.246915636,-0.889196031,-0.59280097,0.118729410036797,0.4337834521198668,-0.65450761,-1.354743679,-0.820623216,-0.347846563,-0.023843407,-1.193168405,-0.66786079,-0.303623352,-0.306690004,0.2007227737993962,-0.984110352,-1.335278953,-1.533901231,-1.168776817,-0.86049621,-0.501988708,-0.352747258,2.097254711406132,-0.736404428,-0.422668238,-1.037377729,0.4314152298863303,-0.573957837,-0.193433029,0.3007308524774147,0.812612473,0.9235019138304152,1.3158177970554623,0.3952075813853576,0.006425368,0.4335323659652911,1.1286465891758608,1.2492677583360103,1.1455238290969143,-0.931205877,1.344411617,-0.580607758,-0.108576435,0.7062612781797476,1.2721230118552085,1.1662256754713742,-0.056464496,-0.293864763,-0.192474598,0.02713648743526,0.4962957859900072,-1.36434089,-0.836165994,-0.282805423,-1.36434089,0.7717121108852336,-0.689236467,-0.24053075,0.4509886519583795,1.0484192207548917,0.9757082762131584,1.349691257714041,1.1116757727724569,-0.047783381,0.2674457744555211,1.020219002018624,-1.105325382,0.431978002836251,-1.310233781,1.6261046941591364,1.0268244375971507,-1.840287575,-0.012655564,1.0113003674732848,1.2255365038270454,-1.178207525,1.4270676282250685,-0.070700859,0.8574767623168984,1.1058816469354498,1.022824989470882,1.1425294537780044,-1.303645431,2.1996741700432656,-1.090614823,-2.361546157,0.3567401967683504,0.7568200492142947,0.832538155,0.5847392549480975,-1.150057808,-0.996836672,0.6380726013935241,1.3509575360062394,-0.184430142,0.3196890887403558,0.8889717436608774,0.8684586543966439,0.7933141457725024,-0.989139888,-0.729424363,0.5227577491407294,1.6190448265346111,0.6965825294440083,1.279567142131296,-0.589958146,-0.058853425,0.6293951109467923,0.7998272899619111,0.727851232,-1.066817687,-0.915999541,-0.048610506,0.2907423912658146,0.5378734802079221,1.3225752860942812,0.2177965916389742,0.2180876231819544,0.9405461407351952,0.8387472071893378,0.9019820763693156,0.592509431,-1.298839639,1.3183257138609128,1.102142133512802,1.448818946482492,1.293653698352791,-0.6299148569524761,1.0084955160832922,0.6956533720681974,0.1939925557844803,1.1493688039537906,0.2657666502650008
CHEMBL4249999,0.5519800276089037,-0.196068255,-0.398474635,0.218102357,0.5307710324735783,1.491096284650096,0.7796173453262937,0.4328029300618935,0.003383408,0.6626667573886434,0.9987126513347316,0.1512058870317423,-0.159717388,-0.523078253,-0.285418374,-0.025701851,0.6090070002012365,0.3038765198403276,-0.418228315,-0.6963675,-0.016426696,-0.508167259,-0.580843017,0.175023903955793,-0.308581307,0.5561261298576209,-0.538752483,-0.644580416,-0.27924775,-0.767762556,-0.560679262,0.2941929339494263,1.2166855693560954,0.4810024954881341,-0.037808221,-0.254190329,-0.249340548,0.4105194952282229,0.7050053620050202,0.2246824144841357,0.8069033961854871,-0.490043103,0.1591574978755538,-0.461975098,-0.339603044,0.755013315,-0.353944984,-0.619103769,-0.687989125,-1.064856675,-0.938792776,0.2160581700838972,-0.042043562,-0.691094046,0.2160581700838972,0.000539404,-0.489499198,0.2000193184088072,-0.447316859,-0.516502837,0.5765998397847721,-0.446126327,-0.577570001,0.667551844,-0.323611449,0.097745758,-0.234465842,0.012626629,-1.317531196,0.4632938832756839,-0.210703345,-2.334251027,-0.105461494,-0.193927564,-0.022742137,-1.360712393,0.2558804448655779,-0.079335508,0.1206183634437451,-0.340203075,-0.438132937,0.2324650274172429,-0.616291733,0.4000430807838322,-2.54584182,-1.973670505,-0.822671767,-0.807567567,-0.815710068,-0.71244966,0.6686037697589056,0.8488132541305244,0.6780177981342834,-0.054657668,0.9782681809768063,1.4506561676836631,1.1740199654454186,0.6614664003381855,-0.299092715,0.9951656658825296,1.2162939118655756,1.7545434204542618,1.4651712579596785,1.2666294208526223,0.7958148772461401,0.3489342827113051,0.9164418128910056,0.5834924565836369,-0.138879965,-1.098004774,1.0487314876781462,1.291757004506818,0.7796845218369118,1.6166332156538596,1.1952817762274932,0.8191070772327206,2.595184220494996,1.1544268477919393,1.2097936433217722,0.709163528,-0.2508948,0.9059923543237132,-0.155427169,0.18084989,-1.379930219,0.6109774040961763,0.3818828296146753,-0.6299148569524761,-1.3812003807227695,-0.3336617983675517,-0.7744893639334599,-0.61930695554216,-0.7876357089671842
CHEMBL3682606,-0.576982078,-0.022786311,-0.193352392,2.439545826518303,1.232504702091612,0.2752540776284777,-0.093530347,0.3959374551647225,0.6355973552266623,0.4665209962063972,-0.507503049,0.1730476650811647,0.076699553,1.269060328310229,0.594497103,0.084883745,-0.327130681,-0.563962974,0.4395414008139795,0.8136166331352529,0.378092438,0.9658943121563348,0.3469788188587174,0.004131092,-0.156465399,-0.563633339,-0.027681992,-0.65399676,-0.132647602,0.3838358953942701,0.2717350020069933,-0.172363724,1.5801704042537743,0.6182743580525764,0.5106882832477356,0.8292084368163893,0.993956117,0.7763565036050235,0.6527404591297111,-0.353261731,0.4306476415625425,-0.615827346,-0.022637148,0.6437469570537525,0.5267942960689352,-0.078328549,0.4018162550678549,0.1652961866665361,0.5065548250191203,0.900731017132802,1.109919860706359,-0.143123434,-0.439104778,2.779359252938192,-0.143123434,-0.08970421,-0.892540474,-0.296880177,0.4333748184115383,0.2925323402561063,-0.367277046,0.6464367524941956,0.5160462577497004,0.344949684,0.095769824,0.5285279917609884,-0.45696567,-0.240276314,-1.451317141,-1.642702411,0.8417177488092309,0.8377291560303449,0.4271802762016119,0.4697106006393968,1.8496758243726303,-0.58810845,0.6707728068817277,-0.003313049,1.6484165115660627,0.5448195550396788,1.7009980515104102,0.5953249828437116,-0.599343285,0.7617687772267926,-0.366214054,-0.958544513,-0.530447538,1.7239679617259105,1.064893522,-0.037755606,-0.468059717,-0.28239154,0.6141054833490684,0.5433112309812295,0.3716429688793051,0.5589321246706708,0.9364797806249676,0.8684586543966439,0.832798731,-0.350831808,-0.140227984,-0.224072933,0.6017695676225572,0.5765726575685105,0.7685612285202158,0.6097377351606686,0.6896289668623514,1.1649260785169393,0.9512316859314288,0.5031304929588255,-0.540852423,-0.341982839,-0.114002219,-0.56389808,0.4262381091857306,0.5146844393164278,-0.058841783,0.6002668985329687,0.9688879831127296,0.890580679,0.8334943411640445,0.067442185,-0.422223412,0.8205576585430933,1.102142133512802,0.8802836141489214,0.8654773372266689,-0.6299148569524761,1.0084955160832922,0.6956533720681974,0.1939925557844803,0.7071998640798028,0.2657666502650008
CHEMBL3968210,0.080545302,0.2775690591043075,0.2384839077261635,-0.60859599,-0.570323262,-1.870349817,-0.675628808,-0.046448244,0.1087523991832693,-0.61228069,-0.215252241,-0.056291004,-0.077485409,0.2148611626407874,0.4778232278857536,-0.799801025,-1.263268363,-0.870259265,0.4038009959734546,0.682313665,-0.077121948,0.1572246196634052,-0.689137679,0.061095362,0.1325548254024756,-1.274249925,0.7259304285769959,1.9778713605724647,1.4298954423009862,1.2148863245628274,0.321603138,-0.465317904,-0.997267516,0.2236177531798057,0.7937832529669266,0.932837884,0.4241118122317555,-0.52638016,-0.952538701,-1.364663986,0.5865250256206195,1.6432576639248953,1.0020235840813287,0.8430113556428612,0.061436773,-0.675132329,0.522416453,1.1601449108777693,1.347159827114153,1.5749180998341668,1.0505368857338089,0.2160581700838972,-0.73690069,-0.078661111,0.2160581700838972,0.3779217926923282,1.8003459272072209,1.1553982456347058,1.0498589925509798,0.2954850233830544,-0.40223545,1.3049812961106688,1.926549473212878,0.2748187793480884,2.0450897623507807,1.122879762402086,0.066985537,0.7120154466759987,0.5372284877210328,0.3399426717718765,-0.92575257,1.0540933126725502,1.683557083729894,-0.710090582,-0.525193917,1.2430237287930035,0.8838004994864325,2.106544842742501,-0.724402736,-0.518616125,-0.127904834,0.8321311786541581,0.1859347760398252,-0.773430458,1.5723192791454537,1.7363205263582644,1.0017678972826918,-0.580388235,-0.531612714,1.2411246370743518,-1.059124729,-1.264753597,-1.630814573,-0.994323081,-1.549336869,-2.050991904,-1.533938142,-0.905760666,-0.285931187,-1.308293928,-1.537856604,-2.183291088,-2.356022362,-1.688613674,-1.07106006,-1.320207813,-1.873356193,-1.45152522,-0.71421667,-0.016536216,-1.148634506,-1.280279371,-1.650707468,-1.873814316,-1.781661451,-1.194765758,-1.156032135,-2.036770101,-1.737757964,-1.040216145,-0.38787027,-1.717301252,-0.269768416,0.060022378,-0.301293126,-1.18439733,-0.778342952,0.8573209424948863,-0.1863524323197387,0.6956533720681974,1.1624744755024206,-0.1771380156681724,1.3191690094971855
CHEMBL3353575,0.1922008948977042,-0.161411866,-0.236536022,0.7170814105204892,0.9130162021029136,0.7043748565772836,0.5855845249121002,0.8751886288279449,1.619041273174329,0.9241944389649708,0.4816535303401346,0.2931774443529876,-0.087764406,0.7308639121526714,0.5215759311625475,0.1954693413852817,0.3209646366998027,0.1507283739562473,0.8326858540597529,1.0433968272434078,0.681568695,0.6040571224222614,-0.756455983,-0.207450485,-0.331398693,0.5561261298576209,-0.079655262,-0.117265157,0.2463674156558452,-0.29683398,-0.038981843,0.041022655,1.5801704042537743,0.6697513065142423,0.625695615,0.8009458603270252,1.2011722279789303,0.7406650881536283,0.7946023383626937,-0.353261731,1.005781437914758,0.063407568,0.5921592911812655,0.0342323260753008,0.0463031950290536,0.2309904836841427,0.3776962155254604,0.3183498365451875,0.5154032987253838,0.7393059409930397,0.902079448,-0.430468718,-0.24057417,1.1462047592979605,-0.430468718,0.090783019,-0.225560663,0.4126103397486179,-0.41796047,-0.138559396,-0.07304382,-0.093718114,-0.284727792,1.1724943551553004,-1.277841066,0.0432225790391664,-0.016750957,-0.383466601,0.039788021693332,-1.552445427,2.119551019796808,-0.684984626,-1.311938575,0.6502405229173592,0.2795140116793354,-0.648943407,0.055876279,-1.643521079,0.1994869994087614,0.7114949045149915,0.1354283231851174,0.1111473917174295,0.003268177,-0.164657701,-0.855387115,-0.196725069,-0.645328384,2.054922447206207,1.9036456250149827,-0.724525593,-0.074016375,-0.431234276,-0.304634042,-0.272100904,0.3716429688793051,0.3414384556431117,0.2555312508063423,-0.151717455,-0.009539089,0.2042186967596815,-0.153930225,0.028103661,0.4137018726976395,-0.090982255,0.059966362,0.2706932469764961,0.4174535516279667,0.0479614890134908,-0.487110076,-0.465977695,0.1136821286808452,-0.474448232,-0.331974595,-0.236419021,-0.162948571,-0.023909459,0.3429222563156072,0.2945234782521572,0.3311965296182063,-0.159047125,0.000226896,0.9808793850240284,0.2511194869320856,0.3636723628202979,0.5732719239585795,0.9278082394523468,0.8951495697989669,-0.6299148569524761,-0.1863524323197387,-0.3336617983675517,-0.2902484040744897,0.2650309242058152,-0.7876357089671842
