Molecule ChEMBL ID,PMI1,SpherocityIndex,GETAWAY_1,GETAWAY_5,GETAWAY_8,GETAWAY_9,GETAWAY_12,GETAWAY_14,GETAWAY_22,GETAWAY_29,GETAWAY_35,GETAWAY_36,GETAWAY_40,GETAWAY_48,GETAWAY_52,GETAWAY_85,GETAWAY_101,GETAWAY_129,GETAWAY_145,GETAWAY_148,GETAWAY_177,GETAWAY_182,GETAWAY_184,GETAWAY_203,GETAWAY_210,GETAWAY_230,GETAWAY_257,GETAWAY_258,WHIM_21,WHIM_53,WHIM_85,WHIM_100,WHIM_104,WHIM_106,MORSE_19,MORSE_20,MORSE_36,MORSE_43,MORSE_45,MORSE_54,MORSE_59,MORSE_65,MORSE_71,MORSE_72,MORSE_136,MORSE_204,MORSE_205,MORSE_207,MORSE_213,RDF_3,RDF_5,RDF_14,RDF_20,RDF_23,RDF_24,RDF_31,RDF_44,RDF_55,RDF_59,RDF_81,RDF_82,RDF_180,RDF_188,RDF_190,RDF_196,RDF_198,RDF_205,AUTOCORR3D_6,AUTOCORR3D_16,AUTOCORR3D_25,AUTOCORR3D_48,AUTOCORR3D_61,AUTOCORR3D_66,AUTOCORR3D_67,TPSA,Ipc,HallKierAlpha,PEOE_VSA4,PEOE_VSA12,PEOE_VSA14,PetitjeanNumber,GGI5,JGI4,JGI7,min_charge,max_abs_charge,min_abs_charge,aromaticHeterocycles,HDonors,heteroatoms,satureatedRings,PMI1_is_imputed,SpherocityIndex_is_imputed,GETAWAY_1_is_imputed,GETAWAY_5_is_imputed,GETAWAY_8_is_imputed,GETAWAY_9_is_imputed,GETAWAY_12_is_imputed,GETAWAY_14_is_imputed,GETAWAY_22_is_imputed,GETAWAY_29_is_imputed,GETAWAY_35_is_imputed,GETAWAY_36_is_imputed,GETAWAY_40_is_imputed,GETAWAY_48_is_imputed,GETAWAY_52_is_imputed,GETAWAY_85_is_imputed,GETAWAY_101_is_imputed,GETAWAY_129_is_imputed,GETAWAY_145_is_imputed,GETAWAY_148_is_imputed,GETAWAY_177_is_imputed,GETAWAY_182_is_imputed,GETAWAY_184_is_imputed,GETAWAY_203_is_imputed,GETAWAY_210_is_imputed,GETAWAY_230_is_imputed,GETAWAY_257_is_imputed,GETAWAY_258_is_imputed,WHIM_21_is_imputed,WHIM_53_is_imputed,WHIM_85_is_imputed,WHIM_100_is_imputed,WHIM_104_is_imputed,WHIM_106_is_imputed,MORSE_19_is_imputed,MORSE_20_is_imputed,MORSE_36_is_imputed,MORSE_43_is_imputed,MORSE_45_is_imputed,MORSE_54_is_imputed,MORSE_59_is_imputed,MORSE_65_is_imputed,MORSE_71_is_imputed,MORSE_72_is_imputed,MORSE_136_is_imputed,MORSE_204_is_imputed,MORSE_205_is_imputed,MORSE_207_is_imputed,MORSE_213_is_imputed,RDF_3_is_imputed,RDF_5_is_imputed,RDF_14_is_imputed,RDF_20_is_imputed,RDF_23_is_imputed,RDF_24_is_imputed,RDF_31_is_imputed,RDF_44_is_imputed,RDF_55_is_imputed,RDF_59_is_imputed,RDF_81_is_imputed,RDF_82_is_imputed,RDF_180_is_imputed,RDF_188_is_imputed,RDF_190_is_imputed,RDF_196_is_imputed,RDF_198_is_imputed,RDF_205_is_imputed,AUTOCORR3D_6_is_imputed,AUTOCORR3D_16_is_imputed,AUTOCORR3D_25_is_imputed,AUTOCORR3D_48_is_imputed,AUTOCORR3D_61_is_imputed,AUTOCORR3D_66_is_imputed,AUTOCORR3D_67_is_imputed,TPSA_is_imputed,Ipc_is_imputed,HallKierAlpha_is_imputed,PEOE_VSA4_is_imputed,PEOE_VSA12_is_imputed,PEOE_VSA14_is_imputed,PetitjeanNumber_is_imputed,GGI5_is_imputed,JGI4_is_imputed,JGI7_is_imputed,min_charge_is_imputed,max_abs_charge_is_imputed,min_abs_charge_is_imputed,aromaticHeterocycles_is_imputed,HDonors_is_imputed,heteroatoms_is_imputed,satureatedRings_is_imputed
CHEMBL3577905,0.369588839412462,0.8653714847876162,0.8436356825548393,0.4921171437930312,0.1878626228367672,-0.687459543,-1.032277663,0.091212992,0.099548666,-0.853701023,0.8969672709999875,0.595415488,-1.015811543,-0.343152328,-1.281517149,0.7063095672201195,-0.055148347,-0.669904401,-0.348294979,-0.346330989,-0.639946558,0.3139791348463898,0.5667974095909105,-0.092564894,0.969749825,0.1719234189015412,-0.174787134,-0.446486992,-0.220370085,-0.49062926,0.463643296,-0.677775832,-0.24298154,1.1313222475975808,0.1893368293847292,-0.635020809,0.03369757,-0.766753259,0.4991061186124153,-0.863777443,0.4337161563991353,1.2673480074282126,-0.56255223,-0.83959109,-1.078715555,0.3488130278229738,0.3466682613988985,0.4871776312908721,0.4651223174169515,0.1658993743990343,-0.117866758,0.3340196526628275,-0.221584468,-0.580955187,-0.843612253,-0.107267736,0.452997087,-0.665240575,-0.380818135,-0.680131195,-0.929017175,-0.455700422,-0.306364125,-0.861423011,0.1260329561759979,-0.314834551,-0.730549591,0.9395975124788116,-0.203516719,0.4501852901568912,0.7392655315741037,0.1655883384404182,-0.138450997,-0.101119022,-0.997536149,-0.10496708,-0.612792157,1.6092699805048687,-0.677158865,0.9439784211002836,1.0637653209332585,-0.539804645,-0.808680587,0.8015024990786982,1.814309605704696,-0.9441482730808112,-0.3227447899056907,-1.3313903548400827,-0.1319262404296642,-0.5802835659530294,-0.4990871544247903,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CHEMBL497318,-0.045648944,0.1875998164503123,-0.535370667,-0.324846092,0.00839531,-0.58689107,-0.292854314,-0.049621098,0.9365325086598022,0.1504079842421787,0.7851402500336828,1.5787213523443164,-0.388567782,-0.293597848,-0.309136733,-0.786143756,0.5321029802578833,1.5365620128119046,0.469990786121236,0.3753293424151284,1.0711125133559312,0.1761192125976224,0.0177099593331423,0.7124542633393415,-0.125615262,-0.380597053,1.2937134477142815,2.3970528186603723,-0.44309791,0.4425966404859945,-0.12239399,1.0239208398559176,0.08017032,1.4553306461963536,-0.373970815,-0.335006074,0.045537936,-0.544425027,-0.353214073,-0.870643735,-0.731413512,0.3903225242130433,0.2370292922272091,0.1227564141651325,0.4461581005179721,2.6214681208796007,-1.59993062,1.0427323608133363,1.349383115086847,0.5291400023376208,-0.527292529,0.069578916,-0.924007397,-0.97879678,-0.843612253,-0.129956187,0.1343146623339764,-0.665240575,-0.380818135,-1.059693029,-0.849339526,-0.995487974,-0.207326083,-0.299223769,0.7352060996898279,-0.403324225,-0.730549591,1.9497235464924656,0.7411170366941673,0.7329270598927181,-0.835340187,1.6458505270315913,1.7002603751613927,1.2662565511243515,-2.053794744,-0.108897941,0.6703707259642091,2.602567396473287,-0.677158865,2.080681684268154,1.0637653209332585,-0.23350388,-0.531533573,2.698630633859365,1.6291852429170497,-0.9004817854980381,-0.1759995867324342,-1.3313903548400827,-0.1319262404296642,0.3629777069548776,-0.4990871544247903,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
CHEMBL3687358,-0.54281636,-0.761949567,0.4921242602033925,-0.383200609,-0.18128559,-0.507872984,-0.140147319,-0.03956152,0.2090605703485866,-0.764048433,1.008794291966292,1.931702944805082,0.1938728532552035,-0.54137025,0.3125491071529545,-0.859064928,-1.033900559,-0.668033609,-0.843573206,1.2832245980949806,-0.468840651,0.6758614307494034,0.5153204611292447,1.3111872615538336,0.4524940895414067,-0.518727171,0.087821152,0.070703193,0.2679178387512492,-1.487124712,0.0182764349673492,0.7846197454190744,-0.054476288,0.95774631977681,-0.747631553,-0.013092453,0.7230700022786306,0.4341323350581698,0.6893172687469769,-0.798547668,-0.198524749,1.0692612172537517,-0.978960212,-1.907338558,-1.968225187,-0.264269258,0.070788213,2.262353945936514,2.3982752144356003,0.090626678,0.9022487033405834,-0.123575224,0.8860824585277202,0.9250488424651772,1.6561218036124736,0.5966874456336703,0.007834988,0.03217624,-0.215646296,1.575468402919921,0.1103532636451267,-0.952567904,0.8047852297211562,0.4256463034241001,-0.074019607,0.8004874674971821,0.061846413,-0.730202666,0.5335052222514427,-0.46328812,-0.214582163,0.91176131922005,0.4179848587556529,2.5673797414258046,-1.257715862,-0.094440809,0.3400515679388971,2.602567396473287,-0.677158865,0.9706984916890028,1.0637653209332585,0.6931951639771239,0.2714230722587988,1.8395470693701024,0.7667147333445372,-0.9116053712667506,0.507667372344905,-0.1916923285764517,-0.1319262404296642,0.3629777069548776,1.5799128391663746,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
CHEMBL3235981,-1.170932119,-1.093525781,0.5732422807460341,-1.657274228,-0.47310236,0.068599869,1.121694700017618,0.050974681,-0.580989599,0.1952342792177461,0.2539619004437367,0.6080219730772124,-0.55284591,-0.3254543,0.185023806628564,-0.786143756,-0.617930869,0.1072763559104347,-0.176024292,-0.509286548,0.3866888848900989,1.0205112363713216,0.2922536844620269,2.136331897748593,-0.76457823,1.2769643620131628,1.1401123746282749,0.4590989350154066,-0.734357373,0.4425966404859945,-0.443222132,0.3060175565453851,0.6187567533205088,1.3164699039397367,0.2306460566492718,-0.621881478,-0.269547365,0.7472706907745514,0.2667871566160044,-0.880943173,0.1808197941644284,0.4406002782077063,-0.200883327,-0.397369499,-0.68337794,1.2667414188223227,0.1748305670429305,-0.636242027,1.0948467763209526,0.793591777,-0.529183898,-1.219101334,0.5935160604072557,0.2476787480955652,0.3384193868197998,0.023752959,-1.309109786,0.9034828110605048,1.2956426008467996,1.3528249896530002,1.5387642856657548,-0.96668126,-0.518742437,-0.650592762,-0.565046978,-0.253574324,0.3750091180136234,-0.328213734,-0.982061023,-0.81127799,-0.774778428,0.3982009680761739,-0.982996974,0.3009961362543196,-0.886093986,-0.107834279,0.7211890579681012,0.948454501,-0.677158865,0.9439784211002836,1.0637653209332585,-0.261349404,1.915399806730479,2.4301945965182177,-0.5650516636010346,0.1184389350461652,0.8099088567300426,-1.3313903548400827,-0.1319262404296642,0.0485572826522419,1.5799128391663746,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
CHEMBL3353599,-0.014477074,1.832978790813684,0.3028488789372288,0.2878763347499553,-0.856841412,-0.374978931,1.9254157309919613,-0.2306935,2.3523649907493724,-0.602673771,-0.696567778,-0.841723853,0.089332226,-0.881172401,2.1776066273221635,0.5167145196873477,2.3427945730409303,-0.311513963,0.685329145,-1.223187091,-0.19995994,-0.151298103,-0.522798,-0.681235153,-1.007992694,0.4481836546794464,-0.95022481,-0.777193556,-0.117572627,0.031344549,-0.819303195,-0.970254947,-0.135264253,-1.507031855,0.2982429739912498,-0.118207105,0.2744516825291081,-0.390987232,1.113299374390427,0.032273673,0.6730644992284112,-1.522500297,0.3582372492129694,-0.823551965,-1.262265161,-0.190209127,0.4209522646881971,-0.480084871,-0.660052844,0.072779595,1.4880168245026133,-0.207482408,-1.43781066,-0.97879678,-0.843612253,-0.565329165,0.1050124341684447,-0.665240575,-0.380818135,-1.112683804,-0.992670268,1.7674432266811049,0.2806803555701509,0.7290771989236625,-0.996469985,-1.260581509,-0.730549591,2.186793942230364,0.4712216779186251,1.5594030021974428,0.1487883872929809,-0.937055945,0.6158287185675314,0.028625228,0.2234437308279898,-0.108676444,-0.002972173,-0.705658395,0.8342303034377767,-1.302708035,1.0637653209332585,0.1563334583440589,-0.061590025,-1.235760242,-0.8815729716653681,0.4722826931199136,-0.9226390596426676,-1.3313903548400827,1.785401787148123,-0.8947039902556652,-0.4990871544247903,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
CHEMBL3682561,-1.252904979,-0.660190094,1.492579846895972,-0.24704007,-0.690505853,-1.226219219,-0.83536601,0.4131194848449716,-0.800013409,-1.346790268,0.002351103,-0.375283892,-0.478174034,-1.274068639,-1.042407211,-0.285418374,-0.887087728,-1.2891368,0.5776599657917171,-0.020419872,-0.566615455,0.6586289404683076,0.0177099593331423,1.1149638419709325,1.1523106734280877,-0.242466935,0.0221690805950378,-0.766796088,0.079455833,-0.411542319,-0.940205569,0.4921406299962643,0.5918274316547331,0.1477253232798795,-0.835883084,0.5343796912433664,1.2545708855009383,-0.43326091,0.883884399,-0.098185877,-1.006889907,0.3285149093399049,0.6671220428218435,-0.19344348,-0.584543537,-1.009825301,0.7382255076527316,-1.599857063,-0.277469937,-0.586092712,-1.01281809,-1.001790602,-0.497183333,-0.746814662,-0.054299057,-0.630941712,-1.03645007,-0.641832339,-0.380818135,0.2827399498737956,0.3084345677271396,-0.178266633,-1.466134528,-1.434112861,-0.72998257,-0.847412633,-0.701387538,-0.266369283,-1.200053428,-0.702531156,-0.169160844,-0.64402445,-1.048532752,-0.708432534,-0.962460727,-0.10998652,0.8228257219758887,-0.705658395,0.8342303034377767,-1.302708035,1.0637653209332585,-1.318922411,-1.832359105,-1.560310753,1.2024858859988152,-1.857516911059953,-1.1572795507247238,-0.1916923285764517,3.7027298147259113,-1.2091244145583009,-0.4990871544247903,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
CHEMBL3897350,-0.987463172,-0.649345515,1.8170519290665383,-1.010511666,-0.213385435,0.1009254491424324,-0.079868241,0.010736369067756,-0.64356783,1.961390301,0.4496591871347698,0.7719062838625674,-0.463239659,-0.169711647,-0.468543359,-0.222220025,-0.397711621,0.7799599756600605,-0.348294979,0.258932514763866,0.4355762869233726,0.6586289404683076,0.5410589353600777,1.9350771084327976,-0.795005038,1.5532245977910686,0.5783536113661438,-0.022538617,-0.357433362,0.7747617913294184,-0.11624393,-0.03963958,0.9957672566413704,1.1428939761189656,-0.304496206,-0.610932035,0.067245274,0.5390336842231576,0.2508152279787511,0.6296410825390868,-0.474001144,0.4196197116911365,0.1040915329525038,0.507695416,0.3802684981381768,1.995607854289136,0.082870551,-0.322787881,1.0983495699736945,0.6634130552663638,-0.242585858,-0.962942857,0.3875993950634603,0.3748376786416073,0.070469603,0.095088719,-0.174269255,0.507029032,1.0763050972814034,0.8742648854907072,1.1065464288935425,-0.937294545,-0.764378331,-1.524699488,-0.368124235,-0.146127746,0.3114864043654641,-0.49313227,-0.764068618,-0.898275458,-0.789918868,0.241111919,-1.02380227,-0.033026295,-1.643989497,-0.107803545,1.5088732040284527,0.948454501,-0.677158865,0.9439784211002836,1.0637653209332585,-0.219581118,2.483660750015487,1.6653808334113849,-0.5781835572565689,0.133119269302697,0.8104853366681,-1.3313903548400827,-0.1319262404296642,0.0485572826522419,1.5799128391663746,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
CHEMBL3298922,-0.335426744,-0.868635319,-0.562410007,0.2100703122573546,0.3366891752290852,0.1691683414014446,-1.128724187,0.071093836,-1.652641809,-0.465206467,1.3163185996236295,1.4022305561139337,0.716575988,0.8709324408921579,-0.930822573,0.4340705246089608,-0.153023568,-0.722286598,-1.252716089,0.049418225,3.319933006886522,0.8826513141225544,0.3265716501031365,-1.174309386,0.6046281295167721,1.967614951457926,0.184441182,1.1295679231438742,-1.025616837,1.2809182116622548,0.963652953870082,2.2736043330261064,2.099869444938178,-0.338287275,1.026787527565901,0.8015460976906731,-0.717507887,-0.016786897,0.5470219045241751,0.090637155,3.0349358822418337,0.8428223101650075,-0.533227725,-0.165947837,0.196718891508747,0.6599177353406509,0.094952889,0.3075399099680563,0.8017797073749001,0.094301077,-0.888989046,-0.416017888,0.7689570592801696,0.3743953867092731,2.3846254195888608,-0.361746307,0.3013539178086744,3.337939378523632,0.9532621074764254,1.2361631273507765,2.008817897150262,-0.902687822,1.3810050771842082,1.0956288029545702,-0.549909674,0.6034900138004301,2.366538768829319,-0.688973032,0.9902512140254376,-0.398040019,-0.032896888,0.3710124788979686,-0.383282773,-0.256628088,0.3282260041739891,-0.093121077,-0.168131752,0.948454501,0.8342303034377767,0.8811515259474458,1.0637653209332585,0.400817160390654,0.2075799714913253,0.5660494713078024,1.972343011526116,-0.9215542864597004,-0.4480154128329793,0.9480056976871792,-0.1319262404296642,0.991818555560149,-0.4990871544247903,-0.335426744,-0.868635319,-0.562410007,0.2100703122573546,0.3366891752290852,0.1691683414014446,-1.128724187,0.071093836,-1.652641809,-0.465206467,1.3163185996236295,1.4022305561139337,0.716575988,0.8709324408921579,-0.930822573,0.4340705246089608,-0.153023568,-0.722286598,-1.252716089,0.049418225,3.319933006886522,0.8826513141225544,0.3265716501031365,-1.174309386,0.6046281295167721,1.967614951457926,0.184441182,1.1295679231438742,-1.025616837,1.2809182116622548,0.963652953870082,2.2736043330261064,2.099869444938178,-0.338287275,1.026787527565901,0.8015460976906731,-0.717507887,-0.016786897,0.5470219045241751,0.090637155,3.0349358822418337,0.8428223101650075,-0.533227725,-0.165947837,0.196718891508747,0.6599177353406509,0.094952889,0.3075399099680563,0.8017797073749001,0.094301077,-0.888989046,-0.416017888,0.7689570592801696,0.3743953867092731,2.3846254195888608,-0.361746307,0.3013539178086744,3.337939378523632,0.9532621074764254,1.2361631273507765,2.008817897150262,-0.902687822,1.3810050771842082,1.0956288029545702,-0.549909674,0.6034900138004301,2.366538768829319,-0.688973032,0.9902512140254376,-0.398040019,-0.032896888,0.3710124788979686,-0.383282773,-0.256628088,0.3282260041739891,-0.093121077,-0.168131752,0.948454501,0.8342303034377767,0.8811515259474458,1.0637653209332585,0.400817160390654,0.2075799714913253,0.5660494713078024,1.972343011526116,-0.9215542864597004,-0.4480154128329793,0.9480056976871792,-0.1319262404296642,0.991818555560149,-0.4990871544247903
CHEMBL3682563,-0.908877313,0.3649965136437306,-0.237937925,-0.456143755,-0.347621149,-0.522239909,-0.059775216,-0.009382787,-0.72179062,-0.88657364,0.4776159423763459,0.2424338951714199,-0.015208401,-0.838697132,-0.388840046,0.1034945442954109,0.1895397059475767,-0.982059534,1.1806073719464103,-0.23769395,-0.175516238,1.5719509253663904,0.2064587703592504,1.7690419072472667,0.4829208975364798,1.0007041262352572,0.2401835069106604,-0.77920597,1.544319604418318,1.186013882849848,-0.471092643,1.582290060208555,3.096254346571884,1.2470395328114283,0.2606891310234843,0.1686682988113974,0.7724048614886216,-1.17226743,1.4036980768859406,0.2931927711429758,0.6911285251023188,-0.464966336,1.0776651229349037,1.0576082751306757,0.5685245049375919,-1.428890904,1.0503525696665017,-0.739966853,-0.506708322,-0.143904988,-0.125098463,-0.394622049,0.4819915944570562,-0.465738139,-0.643740127,-0.487043789,-0.352069215,-0.584240647,-0.380818135,-0.602082766,-0.066807094,1.248729042105801,-1.433040214,-1.292489645,-0.690062606,-1.019495987,-0.601652604,-1.101269373,-1.013202795,-1.37676153,-0.426548317,-0.964244434,-1.315621963,-1.251334007,-1.015295857,-0.110019698,1.6867373660420808,-0.705658395,-0.677158865,-1.302708035,-0.683453534,-1.507158154,0.048276234,-0.631346172,-0.84172520451365,0.427736296651257,-1.911688738901506,-1.3313903548400827,3.7027298147259113,-0.8947039902556652,-0.4990871544247903,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0
CHEMBL5277700,-0.33258347,-0.310833427,-0.778724728,0.3219164695904687,0.2374714736342068,-0.41628384,-0.750975302,0.0409151027510472,-1.480551673,-0.145445563,1.1485780681741729,1.452656497894043,0.4776259833552221,0.8815512581171623,-0.388840046,-0.095823326,-0.813681312,-0.539483422,-1.188114581,0.3365303998647082,1.266662121489026,0.5380015085006365,0.3780485985648024,-0.746642959,0.3003600495660422,-0.104336817,1.1376349379655966,4.2897274059584936,-0.999917472,-0.079377168,0.99188954,2.0343032385892617,0.9688379349755946,0.437018536,0.3789837363719452,1.3687272392468406,-1.089821624,2.875045817867365,-0.888999679,-0.280142617,0.9846689455533176,0.6494608728095942,-0.380740295,-0.603586821,-0.015069116,-0.451245013,-0.156538737,-1.019681935,0.1946288075663453,-0.188732661,-0.984225041,-0.787142024,0.087125797,1.6209951979928197,1.1594698539112456,-0.560219153,-0.005408957,0.639304145,0.930525903,1.344609366,1.621112692980749,-1.244501716,0.680293791,-0.113624098,-0.736498107,-0.250270131,0.3946641280661929,-0.719895258,0.9175870789704836,-0.376290652,-0.048037327,0.7123790652465456,-0.056840405,0.2982356202918698,0.9005325734239557,-0.085543109,-0.803360902,0.948454501,0.8342303034377767,0.8811515259474458,1.0637653209332585,0.6725894761053175,-0.225711227,0.9384779448581798,1.972343356868812,-0.8560834999674124,-0.4480156865807637,2.0877037239508103,-0.1319262404296642,1.6206594041654203,-0.4990871544247903,-0.33258347,-0.310833427,-0.778724728,0.3219164695904687,0.2374714736342068,-0.41628384,-0.750975302,0.0409151027510472,-1.480551673,-0.145445563,1.1485780681741729,1.452656497894043,0.4776259833552221,0.8815512581171623,-0.388840046,-0.095823326,-0.813681312,-0.539483422,-1.188114581,0.3365303998647082,1.266662121489026,0.5380015085006365,0.3780485985648024,-0.746642959,0.3003600495660422,-0.104336817,1.1376349379655966,4.2897274059584936,-0.999917472,-0.079377168,0.99188954,2.0343032385892617,0.9688379349755946,0.437018536,0.3789837363719452,1.3687272392468406,-1.089821624,2.875045817867365,-0.888999679,-0.280142617,0.9846689455533176,0.6494608728095942,-0.380740295,-0.603586821,-0.015069116,-0.451245013,-0.156538737,-1.019681935,0.1946288075663453,-0.188732661,-0.984225041,-0.787142024,0.087125797,1.6209951979928197,1.1594698539112456,-0.560219153,-0.005408957,0.639304145,0.930525903,1.344609366,1.621112692980749,-1.244501716,0.680293791,-0.113624098,-0.736498107,-0.250270131,0.3946641280661929,-0.719895258,0.9175870789704836,-0.376290652,-0.048037327,0.7123790652465456,-0.056840405,0.2982356202918698,0.9005325734239557,-0.085543109,-0.803360902,0.948454501,0.8342303034377767,0.8811515259474458,1.0637653209332585,0.6725894761053175,-0.225711227,0.9384779448581798,1.972343356868812,-0.8560834999674124,-0.4480156865807637,2.0877037239508103,-0.1319262404296642,1.6206594041654203,-0.4990871544247903
