Molecule ChEMBL ID,Potency,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15
CHEMBL3682608,High Potency,-0.7680971163967923,0.12015581488858476,-0.4085202606109448,2.141186167108142,-0.530354252517075,0.17123733188526888,0.12807104143434772,-0.4132139614416782,0.3509895399246629,-0.6633476567818353,-0.10316981337786978,-0.5658787730874143,-0.9338373674603708,-1.1164450159454846,-0.9626177985385148
CHEMBL5181908,Medium Potency,-0.15065278026746853,-0.5654785475645171,1.5566577209609689,-0.1463642035384536,-0.008928834752426298,-0.5359122764256197,-0.1646044229121083,1.5525741816186385,-1.1452363994457573,-1.3127340964077203,1.1131527693563847,0.5916449892690242,0.47649900904658915,2.0025664816676727,1.6762317100918827
CHEMBL3687383,High Potency,-0.21623940862908628,-0.06757930619428877,-1.959393717218455,-0.6312678092109484,-1.6826118725371304,-1.2162165936428777,-1.0473286800316024,0.12126880784914223,0.6224261050309454,1.4035948650002426,1.5333951926008875,0.21472765596579166,-1.1788878498931545,1.0265627416913272,-1.673593047987966
CHEMBL3924146,Low Potency,0.2760811828525574,0.4300596629342739,-0.5573884020736473,-0.21743229064170025,-0.449959273212744,-1.1753908241779907,-1.5334333461216383,2.267695336866987,0.9045458199831433,-1.1028942780268307,0.526346457593739,0.002405645303318176,-0.7129637742309664,3.618600055445926,0.23563296885805238
CHEMBL2442034,Medium Potency,-0.1424636880155182,-0.31506540597156407,2.428316045246685,-0.4494536645970186,-0.5642597347775299,-0.11753155677072175,1.0745843449006987,-0.3017764095310171,-0.4574343163432548,0.008043636775558614,0.23743265099501934,0.8110870606236958,-0.192212343425136,1.9664687980096598,0.09641795206501629
CHEMBL3353590,High Potency,-0.14387394786574254,-0.7012048326759593,-0.23609984433930445,0.8166190211846585,-0.9000870338114243,1.0456243544872703,0.7189933619787835,0.7012149719652857,-0.0703071561804219,1.7165755866917354,1.631403345862079,-0.24224857916207496,2.034518780992539,0.22634964771701474,-0.6171404539424824
CHEMBL497318,High Potency,0.16813414448721242,1.487604610652012,3.229635575790212,-0.32901155486249023,0.307265955982184,1.4390985040086914,-0.015633980373170864,-0.8581115593354218,-0.6998857347662458,1.032627139977451,2.537168156990166,-0.7492117549158315,1.0732653637799054,-2.0497257071603654,-1.0793118053226507
CHEMBL3896353,Low Potency,-0.7907922364775178,1.3449419138307184,-0.681267095233144,-0.5088828619933324,2.356776707770859,1.0259720696442662,-0.5312089683617318,-0.14135188355254313,2.3173843778599696,-0.8689282957539718,0.18915741616400758,-0.015774084119808855,1.007288606860609,0.6971415560673218,-0.20531984297070652
CHEMBL3353609,High Potency,0.09174787386601727,-0.951329592310881,-1.8092353648843666,-0.6568964120078035,-0.06209051902241875,0.16375918209500417,-0.7182851507954069,1.2448219386824646,0.29188862835824064,1.447876372251023,1.7844517180086157,-0.9202901847239229,0.28143070061001957,-0.8783060302462639,0.10496751300608702
CHEMBL3353573,High Potency,0.14966763774041658,-1.0392929231575796,-0.809923396048011,-0.3496410766050758,-0.3608168821762661,0.6502195338360155,-0.34335059759915953,0.6921244390673308,0.3283855761160387,0.7883106692748794,1.8460099751025596,-0.15328896818504012,0.5865293625322702,-0.7592773346955046,-0.3372287008065658
CHEMBL5285119,High Potency,-1.4816594324686037,1.9799326328177576,0.337782323278274,1.8049211044723228,1.0067321234445674,-1.233123226593185,0.38763012875848457,-0.11557197675291069,1.3522692207177966,2.4168836400135025,-0.6789518802669956,1.0752676879576655,-0.5947626131355243,-1.0499381778998105,-2.1268665212762854
CHEMBL3900018,High Potency,-0.220057073282842,-0.4149864810609056,1.7182475874262395,-0.030354292845970292,-0.537834747303326,-0.6127854700232124,-0.9386540001213612,-0.3144388260007313,-0.41084935510331916,-0.1574745628134668,1.9121970128284542,0.7921566995898365,-0.9064651798673882,1.4682418570544709,0.4474476225192149
CHEMBL4785621,High Potency,-0.4250980449643768,-1.416556817757576,0.42709014455857247,-1.5040275895598336,-0.8286433110651621,-0.7033592406727702,0.7649155604042653,-1.388694728472025,1.3622799404903747,-0.17587491050076115,0.20956247514203608,0.43984480093136286,0.4193045364939031,1.2455767419823767,1.1249331532743987
CHEMBL4446849,Low Potency,1.4731861961017192,0.8668397972913483,-0.12385076250613389,-0.10586922307242243,-0.37356731572269275,1.132880326710783,-0.44484115387402634,0.17460037436773035,-2.0448190515796574,-0.15413926603165415,0.14747039994512282,0.1102630201712813,-1.6872310859456012,-2.1723440391541278,0.5111934318247049
CHEMBL3682589,High Potency,-0.905706882116904,-0.2917671787402417,-0.42392617061992005,1.3109086749062124,0.17188451307856747,-0.12326710948237599,0.1823140493951205,-0.7989215007816413,0.17340496750690346,-0.01600181059533823,-0.6926000112164287,-0.2080198826247983,-1.278983856219159,0.4380496521187549,-1.8453612665125845
CHEMBL3235982,High Potency,0.19490372299249437,-1.38286843808132,-0.036872622370998205,-0.569541222867981,0.03601595864459185,2.6244403819247615,1.1757303171567453,1.0338429010367363,0.12503316928367766,0.13536023726828433,-0.2652910971738118,0.7323050255029575,0.7939248504104943,1.0573423457053734,0.7831711168862757
CHEMBL3577904,High Potency,-0.33043493853735617,-0.39038170422984203,0.21618749307951024,0.5685123653614695,-0.8876068283204278,-0.316927748605727,-0.5919442482800107,-0.252253718118474,-0.7383590086549532,-0.6594861331389745,-0.5643482235289765,0.7074800765673118,-0.5334375749872767,-0.33640603375294076,1.033789227095245
CHEMBL3682539,High Potency,-0.5327989706042996,0.01481541255933943,-0.7478855805884617,-0.08611381882833444,-1.0396424195592044,-0.1871501971872976,0.38216285758874025,-1.0407324142237215,-0.871809031738664,-0.2629902697240099,0.42030790977711047,0.7747029128976188,-0.5163573291664867,-0.42011016364577153,-0.1423259236946456
CHEMBL4786793,Medium Potency,0.08975136169202866,-1.913767023615505,1.4465927668057637,-0.27344301946192057,0.37934296963523506,0.1091900205954623,-0.7282666985337426,-1.0691854053083751,1.781034522489571,0.07773918625436124,-0.8849312335959766,-0.9915280300981287,-0.6015824449640116,-0.6313127326781115,0.4924132993723636
CHEMBL2442020,High Potency,-0.3879881116738004,-1.2467897930740952,2.5073255929707705,0.8707391480125741,-0.4655442008978864,0.38814822847899144,0.81934813754356,1.3079873184523634,0.25545671329892566,-0.8639751515101622,1.1513584369185317,0.24060542996557754,-0.20371814950072176,2.0150599166562397,2.0260544851258278
CHEMBL3235972,High Potency,0.014148497397221009,-1.0278105772883137,-0.6312171405306104,0.3442433805278626,-0.10245793066293725,1.4789413368902893,-0.08032276370909965,0.7799584748340038,-0.4844954884748698,0.6146454663682108,-1.5049465527683277,0.776589920481569,0.35577451822791156,-0.08430927674522821,0.3203185091342258
CHEMBL3976535,Low Potency,-0.33918891300242987,1.5022231044247119,-1.2125722202939953,-1.3717390116911652,1.2682662467435075,0.5714922458010716,-0.815908133727954,0.3963605829069296,2.060994806654264,-1.1550886630573918,0.8438123112521728,-0.10830679367737514,0.01704617822818365,0.6954098331736241,0.7057383196529632
CHEMBL5282082,High Potency,-0.784189442202982,-0.7778104622482211,-0.4259624623066545,0.30919738063467,-0.15443638002215376,0.30231199212953125,1.076784258449194,1.3551547148995728,-0.424627673352174,0.9124966865766497,0.9885794589460564,-0.4635029297830295,2.5868458729203385,0.5454766948868244,0.2038489333616129
CHEMBL3682604,High Potency,-0.3777057468754507,-0.5407879100744282,-0.31518062142393727,1.7883803038873212,-1.1842170122839573,-1.3267669958785706,-1.070776909298341,0.298458550616463,0.1736286418215848,-1.1451890748495617,-0.4391849621099005,0.5632381973756906,0.3970259494755101,-0.7289373848456948,0.02316582466537935
CHEMBL3682542,High Potency,-0.9420997194874421,0.8879708126440256,-0.13825260760670866,0.960999220533056,-0.38256508544499335,-1.7438257482857513,-0.6507259017019533,-0.42349820372436314,0.008180155334379612,0.19362217724725633,-1.042426898224195,0.7755932130144679,-0.6365572034051706,-1.843725041952508,-0.17371861016049384
CHEMBL3968210,Low Potency,-0.8184722245656313,2.1989218420568992,1.016871779994692,0.36159183913461934,0.11018545026757537,-1.1966990520069367,-0.21648882412240122,0.9927626942870587,1.4592944691421694,0.044986183474799255,-0.8127926014111142,1.4599071585521517,1.1904714743318958,-0.4817471725352667,0.517570161233584
CHEMBL3687357,High Potency,-1.4077697181454039,-0.0751681960894452,-0.37537745808078554,-0.7421278796584361,1.3249539462773412,-1.4408546083756162,1.0642444432964535,0.6966355879328051,-0.4492653380825213,0.6021709631800047,-0.1591585328835513,-0.2992533980145664,0.3184669851965278,1.0887265125954655,-0.9454208452336252
CHEMBL3682585,High Potency,-1.204569277469236,0.19452489947503637,-0.10874323087287024,1.5252015566995103,-0.6047382976497557,-0.3692722326854451,1.0783902203541678,-1.3605650961762739,-0.1870632276382058,0.5167097700690504,0.22510565403990812,-0.21955177695914363,-1.322976149975621,0.38333310582611907,-0.9518045418649392
CHEMBL2443086,High Potency,0.24610872634129413,1.739179062739605,0.43384492457886487,-0.8650676373517568,-1.565097220865091,0.5202363682090652,0.958067045971218,0.2405620138469434,-0.4109601358030544,0.7068596284886306,-1.1320752242583834,-0.7288191715387777,-1.5523172186658818,0.19890919961964784,0.17302280447596466
CHEMBL4242496,Low Potency,0.029226208346496564,-0.4632375985958224,0.1807205556146082,-1.4446263085219224,0.7158362256908788,0.0581606978976673,-1.0841904952212844,-0.6244350153641004,-0.7299602943432696,0.10441907513759376,-1.0602658226689414,0.30705766002027546,0.8134115241768382,-0.6026272708607637,-0.15525948392107558
CHEMBL4647444,High Potency,-0.3052329689226131,-1.8073807361631928,1.1143650629405981,-0.7880784064209742,2.580471453859099,-0.10574450391358105,-1.352851075768968,-0.002495550611858103,0.5650621987648419,0.8197365274255219,-2.391323749906117,-1.7722220023624053,1.454481153179898,-0.07398002059387483,-1.0375618515696938
CHEMBL5266721,High Potency,-0.4495635132044681,1.9702007041329685,-0.12867005976078955,0.6739821950686129,-0.5652048805945592,0.9851406325718054,1.301968157480536,-0.5227647084127464,0.5899319554560012,0.3889073185775249,-2.1684481404251343,0.8420638452848906,1.2153114240137795,0.6598656897606426,0.6588745616786996
CHEMBL5268891,High Potency,2.2656382243265227,0.6623859855759409,-0.1902140419658026,0.37937565285204355,0.8670314283273762,-0.7524559424723348,-0.0918955450274672,-1.5327603536233283,-1.1877889383713358,0.27813736014496043,0.15249624669764178,0.21927061247583063,1.3575647550564143,1.1920490930258618,-0.7993241398495798
CHEMBL5287633,High Potency,-0.8482399047912114,-0.3309239435849926,2.2341900527773793,0.7874171906092122,0.9185754917635103,0.3692919693826561,0.3901324903749776,-0.1364893361960805,-0.7462447550303999,-1.354404205007103,1.7666807585460378,0.3474321763040101,-1.5632419111910234,1.7423926978165527,1.6144197013819093
