Molecule ChEMBL ID,Potency,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
CHEMBL3682608,High Potency,-12.508753282804983,-1.2494670595741761,2.323864320717331,-4.348198118970173,-4.374034886253179,1.011408026189253,2.357737136176632,-5.48308985155996,1.2271155145324442,1.9767511005914469,-1.00688899273734,0.4001660860166562,-1.3777133801522958,-1.438063294269862,0.4525538024458044
CHEMBL5181908,Medium Potency,5.566178618178351,13.782977988625175,-0.6485443973041025,1.4912884278469256,2.6204604992378764,1.195674064636169,-3.251194783399538,1.4504766089442613,-3.4028321374545274,-3.2326827193807626,-5.832531874689537,-2.790258352341847,1.955996492288332,1.0504204990950021,-0.8111292640270183
CHEMBL3687383,High Potency,-7.113059133363813,-14.980823371482112,-4.588356371654211,10.24761052925705,-4.351157021224538,6.515537549316253,2.2631153031569577,1.278434428104045,7.96118420959757,-1.245816437830537,-2.7524040075853686,0.21802856702865447,-0.16619849728724165,-1.8480254864099044,-0.6662713855816609
CHEMBL3924146,Low Potency,4.2325050658773895,-4.120258176363557,6.950020633968731,11.633695833999235,-1.7484045060125943,3.6720897630967744,-7.251591535867393,3.7496217179408804,1.2244975043903266,-6.713925644631785,-5.069758189023803,-1.7117501724452422,2.825176190392664,3.3125643738482937,-0.26159803207983223
CHEMBL2442034,Medium Potency,6.880108680460966,19.660154799570954,-2.401198745979195,1.976687056330986,4.995681845788707,-2.083298240413943,1.1621001868596053,-1.0662529216150023,0.9760258929618453,-1.0033144745963132,1.2626028992045562,0.01644039353655774,3.0625600585457433,-1.6094916550850733,-0.3586294788611704
CHEMBL3353590,High Potency,-2.8059010405909524,-3.2561791766906074,-6.766936140821484,-1.9109402021371609,7.951515728402594,2.0733904996672528,10.234381228756797,6.32591546636259,0.479881412060591,1.1370464536545726,-0.8315556576901941,-0.5775549908789147,2.8528807830080205,-3.59412949022219,1.9297321652657302
CHEMBL497318,High Potency,11.881528946649276,19.29937565561238,8.987685820415537,-4.767913920350537,5.207132466063238,-1.295918598988454,6.882832029655325,4.441120599117397,0.8634964131489729,6.3560115942542845,-2.24147012106601,-1.8433761264008808,-0.19701801660696971,-1.3746405062587013,-0.8036928186212942
CHEMBL3896353,Low Potency,-9.054582275425298,-4.473752925523728,16.374270409381264,2.161899622576089,-2.7995093496590644,-9.628103620723408,-0.6527781523385482,4.072200822955592,3.9101359581196724,-1.3859743901560662,3.184541442527415,1.6116520342283915,-0.8332573436017888,-2.6790811694957215,2.463292986212315
CHEMBL3353609,High Potency,-5.4706236693448576,-15.003500082359016,-8.53189438818914,4.348154357744469,1.448536276837267,6.553225675952907,2.2068866329161883,5.7433393981437835,-0.3600694773075458,1.7904166665445762,-3.8285334613457533,-3.468264805424876,-1.769801705465044,5.225094141012056,-2.342008091932089
CHEMBL3353573,High Potency,-0.9083662797311359,-10.892519175230815,-10.098074968042466,3.8725659652573814,2.911127223964015,1.0422389704846502,3.852322829632157,4.416007394742861,1.3778448804614492,4.160252010841218,-3.1233990452741702,1.1172061542769451,1.080841979552409,-1.7880105763116823,1.060519274567017
CHEMBL5285119,High Potency,-16.483537990524397,11.25821989306082,13.025492707008688,-2.795356164956462,-1.5365948114861716,2.243371314266791,2.1749149248365955,1.1642746795102616,9.03168381383744,6.343025572880546,1.4870487629558178,-0.1366812657186491,3.5205270867542584,-0.30514221099222455,-5.360268564312485
CHEMBL3900018,High Potency,5.395730973793764,13.407317170371806,-3.5225511987552265,2.66545380003344,-1.1528255081805137,-0.623910276618475,-2.5303219234584238,2.565623448685677,2.504827052961354,0.3170923959912481,-2.5998905738767792,0.19467093200273172,-0.9567335528619317,-1.931113794082407,0.25391705134535875
CHEMBL4785621,High Potency,1.3188717469937015,4.468190982515042,-10.953936440780447,7.965051071112012,2.0821465611729857,-7.987849924341696,0.013604469091911603,0.34990715186366755,0.5540805082840996,-2.316206959819724,2.1182230285151737,-2.555618719421878,0.994473257162725,-1.3396272142084829,0.6287336073627336
CHEMBL4446849,Low Potency,14.13513272566441,-8.505353487559685,5.040280369532172,-6.822810760015438,2.2734002735079293,4.500715108808885,-1.3620242806422693,-3.1360578609270138,-3.4374138451001306,4.76511677008229,0.3957179512488768,1.1715453706980852,-2.9034077602009734,0.2386338828507233,2.802847620294939
CHEMBL3682589,High Potency,-12.274855754218331,1.010615453054447,-1.119496622371386,-4.830589021554866,-2.8541181090278016,0.5278316337008495,1.8294074781253151,-5.177886909075597,5.501793631715528,-1.167788579431597,-1.8592313947926533,1.144619782954157,0.5200232900098501,1.094672632379994,0.5704688396653567
