Molecule ChEMBL ID,-logIC50,GETAWAY_18,GETAWAY_19,GETAWAY_20,GETAWAY_24,GETAWAY_59,GETAWAY_60,GETAWAY_94,GETAWAY_95,GETAWAY_96,GETAWAY_100,GETAWAY_141,GETAWAY_145,GETAWAY_148,GETAWAY_149,GETAWAY_150,GETAWAY_153,GETAWAY_202,GETAWAY_203,GETAWAY_204,GETAWAY_229,GETAWAY_237,GETAWAY_238,GETAWAY_257,GETAWAY_258,WHIM_19,WHIM_77,WHIM_84,WHIM_101,MORSE_22,MORSE_40,MORSE_42,MORSE_43,MORSE_45,MORSE_75,MORSE_77,MORSE_90,MORSE_94,MORSE_193,MORSE_194,MORSE_197,MORSE_200,MORSE_203,MORSE_205,MORSE_206,MORSE_210,MORSE_211,MORSE_214,MORSE_216,MORSE_218,MORSE_219,MORSE_223,RDF_25,RDF_26,RDF_27,RDF_28,RDF_29,RDF_182,AUTOCORR3D_4,AUTOCORR3D_5,AUTOCORR3D_8,AUTOCORR3D_9,AUTOCORR3D_26,AUTOCORR3D_27,AUTOCORR3D_28,BalabanJ,Kappa3,PEOE_VSA3,PEOE_VSA4,JGI2,JGI3,JGI4,max_abs_charge,aliphaticHeterocycles,aliphaticRings,aromaticHeterocycles,HAcceptors,rotatableBonds,satureatedRings
CHEMBL5287298,14.3688958,0.775291213,1.640720353,1.803890495,-0.777741432,0.705843349,-0.121916287,0.04802188,0.536996409,0.55912343,0.378092438,-0.953506402,1.93429163,-1.075751109,0.169933332,-0.572448047,-0.732955056,-1.450631132,-0.238474616,-0.759731804,0.355017655,-0.885488812,-1.302325164,-0.862275808,-0.657790375,0.098219673,-1.160029954,-1.26976091,-0.861301871,-0.315809865,0.943451264,-0.967550855,0.011395555,0.597841677,0.038872773,0.204816194,1.653394081,-0.821942245,-0.516512059,0.67974438,-0.127922794,0.843538877,0.082279676,0.397682577,-0.197011148,-0.777950843,0.675904408,0.682248653,-0.894505513,0.857933627,0.488860769,1.021776886,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-1.398256458,0.819044707,0.606359367,-0.160831333,0.07736144,-1.051973322,-0.694629488,-0.447420675,1.221533123,-0.47791299,-1.379930219,-0.705658395,-0.457875219,-0.815840334,-1.838439401,-2.601739159,-0.417060297,-0.629914857,-1.331390355,-0.774489364,-0.177138016,-0.499087154
CHEMBL808,14.68301113,0.37829355,-0.311589551,-0.16096467,1.62341907,-0.73419953,1.05495828,3.660484691,3.633451817,4.234678931,1.409911711,-0.312277086,1.008336684,-1.293025187,-0.29146752,-0.869223957,0.333976835,-1.391505227,-0.439729405,-1.179512168,1.843997217,-1.435154464,-1.536153758,-1.059851382,-1.256483293,2.604294769,-1.105800562,-0.934994197,2.014065207,0.105265077,1.136832766,0.938749481,-2.009912531,0.812736717,-1.458581931,0.163021595,0.182144053,0.450537712,-0.881638653,0.954973028,1.673204048,0.968910226,-0.960214781,0.782527413,-0.260764811,-0.579580919,1.070525371,0.398861952,-0.038813602,0.30048771,0.028668569,0.667121324,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.402940388,0.953003169,1.016493845,0.238620634,-1.141873848,1.811928559,1.41156015,0.51361479,-0.052387091,0.017796953,-0.830163336,-0.705658395,-1.333906871,-1.532507672,-1.48882242,-1.704882371,-0.417060297,-0.629914857,-0.191692329,-0.774489364,0.265030924,-0.499087154
CHEMBL3687345,16.36655701,-0.316452362,-0.242276773,-0.72235186,-0.108207391,-0.558584545,-0.841117412,-0.762939159,-0.759194226,-0.563962974,-0.896507842,0.215110794,-0.778971698,0.538284901,0.791412029,0.854221689,-0.382133384,0.602650272,1.114963842,1.002023584,-0.538370082,0.615836777,0.181587073,1.947137367,0.451384685,0.626149198,0.164990844,0.900403629,0.401054407,-0.069385325,-0.751981522,0.726772466,0.039578007,-0.457757606,0.463080904,-0.760259099,-0.12436637,1.683950302,0.842559204,-0.347395203,0.149223305,-1.074075412,0.036481023,0.65006919,-0.661091865,2.296266383,-0.418431483,0.056898112,1.547073143,0.960045216,0.504646988,-1.325492732,-0.073987343,0.428195406,-0.209236299,-0.472462639,-0.093126683,0.100425924,-0.773572568,-0.938480498,0.478291814,1.14128013,-0.185731395,0.382219349,0.838888332,-0.672878584,0.01202882,1.102142134,0.948454501,2.146446828,0.764299628,0.581606253,0.014449498,-0.417060297,0.857320942,-0.191692329,0.193992556,0.265030924,-0.499087154
CHEMBL3968269,11.51292546,0.179794718,0.889831928,1.026585155,-0.66920644,0.670720352,-0.187298208,-0.578629832,-0.615173045,-0.666061737,0.378092438,-1.092904079,-0.412896487,1.632415081,0.155808816,0.618231207,-0.512335241,0.28014534,-0.037219827,0.436807503,-0.836165994,0.878363655,1.143881675,-0.420053364,-0.154687082,-0.849509234,1.447459965,1.162577641,-1.141825489,0.143544618,1.335079211,-0.912317407,-0.286085883,0.516530041,-0.185957537,0.227613248,0.770644064,-0.470335941,-0.35192049,0.509088094,0.458557087,1.08604956,0.174086108,0.038792392,1.471209696,-0.347116165,0.399599517,1.335779547,-0.768347925,-0.012619764,-0.337284687,1.577552635,2.010295919,1.806674637,2.262111971,0.481410766,0.607392935,-0.866867691,-0.401465728,-0.993165095,-1.487011865,-0.978791421,-1.617682335,-1.264725932,-0.861405183,-0.824249597,-0.376082868,-0.301293126,-0.705658395,-0.446498184,-0.105211516,0.101174804,-2.271437367,-0.417060297,-0.629914857,0.948005698,1.162474476,-0.177138016,-0.499087154
CHEMBL3687336,14.38998621,-0.11795353,-0.91230029,-0.582005062,-0.417602595,-0.73419953,-0.677662611,-0.578629832,-0.25512009,-0.104518536,-0.744769713,1.087507926,-0.908174714,0.584843632,0.523046228,0.30357723,-0.36766651,-0.187486812,0.234474139,0.188905713,-0.73690069,-0.499902458,-0.223116264,-0.345110905,-0.169109377,-1.046687732,0.611623473,1.429177763,-0.707013882,-0.734492336,0.373036647,1.379124265,-1.180095889,-0.775744185,-1.271930354,-0.868545106,1.726956582,0.952832432,-0.407461023,1.115528574,1.243696766,0.918961925,-0.154451262,-0.495067945,0.153921176,-0.457666071,0.553375301,0.333635516,-0.27560677,0.702682334,-1.686767217,0.999099748,0.106782248,0.303312821,-0.044661098,-0.462906208,-0.304805437,-0.469957052,-1.101026588,-0.89746705,0.566171247,0.496716252,-0.203409802,0.160515177,0.557970273,-0.847597375,0.155709979,1.672805691,-0.705658395,0.610617932,-0.584529032,0.317025287,1.057625894,-0.417060297,0.857320942,0.948005698,1.162474476,1.149368804,1.579912839
CHEMBL3687379,18.46150274,-1.110447689,-1.097134364,-0.571209155,-0.504994407,-0.699076533,-0.54689877,-0.541767967,-0.111098909,-0.359765446,-0.471641082,-0.815270372,-1.123513073,0.359809765,0.386509241,-0.30070143,0.11335702,-0.273488128,0.450823037,-0.111881793,-0.935431299,0.853751761,-0.36251408,0.388210348,0.435285379,-0.461512836,0.313441803,1.285969506,-0.973511318,-1.602959406,0.392496421,-0.789908145,0.609489814,-0.89771164,0.147045846,-0.615877756,-1.209413265,0.288687191,0.083912147,-0.223842693,0.580298468,1.145008579,0.16279329,-0.53489491,-0.103678083,-0.627623635,0.198778172,-0.54565484,-0.127322067,-1.55523412,0.509909061,-0.69053288,0.135428795,-0.255150874,-0.16843253,-0.131616595,-0.407218359,-0.827428681,-1.205216503,-0.309607632,0.558182208,1.265533408,0.273907179,0.651431559,1.045880586,-0.606062147,0.151827383,2.555020464,-0.705658395,1.292229743,0.481738684,0.566041018,0.014449498,-0.417060297,0.857320942,-0.191692329,-0.290248404,1.149368804,1.579912839
CHEMBL3687393,20.25326221,-0.080734999,0.219808411,-0.797923212,-0.225904428,-0.418092557,-1.069954133,-1.020972217,-1.407289544,-1.074456793,-1.017898344,-0.528343486,-0.778971698,0.54604469,0.240555911,1.279719681,-0.277248554,0.45214797,0.551450432,1.428414663,-0.73690069,0.484573337,0.338971705,1.048447218,0.679122775,-0.340661499,0.374709818,1.542571562,-0.594804435,-0.387584003,-0.547653898,0.986518949,-1.183227272,-0.263190475,-0.860448466,-0.045951402,-0.786428882,-1.625613797,0.349447905,-0.983774803,0.834940856,-1.331826445,-1.525273962,-0.001482067,-1.317582285,0.997046701,1.342968313,-1.247947244,1.697669635,0.249431915,-0.098577922,-0.569712065,-0.036697441,-0.577039245,-0.050781663,-0.475294174,-0.044394884,1.017901842,-0.594961285,-1.020507393,0.054872729,0.527779571,-0.433229088,0.002155054,0.602325756,0.142504027,0.508320788,1.102142134,0.948454501,2.532216287,1.041529234,0.296565915,0.014449498,-0.417060297,-0.629914857,-0.191692329,0.193992556,1.149368804,-0.499087154
CHEMBL3981569,10.87107158,-1.011198273,-0.692809828,-0.54961734,-0.85103779,-1.015183507,-0.64497165,-0.210011178,0.320964637,-0.104518536,-0.593031585,-0.877999327,-0.283693472,0.026138859,-0.225553112,-0.561721207,0.460561975,-0.784120938,-0.615827346,-0.977885379,-0.141308866,1.026035025,-0.519898711,-1.184961933,-1.148819189,-1.47284771,-0.461606581,0.166815175,-1.15585167,-0.272745382,0.038571786,0.07740626,-0.735439424,0.499106119,-0.917716564,0.53157397,-0.369574708,0.567739814,-0.560124513,1.096845507,0.3963952,0.392001785,-0.914625254,0.467939134,0.207623586,0.097149809,0.529852521,0.784837805,-0.355198338,0.679238347,-0.906545308,0.44220873,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,0.693048944,-0.088895983,0.469647875,1.301162867,0.978197703,0.362299212,0.58808751,0.410118663,0.53554609,0.500567915,-1.379930219,-0.705658395,-2.511013702,-0.464883875,-0.623731515,0.311326091,-0.417060297,-0.629914857,-1.331390355,-0.774489364,1.149368804,-0.499087154
CHEMBL3577898,15.06030536,-0.229609123,0.289121189,0.35723889,-0.515565997,0.21412139,0.368448116,-0.431182371,-0.039088318,-0.053469154,0.28704956,-0.383137572,0.620727638,-0.214414584,0.494797196,0.253518642,0.746282718,-0.714244869,0.516230844,0.112882497,-0.538370082,0.599428847,-0.816681159,0.211692985,-0.136910766,-0.296137322,-0.54207084,-0.561830415,0.092478428,-0.846938486,-0.108592753,-0.600323069,2.101594079,-0.661036698,1.905388551,-0.530388803,-2.349632037,0.137998775,-2.094508022,0.96500775,-0.339310101,0.541512958,2.028199619,-0.621037504,0.642699258,-0.305014216,0.104335967,0.18196822,-0.694700956,-1.430199522,-1.81640556,0.573438723,-0.434538713,-0.394907115,-0.454058912,-0.463968034,-0.407218359,-0.94722838,-0.222854445,0.114197994,0.717962995,0.551077061,0.344620805,0.698939596,0.720607044,-0.190841045,0.155329937,0.117525544,-0.705658395,-0.359497333,-0.659652439,-0.061324069,0.014447641,-0.417060297,-0.629914857,-0.191692329,-0.774489364,0.265030924,-0.499087154
CHEMBL4446136,10.13137434,-0.304046185,1.559855446,2.613583558,-0.753074388,1.548795279,0.826121558,0.379778668,0.464985818,-0.46186421,1.045740203,-0.453998058,0.771464489,-1.867249537,-1.553257602,-1.283995108,-1.025909236,-1.848387215,-1.828387452,-1.371222886,-0.637635386,-1.435154464,-1.698035093,-1.037554452,-0.785578611,-0.347022096,-0.50863738,-1.092828839,-0.889354233,0.296662779,0.54817461,-1.04517624,0.571913212,0.003976331,0.473686107,-0.40310525,0.225055512,-0.637767514,-0.716848061,0.625774742,0.592657062,0.89126231,0.957473116,-0.111118096,-0.131821592,-0.896249573,-0.298711067,0.479603414,-0.699324533,0.491165472,0.408016193,0.450015614,-0.533813816,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.425625232,0.833928981,0.278251785,-0.480392907,0.667564509,-1.211078982,-0.615449427,0.36576318,1.129526093,-0.519508454,-0.85106001,-0.705658395,-0.457875219,-1.04801153,-1.208694529,0.301704221,-0.417060297,-0.629914857,-1.331390355,-0.774489364,-0.177138016,-0.499087154
CHEMBL3577892,11.758826,-0.328858539,0.023422208,-0.03141378,-0.539528268,-0.101985583,-0.056534367,-0.468044236,-0.183109499,-0.155567918,-0.137817199,-0.545768195,-0.111422784,-0.012660083,0.254680427,0.339333363,0.478645566,-0.665869129,0.174097702,0.093050354,-0.339839474,0.427145582,-0.623322898,-0.054631456,-0.392487239,-0.963999975,-0.303717467,0.21381732,-0.131940466,-0.679465497,0.041004258,-0.760052228,1.093288574,0.062056071,0.810931572,-0.140939127,-0.424746584,0.160322985,-0.435470116,0.692023711,-0.137514539,0.69002294,1.049279549,-0.10037824,0.782268087,-0.86447939,1.088781857,0.001803938,-0.181814218,0.173890179,-0.767339559,-0.00835997,-0.693098497,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.818829197,-0.32704436,-0.501003722,0.869754742,1.12574847,-0.061982548,0.556415485,0.912814137,-0.244349027,0.173643135,-0.366767233,-0.705658395,-0.031571046,-0.921372696,0.080015376,0.014335698,-0.417060297,-0.629914857,-0.191692329,-0.774489364,0.265030924,-0.499087154
CHEMBL5289662,13.41004545,-0.428107955,0.947592576,1.91184957,-0.67977803,0.530228364,0.237684275,0.342916803,0.609007,0.252827138,0.317397186,0.003690983,1.998893137,-0.18337543,-1.007109656,-1.620102765,-1.264612643,-0.78949602,-0.962991858,-1.483605031,-0.141308866,-0.097908175,-0.083718448,-0.574893155,-0.331779441,-1.084851312,-1.020857179,-1.273580396,-1.632741819,2.330263354,0.949532444,-0.462985848,-0.281388808,0.316154936,0.068567342,0.204816194,0.942289901,0.082188251,-0.46889262,0.788442862,0.838629989,0.82840977,0.20148165,0.058929622,1.175415675,-1.399406619,0.23845092,1.744552989,-1.199001052,0.120229497,-0.316236395,0.56563184,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.064298663,1.161383,1.002822695,-0.528327143,-0.303164223,-0.822154035,-1.106365809,-1.231034208,1.87701499,-1.197173267,-0.271655827,-0.705658395,0.906976602,1.308096163,-1.022919792,0.473794142,-0.417060297,-0.629914857,-0.191692329,0.678233516,-0.619306956,-0.499087154
CHEMBL3682621,16.73428179,-1.14766622,-0.842987513,-1.143392252,-0.034911033,-0.874691519,-0.64497165,-0.726077294,-0.831204817,-1.023407411,-0.83581259,-0.19378906,-0.778971698,-0.129056911,-0.43742085,-0.615355407,0.500345876,0.737027327,-0.5403568,-0.571326444,-0.73690069,0.566612987,0.231050815,-0.28936858,-0.164078344,0.492576668,0.002302669,0.536653757,0.76573511,-1.406776762,-0.838334268,0.143089278,-0.286085883,-1.76164778,-0.249588757,-1.537258695,-1.246194516,-0.118729637,1.408459649,-0.586974182,-1.126755488,-0.359670089,-0.949967593,-1.539742678,0.321633514,1.119736433,-2.132434634,-1.170688747,0.950962028,0.910552354,-1.091196232,-0.816558284,-0.134984733,-0.089856845,0.350455398,-0.136571781,-0.281581689,-0.815715591,-0.788456842,-0.35062108,0.933667057,0.729691148,0.539083279,0.635595547,0.646681239,0.029725706,0.910467059,1.102142134,-0.705658395,-0.070477555,-0.351497942,0.834929151,1.489041027,-0.417060297,-0.629914857,-0.191692329,0.193992556,1.149368804,-0.499087154
CHEMBL5269673,18.58319967,0.365887373,-0.600392791,-0.182556485,-0.46623191,-0.453215554,-0.54689877,1.153877842,1.977208227,2.601098708,-0.775117339,0.476481439,2.386502184,-0.594644221,-0.286759348,-2.185049678,-1.54309995,-1.262503254,-0.263631465,-2.052126469,0.553548263,-1.976616152,-0.600839379,0.003588306,-0.652088538,-0.773182074,-1.128196181,-1.811633635,-1.127799308,1.559887606,1.591704977,-1.416882414,0.012961247,0.586225729,-0.056574057,0.24091153,1.26106074,0.90260296,-0.79286137,1.121107087,0.614791859,1.004730611,0.934678353,-0.073528601,0.043070213,-1.41619574,-0.03609854,1.787615102,-1.368422105,-0.054818941,-0.275096552,0.854858283,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-2.110382643,1.429299925,0.797755457,-0.048984783,-1.693247768,-0.150374582,-0.821317587,-1.778085165,2.189527646,-1.465469928,-0.345870559,-0.705658395,0.099599469,0.175186716,0.747712872,0.239668699,-0.417060297,-0.629914857,-0.191692329,-0.290248404,-1.061475895,-0.499087154
CHEMBL3682557,19.59186373,-0.130359707,-0.138307607,-1.02463727,0.840416629,0.705843349,0.270375235,0.306054938,0.609007,0.150728374,-0.198512451,1.991269534,-0.563633339,-0.765359569,-0.498627085,-0.086164628,-0.392983538,0.769277821,-0.409541187,0.116187854,-0.24057417,-0.631165898,-0.317547043,0.220364014,0.319907024,0.422610104,-0.201177526,0.436852835,0.793787472,-0.55266452,-1.074284024,1.250743819,-0.207801294,-1.416073324,0.558527734,-1.107914175,-0.455397626,-0.799618035,0.929784112,-0.756904271,-0.287385557,-0.819772926,0.158192512,-1.611341717,-0.003452731,0.944612985,-1.402526287,-1.380299916,0.619715796,0.939206116,-0.920896416,0.534776062,-0.63975665,-0.499022708,-0.258540853,-0.475294174,-0.407218359,-0.616444804,-0.252622992,-0.71974211,0.590138365,0.760754467,1.051757072,1.047331867,1.134591552,-0.06470968,0.59529668,0.573271924,-0.705658395,0.33027865,0.21560875,0.677181446,1.489041027,-0.417060297,-0.629914857,-0.191692329,0.678233516,0.707199864,-0.499087154
CHEMBL3682585,18.32537056,-0.986385919,-0.565736402,-0.614392785,-0.062397167,-0.312723566,-0.121916287,-0.947248487,-1.335278953,-1.329703703,-0.319902953,0.488097912,-0.886640878,0.158055264,-0.004269031,-0.089740241,0.778833183,0.672526341,-0.067408045,-0.065606792,-0.836165994,0.098986984,0.235547518,-0.135767507,-0.034948498,0.416249507,0.271689971,0.900313759,0.232740237,-1.277583314,-1.361315687,0.074420668,-0.167093308,-0.886095692,0.057962139,-0.513291012,0.347659681,-0.302904368,1.12205307,-1.111552459,-0.664046012,-0.630436603,-0.901659425,-0.653033325,-1.81210394,1.029850061,-0.524459536,-1.25744624,0.928504656,1.618560767,-1.338513661,-0.245168768,0.093199833,0.603031025,-0.344228768,-0.175859332,-0.367623772,-0.641057118,-1.086142314,-0.446319125,1.157360159,0.892773575,0.256228772,0.493071436,0.617110917,0.181501641,1.123034265,1.102142134,-0.705658395,0.153548632,0.182149285,0.466609364,1.489041027,-0.417060297,-0.629914857,-0.191692329,0.193992556,1.591537744,-0.499087154
CHEMBL3682610,19.26465081,-0.601794432,-0.34624594,-0.225740115,0.360466437,0.143875396,0.270375235,-0.35745864,-0.25512009,-0.410814828,0.135311432,0.755276794,-0.348294979,-0.338571201,-0.578666008,-0.146950055,0.145907485,0.618775519,-0.490043103,-0.068912149,-0.439104778,0.353309898,-0.097208559,0.042607933,0.000939536,0.339922347,-0.247088545,0.194248071,-0.216097551,-0.634008543,-1.272530469,0.44314125,-0.67907452,-1.597572513,0.280671408,-1.548657222,-1.007116386,-0.626605409,0.962158431,-0.807771067,-0.454411043,-0.811429668,-0.988655953,-1.658999827,-0.002016837,1.199032743,-0.934177208,-0.846456366,-0.35651936,1.467998271,-0.692713797,-0.435879777,-0.242162332,-0.27226961,-0.296964402,-0.31389667,-0.407218359,-0.834842028,-0.580077012,-0.17289614,0.358456224,0.279273016,0.662832125,0.58808751,0.6614664,0.029905915,0.878035834,1.102142134,-0.705658395,0.378336812,0.127585478,1.11933006,1.489041027,-0.417060297,-0.629914857,-0.191692329,0.193992556,0.707199864,-0.499087154
CHEMBL5279842,13.29671676,-0.576982078,1.490542668,2.570399928,-0.753074388,0.740966346,0.368448116,0.600949861,1.257102318,-0.257666682,0.378092438,0.282486338,1.223675044,-0.711041049,-1.845164263,-2.095659344,-1.467148866,-1.171126857,-1.808261973,-1.999240754,-0.141308866,0.115394914,-0.277076709,-0.732210383,-0.600772002,-0.639609543,-0.49504004,-1.256864528,-1.787029809,1.576634905,1.099129454,-0.743631473,-0.132648089,0.442478372,-0.03324261,0.090830923,0.648039895,0.204971405,-0.509519737,0.884961039,0.814650626,1.048894254,0.518935328,-0.037281587,0.542761083,-1.612757604,0.05799258,1.327230451,-1.710236512,-0.85712428,-0.074181039,0.418416324,-0.705199194,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-0.086093905,1.027424537,1.221561083,-0.312623081,0.06182978,-0.344837055,-0.742137525,-0.8170497,1.771752957,-1.053151213,0.21263695,-0.705658395,0.33027865,0.572739118,0.143624273,0.238849215,-0.417060297,-0.629914857,-0.191692329,0.193992556,-0.619306956,-0.499087154
CHEMBL3353610,18.89871654,-0.167578238,-0.63504918,-0.657576415,0.18991145,-0.663953536,-0.350753009,-0.35745864,0.032922273,0.099678992,-0.319902953,0.538048747,-0.348294979,-0.276492892,-0.41387999,0.031830613,0.080806556,0.484398464,-0.213317768,0.443418217,-0.339839474,0.189230599,-0.047744818,0.748058023,1.723565211,-1.421962937,-0.139269637,0.3917829,-0.258176094,0.031098468,0.165060315,1.210438331,-1.732785086,-0.424361755,-0.917716564,-0.707065972,-1.405579936,0.238457719,1.610706267,-0.430478737,0.675847006,-0.49939184,-0.54196224,0.225621136,-1.191798032,0.60805568,-0.380865253,-0.555787101,1.053341222,-0.958714891,-0.46644466,-1.567134362,-0.431328324,-0.238312772,-0.496222807,-0.46892322,-0.407218359,-0.194032249,-0.222854445,-0.008842349,1.349097103,0.652032849,1.405325206,1.348216101,1.38593929,0.118192381,0.165936858,0.561773288,0.948454501,1.195325578,1.87992522,-0.535077432,0.014449498,-0.417060297,-0.629914857,-0.191692329,-0.290248404,0.265030924,-0.499087154
CHEMBL3353573,16.98559622,0.390699727,-0.04589057,-0.528025525,0.825616402,1.65416427,1.08764924,0.490364265,0.681017591,0.405975284,0.742263946,1.218774072,0.426923114,-0.423928874,-0.26792666,0.146250241,-0.005994683,0.608025354,-0.203255028,0.370700359,0.156487047,-0.360435054,0.060176072,0.344855206,0.237062682,-0.862230428,-0.727314602,-0.473398081,0.93404928,-0.066992854,0.362090524,1.907574005,-0.663417602,-0.287874365,-0.00354804,-0.59688021,-1.27071535,0.746333492,0.6903601,-0.061207583,-0.455056641,0.022451102,-0.576468075,0.565269078,-0.891983509,0.836904315,-0.81831874,-0.814476414,0.447982954,-0.965487598,0.916045419,-2.003204565,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,1.511482536,-0.014474615,-0.268594185,0.182697359,0.131722249,1.087113885,0.683103583,0.055274799,1.025671211,0.173613461,0.573271924,0.948454501,0.882436264,0.177852385,0.894653342,-0.920321647,-0.417060297,-0.629914857,-0.191692329,-0.290248404,0.265030924,-0.499087154
CHEMBL4208555,12.71689827,-0.713450025,-1.085582235,-0.668372322,0.360466437,-1.331290481,-1.069954133,0.490364265,0.176943455,0.457024666,-0.684074462,-1.197452337,-0.865107042,1.686733601,2.288610709,1.129543919,0.355677145,1.043407013,2.387900384,0.949137869,1.645466608,0.599428847,1.107908045,1.32158461,-0.32708381,1.656565862,-0.212695273,0.529284396,1.607305962,-0.655540785,-0.30319049,-0.500305745,-1.732785086,2.675644394,-2.656969903,3.478093221,1.782128458,3.453143927,0.910120693,-0.656788117,1.3932911,-1.012446551,-1.519627553,0.850993995,-1.007429331,1.680234784,-1.047929158,-0.411402369,0.696335064,0.64745872,0.667771249,-0.119886877,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,1.087290777,-0.639614106,-0.870124751,0.518237011,1.475210814,-1.051973322,-0.536269365,0.173556087,-1.115643086,0.807457611,-1.379930219,0.948454501,1.772023531,-1.655766639,-1.980858626,-0.930870132,1.438432454,2.344556742,-1.331390355,-0.774489364,0.707199864,3.658912833
CHEMBL5269450,15.05683915,4.559175195,0.011870078,-1.035433177,-0.504994407,-0.172231577,-0.61228069,0.379778668,0.681017591,1.273814777,-0.593031585,0.258091745,2.278833005,-0.02817966,0.739622138,0.88640221,-1.232062178,-0.913122911,0.717485633,0.377311073,0.057221743,-1.344910849,-0.286070116,0.004827024,-0.441455959,-0.525118803,-0.684123052,-1.528474918,-0.875328052,1.138812664,1.545488014,-1.167585502,-0.008958438,0.725617107,-0.319583098,0.548671761,1.328493033,1.443965047,-0.926909627,0.961673846,0.451824419,0.982036951,0.883860669,0.107258974,0.032157423,-1.368669612,0.22440747,1.632148208,-1.548411334,-0.028770066,-0.503757541,0.77864823,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,-2.026018745,0.030178206,-0.323278782,-0.08094094,0.745222807,-0.592334748,-0.868825624,-0.698768412,1.805794484,-0.896784056,-0.345870559,-0.705658395,-0.617153701,0.795467454,-0.004622335,0.239668665,-0.417060297,-0.629914857,-0.191692329,-0.290248404,-0.619306956,-0.499087154
CHEMBL3687376,17.28927863,-0.800293264,-0.62349705,-0.42006645,-0.364039872,-0.593707542,-0.64497165,-0.689215429,-0.543162454,-0.512913592,-0.62337921,0.284809633,-0.886640878,0.251172726,0.372384725,0.0818892,-0.045778584,-0.208987141,0.385415231,0.185600355,-0.637635386,0.484573337,-0.384997599,0.320080839,0.013014015,-1.084851312,0.361432415,1.058125933,-0.763118605,-0.76080952,0.014247069,1.407487386,-0.095071486,-0.270450443,-0.094752789,-0.253024644,0.807425315,-0.152215952,0.158014841,0.038809544,0.111594151,0.621052012,0.379238979,-0.458373437,0.725119533,0.648091276,1.11195355,-0.469346242,0.827116228,0.540658334,-0.090445628,0.134022713,0.905428227,0.360001096,0.305231221,-0.122060164,-0.216479051,-0.706591112,-1.056373767,-0.446319125,0.574160287,1.312128387,0.008731079,0.493071436,0.942384459,-0.664110163,0.118654846,2.070727687,-0.705658395,1.275965546,0.571117007,-0.027573037,0.014449498,-0.417060297,0.857320942,-0.191692329,-0.290248404,1.149368804,1.579912839
CHEMBL3235962,16.30442523,-0.031110291,-0.496423625,-0.830310935,-0.221675792,-0.804445525,-0.841117412,0.600949861,1.473134091,0.763320957,-0.653726836,-1.054569718,-0.348294979,-0.346330989,0.179349676,-0.154101282,-0.092795921,-0.026234346,-0.092564894,-0.30359251,0.652813567,0.189230599,-0.196136041,-0.174787134,-0.446486992,0.956900226,-0.450408771,0.072765949,1.004180185,-0.686642911,-0.598735804,-0.33908379,-0.766753259,0.499106119,-0.692886254,0.447984772,-1.203283057,-0.213607529,0.444673515,-0.517820426,-0.569511985,-0.184127952,-1.43681355,0.346668261,-1.414935852,0.796868719,-0.393153272,-0.813843147,0.82117163,-1.370808088,1.298263265,-0.938866124,-0.735574412,-0.64944308,-0.560148712,-0.475294174,-0.407218359,0.760510408,0.744623339,0.510661323,0.925678018,0.512247912,0.539083279,0.904807756,0.971954781,-0.417214993,-0.172177985,-0.85106001,1.609269981,-0.787809218,-0.619387784,-0.808680587,-0.944148273,1.438432454,0.857320942,-1.331390355,-1.258730324,-1.503644835,-0.499087154
CHEMBL3947368,11.51292546,0.167388541,0.416194614,0.346442983,0.529611879,0.45998237,-0.187298208,0.711535457,0.464985818,-0.512913592,-0.198512451,-0.682842578,-1.338851432,-0.08249818,-1.251934597,0.149825855,-1.011442363,0.753152574,-0.751674329,0.992107512,0.454282959,0.049763194,0.878576154,0.894846145,4.479229646,1.414863188,1.935524489,0.673571096,0.877944557,1.26322117,-0.721575626,-1.166092706,1.09015719,-0.295134333,1.406943997,-0.796354434,-1.037767429,-1.123319077,0.660891509,-1.302674296,-0.966647127,-0.938803398,1.112644808,-0.5058078,0.810411596,-0.639246873,2.482243246,-0.722019524,0.617073752,-1.168147843,2.135411236,0.166365516,1.331175187,1.922576901,1.424614614,0.774828597,2.128358083,0.674960375,-0.103780256,-0.583030617,-1.103537977,-0.279866734,-0.822154035,-0.36207323,-0.048221328,-0.75929753,-0.022156868,0.667292427,0.948454501,0.041929673,2.133184276,-0.050357556,-0.856451735,-0.417060297,-0.629914857,0.948005698,1.162474476,-0.619306956,-0.499087154
