Molecule ChEMBL ID,-logIC50,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10,Factor11,Factor12,Factor13,Factor14,Factor15
CHEMBL3577905,15.91108148,-0.1540587037901781,0.5010319847710183,-0.867089427069419,-0.1621591253358207,0.3018029643660273,0.3114518968584716,-0.428320951027259,-0.8782558102080988,-0.5289119148248907,0.05397462084731937,0.20285179869411324,-0.5235226665707404,0.7351051205260979,1.2158374859345409,0.9212755648950772
CHEMBL497318,15.64809202,1.4429640910638393,2.2434733008589705,1.303034399132673,-0.6327297645688621,0.8755817201601813,-0.5912402504058569,0.4492250063926101,1.2749749232905692,-0.2894298508793855,1.5005252744016992,2.773318539114762,-0.6620074200035387,0.24247574646113595,-1.0828107679826953,-0.42469626041977804
CHEMBL3687358,19.26465081,-1.2334290644957977,0.5387520534659197,-0.3151409242732363,-0.8139588922140516,0.6198836532331824,1.2069731861095292,0.9346762248608951,0.4277511767090366,0.34540643092357465,-1.2273039424493326,-0.8343393457841128,-0.10926480219372027,-1.7590301232554622,0.7505649092626754,0.7783414906180436
CHEMBL3235981,17.50439001,0.18583806958483812,-0.9577791728090005,-0.10877366104946051,-1.7049923245699588,1.7069395871555724,-2.031872897339242,-0.5633892667240992,0.4523165585544494,0.5513336105441184,0.0831028013075443,-1.0049545579378525,-0.030019314639088756,0.02664009058885081,-1.3378322421994744,0.040171791745835635
CHEMBL3353599,18.08420851,-1.11772250014179,-2.368140886914159,0.13207006730211884,-1.3918744286852376,0.4613877000177321,-0.383033439459052,0.7736390047069962,0.6096628457258387,-1.371187740104049,2.0398360947072156,0.44503083494268914,-0.22054664019732245,1.141971849952301,0.4376381388853121,-0.5115337143313342
CHEMBL3235980,16.35381798,0.00858434308868801,-0.46029943662503886,-0.30584247394823527,-0.33816138865655765,-0.8580656691673613,-2.0843459109785285,-0.6464380793845182,-0.12640228002100568,0.06209557429258068,-0.9473461090740815,-0.7948736042702964,0.6877114616645035,0.17348072521838187,-0.8935237365988709,1.4586364908592002
CHEMBL3682561,16.21240633,-0.7591368762610347,1.6361002829408655,0.633368416039877,0.3025979455599308,-1.0288460960050687,-0.04739331946887563,-0.0850764605788022,0.7091777774588812,-0.7483764133046206,0.4969311554192664,-0.05475908561112613,1.8180441859362866,-1.9598932039045145,0.9937364161602834,-0.37030051764675564
CHEMBL3897350,12.71689827,0.3609051689618084,0.006049394687984847,-2.273752908526444,0.705824930456923,-0.42501486120812393,-0.07198346159943696,-1.2574882619695342,1.2157767712592493,-0.3830623369900891,0.13791379208990875,-0.24123190552272,0.05671617938884448,0.5625920794101026,0.07636150846755427,0.32457519379783
CHEMBL3298922,10.97643209,1.2703926883954202,-2.939158332047704,-1.0114492077217283,2.2034918106592936,2.7258267032769945,0.7463655794222834,-0.2808607257952508,0.7210614605249247,1.9018986245257483,-2.851450567373472,1.2859423845801536,5.895728350528888,-1.847496916595243,-0.7885490974457484,-0.9062174557535775
CHEMBL3682563,17.89005249,-0.7091264494973835,1.497930658502133,0.39580369372748875,0.1146383814864797,-0.8917516064300067,-0.4669366767841308,0.19125237614418655,0.2580290497951192,0.38098420164460073,0.2675413374216623,-0.20654454746098214,1.5372494908806298,-1.0326967384965509,0.6526441943051184,0.11566616640412497
CHEMBL5277700,9.210340372,2.581118370853714,-0.40164786373552,0.2668116407433668,-0.38270275699063366,-0.8000333196166727,0.8651240748238243,0.46547909989075237,-0.07913846681998872,0.8807111448884574,0.29966574437002397,-0.3016187720252954,-0.4430993946226347,-0.7393932272403803,0.3523347656433392,-0.6668929458849706
CHEMBL3682545,19.17570333,-1.1971448465837045,1.1269025627904938,0.5421564140304298,-0.6858269111183842,0.3109750923292983,0.2341822715336726,1.671778512920589,-0.30537294119140823,1.8105007576257979,-0.3349054663025595,-0.21078009467820644,1.4497966536273972,2.1452156682828303,-0.31505222007995026,-0.7920944137536278
CHEMBL2443080,12.93050412,1.1769876734796514,1.1692801573913205,0.45052157187793684,1.1522612270875452,0.6630116230118153,-1.4468436830663383,0.9578284272063495,-1.1193659724532694,-0.8054805970705365,-1.113271405689995,-0.3148873404329729,-0.4976233926318639,-1.3513733798040963,-0.4126309013936145,-0.35664681866026104
CHEMBL5283563,11.95921257,2.1923104327436778,-0.1511141130412821,0.4057638906632892,0.38015537353331363,0.26566930671193545,0.47350921935072693,1.4189969225214751,-1.167446043986991,0.47227086315907446,0.33122180361219866,0.9117842265855103,-0.6561445438790803,0.3492968469973228,-0.844546173381591,0.06199823816460827
CHEMBL3889714,10.05431044,0.5137556294886834,1.128182880314446,-1.5334131996275713,-0.5925909463142411,0.5809684191839593,1.0578030987538003,-0.9553806962228942,0.38489893011069054,-0.3303476529360666,-0.6996863358149621,-0.23637311519233611,-0.5107069764919409,1.0855368262575158,-0.0492661405876214,0.3481205144863987
CHEMBL4238340,11.51292546,0.29083884490057,-1.0903108324725213,-1.0133865989719812,0.7095001387106273,-0.8785595791947642,-0.009515663949726897,-1.707740722974374,0.018015185242591745,-0.2435934725108739,-0.23093367153846772,-0.3815753427770804,1.1043084974204143,-0.9500951706497842,-0.6032850071306589,-1.6178579004851834
CHEMBL3927494,11.51292546,-0.4719274001412208,-0.6250270687499948,1.2287072937512458,0.48111646533152125,0.7309618174598247,0.3885068473926944,-1.046291086005562,-0.6665080021914916,0.9887706889441819,0.7474117788791348,-0.9805777279701543,-0.2610774564993781,0.5355216129198155,0.2533366209934151,-0.6768733430439339
CHEMBL2443077,17.75285137,-0.26132258645117157,-0.7054006049865731,1.3954647943156355,2.1034943166073705,0.7089177926305127,-0.7774029392398053,0.5515373854068765,2.968540651429676,-0.09808043298004805,-3.0270171968600827,-1.362143097333595,-1.7672511010686656,0.06734560912588274,0.5206970111527977,0.275284444475564
CHEMBL3577885,16.08853685,-0.10084294282523265,0.4704247802188664,-0.9226252859904059,0.06436138069910162,-0.8643599339800402,-0.8382993579172242,-0.5901463546374224,-1.0950746546605412,0.17789814057536524,-0.8937038993911964,0.30093626443885046,-0.05827704202519545,1.4444973398953682,0.2090558017130496,1.084957826585849
CHEMBL3353585,12.91048302,-0.35101209171256503,-1.4542746573127285,-0.8739629620415809,-0.6493349502684882,0.048961641708717044,0.28567037686227686,0.2119530309298445,0.31626972873789483,-0.3206373302032086,0.19602917368940037,1.3904395684840043,1.0571610316636817,-0.1794385000800268,-0.9498218408558821,1.6192410217551245
CHEMBL3577881,16.17997105,0.16333770222555616,0.3551837866267882,-0.7291613395442152,-0.1974491048364618,-0.8675773746535838,-0.676012901874801,-0.4095957007041211,-0.6310254017875092,-0.4663151291372339,-0.22264962813090713,0.21737489481863317,-0.487846149155163,1.1748844704826285,1.1362497188930614,1.110296851764717
CHEMBL3687396,19.69364642,-0.9703427062885093,0.5364442781243945,0.2793704477602589,-1.9015419912577427,-0.46070973668467374,0.22117523803753814,0.3977192815260141,0.7726258200383721,1.40113800563102,-1.2097327514632152,-0.28698623475969187,0.03558624877921402,0.3551699893847398,-0.5900171043956245,0.43060143959180086
CHEMBL3687332,17.08567968,-0.7319607551963475,0.7607022899511476,-0.7566445113238957,0.21392377300694115,-1.299814616669798,0.07681260354050493,0.13790759487016566,-0.5463993574229754,0.7250008161486488,0.22820568701822572,-0.42795107445926434,0.027865164975066647,-0.7986859418077709,-0.4832410550509012,0.33698288108990454
CHEMBL3947821,11.51292546,-0.3037745497681083,-0.9836699166936402,1.1074661137141473,0.3083162821495472,0.9480105143267826,-0.14658960238678498,-1.3280196500913357,-1.3393126020764532,1.1645901555201483,0.19881946361125574,0.13500362853789707,-0.05910137620473901,0.414905249088278,1.2510245831713187,0.22984377409392323
CHEMBL5284655,13.85841806,3.1949078170665914,-1.396345646059949,0.41058900392773523,-1.3385183067702828,-0.9160132331826591,2.1739384625551916,2.0836501874850737,0.7103483162507395,0.1857502029777717,0.1027819608910902,-2.039794158839913,2.176842826890545,-0.264451455235879,0.4458346729941562,0.9947930752071845
CHEMBL3943602,13.28488231,0.6312913356040101,0.4676110821140813,-1.5225992879392303,0.5233206573489889,0.7489138208484412,1.4496313524780247,-0.784919811375442,0.4129306712231584,-0.2955244740537886,0.015607057202794133,0.7713690188859996,-0.66585914565527,-0.02080663816891493,-0.7874975906036114,-0.21728022213086376
CHEMBL2443089,15.54260651,-0.059325405719597456,-0.4833517676220104,1.0824295105980344,1.9733735520179763,0.5391558080755896,-1.6669776234006708,1.1803024474523582,1.0163978428088172,-1.0520757177833358,-0.846434347217211,-1.0408605777572495,-0.47540319672454556,-0.688450710391051,-0.5576968377698696,-0.3196618542219009
CHEMBL3682541,17.63222338,-1.104297114192,-1.1381123431069522,-0.43439602480957096,-0.04392726136246346,0.25120761587249535,-0.06364823596713322,0.2532474225573628,-0.02314291951137821,1.4354470474357026,-0.28369869091525773,0.2626146306691413,-1.6261756015737805,-0.8668197227366291,0.5673053989103669,1.0303472946647672
CHEMBL3577900,15.41499814,-0.12443912117220521,0.6136739528567526,-0.891592215438787,-0.5093710928172683,-1.2310603981746182,-0.8186423392015822,-0.47345978268648514,-0.2846095307124136,-0.13101333924740555,-0.5834504051450377,0.3096232460094325,0.27581447653623575,1.669330511996722,0.6591727125923255,1.7182858157927836
CHEMBL3687342,19.6585551,-0.5120673919894426,1.0699953298284794,0.10306408379269251,-0.04417411462508536,-1.039262678893074,0.32516963054430886,0.6419434724371386,0.009157600529624048,0.6070416987565094,-0.16730540726796467,0.4012006792684784,1.290293052675236,-0.3088694554426093,-0.4996663331574277,0.6231384714108668
CHEMBL3911625,11.51292546,-0.11155389918865627,-0.63011545649737,0.5938389018110587,2.6531794698838187,-0.9956691327496178,0.8080454591155984,-1.5284821360856367,0.6086278880278322,0.04314453633367791,-0.5119353437427451,-0.30323196643781075,0.2566590129017367,0.8748098559609385,-1.7519544799702689,1.319704259129468
CHEMBL2443068,15.28344891,0.1677402779223785,-0.43356437237889284,1.2508874644371468,1.8022071475018897,0.8914759022489644,-1.2532114634794345,1.877048434703268,0.4193227647052412,-2.4433631586146936,-1.2378826785468937,-0.8642726448431648,-0.3030586514041324,-0.21403044791876524,0.16306236475158462,0.24361174114672776
CHEMBL3921886,11.51292546,-0.06948403261396639,-0.25424778687572114,0.5076710893569124,2.6100519078804707,-0.6243885143743316,0.24441642458251733,-1.1642473076282494,0.3228246718956972,1.1250835255229146,-0.18796521228058197,-1.2499424361597253,-1.076217655695075,1.0631623556996264,-1.072405389110104,-0.5319820134674766
CHEMBL3687329,14.89726573,-0.7488807398409059,-0.6254560753019786,-0.24331011479177195,-0.43512711798555037,-0.1457112559998797,0.4406035319928681,-0.08749429273383502,-0.3018229611364264,0.8091352569827713,-1.0334307372682212,0.9440178840500691,-0.9494856147292224,-0.7745372967537009,0.16028582829837093,1.0680142294191497
CHEMBL5181908,11.80729653,0.49078035597438063,1.4404402295931895,-0.23222665514486665,0.5926263589484939,-0.06113636463496221,-1.7867746540466758,-0.4132955067923174,-0.8033881977462913,1.8322827021595485,0.5131899497473603,-0.48481128764098846,-1.393508352837458,-0.24539038205141306,0.6955988141464333,-0.9805398353888924
CHEMBL4446849,10.36163281,1.327737349953022,-1.0100215036622584,1.0466197287411174,-0.12359053109203355,-0.49541337889219944,-0.8566290086800432,1.325615593503699,-1.0127176614330442,-1.6265805278721939,-1.4481825493038074,2.2590706522686395,0.4994991929452786,1.8140827954867036,-0.6096391351682788,0.7613753568038075
CHEMBL3577884,12.52931281,0.06738714207304514,0.5886057415466216,-0.6835571193170402,-0.4636799794803701,-0.40681761540186606,-1.2354570829848772,-0.5917283147842863,-0.3845677350102588,0.3568984536454623,-0.27281633070353223,-0.16464060696043298,-0.529333303204228,0.7966054445355425,1.036168792718764,1.9056303305502407
CHEMBL3687362,19.19720953,-0.7728251288265836,0.9533007709718254,0.18316714070486637,0.03469919493349332,-0.3178654423190759,-0.21083626695063404,1.4586337482306284,-0.7186871093171637,0.012658351015651128,0.5212196310229087,-0.0689360833271594,0.7716677222787284,0.08526594598401155,0.7780964603001032,-0.32159242293789736
CHEMBL2442033,13.50802586,0.4796464781425691,1.9970044717116098,-0.9846594978801609,-0.11725048318152684,1.3682370648816828,-1.1533482887001911,-0.49556098755092665,0.6969484639248793,1.232016792681855,0.5700638425263029,-0.9028309959563485,-0.3308472121599938,-0.6793141803500948,1.2745011366035723,0.2514583570351198
CHEMBL5269570,14.81246919,2.3416711342255856,-0.026695136379582585,0.6751280127144806,-1.2153155344219098,-1.4224584084100078,0.4937819044979649,-0.36946198211005404,-0.27555110079669615,0.9867826939130879,1.0743595879497037,-0.9244327786940637,-1.2995719438954778,-1.9033674177542959,-0.01723975450157347,-0.9415249606897689
CHEMBL3697701,11.51292546,2.6221036764614616,-0.16239907430736425,0.08553205037927653,0.04106855452368014,1.7327565488829992,0.8328610416973118,1.0146932718913553,-0.4348938850127701,0.9618521323403436,-1.5542178969905742,1.8634732115813593,1.4843472405093099,2.0987861059153783,0.1033484141831835,-0.04304142980693943
CHEMBL3235974,13.58281279,0.09220669332305863,-0.6239110466125549,-0.4482099179967642,-0.6272697870075534,0.3006596231462327,-1.7525353536661261,-0.612811705834787,-0.2987535650035303,0.14807240770122307,-0.9095274930274984,-0.7498159938130893,0.4813783469433928,-0.06435468546364456,-0.6986422448516388,1.2323200747982035
CHEMBL3889978,14.68301113,0.26189215076504535,0.7346259405987914,-1.9879555626196188,0.4291423816714162,1.28563581125865,1.3537749130929078,-0.3951118536260764,0.4163781092808232,-1.1855077564104481,0.06520292516609488,-0.31549930625571976,-0.7104302342422444,0.5523327969266076,-0.1653043085864071,-0.8308837151764946
CHEMBL3353580,10.64658157,-0.1137010046799589,-1.4029686439348632,-1.6605358123009841,1.5851769404613343,-0.4452459635466416,0.7961575011050109,0.36733246040555007,0.5543748873304432,-0.17139161689031351,0.617297878770698,2.065255944221156,1.0419663858242247,-0.0021187220514643098,-0.47913260013384906,1.8059715064229989
CHEMBL3235971,15.68631323,-0.3964024009177154,-0.10922389591889192,0.15730928794330643,-1.0075617979824263,0.5075219002955579,-1.6184209167034045,0.34303577694304166,0.003563346119912377,-0.9687194509295398,-0.8454702803455605,-0.6558862819099487,0.3848093026889215,0.25795797503688234,-1.484726972089666,-1.496097913392334
CHEMBL4245344,14.98347292,-0.4566860628077847,-1.0678828217729157,0.053775792827383796,-0.9018631791945834,-0.3664222883350333,-1.5246073625357874,-0.7844535532401276,-0.7250018372729098,-1.1644296900849949,-0.22933053830776817,0.11754621963196678,0.5418233816601934,-0.04151683619428597,-0.6452806396100819,-2.224332342320387
CHEMBL3687374,20.31780073,-0.9434455406179412,0.6805568785495303,0.24459044688030568,0.05562762061697931,-0.5567637115708638,0.27659407642721473,1.2680302450528287,-0.601876629930196,-0.11196274611689194,0.618615779213218,-0.22164221763855166,1.1498401515817387,0.27950528939822045,0.805924035340159,0.29757626676648885
CHEMBL3944172,11.51292546,-0.25270007904240555,-1.0258988166532699,1.6197718494442794,1.253911574094807,0.13579227624957885,0.7012760095812833,-1.1033978417348111,-0.8595876774255651,-0.7098558926028834,1.0500595585479955,-0.7130693220416799,-0.33910482519883967,0.43612394768173773,-0.3222430057954069,-0.05818308720602324
CHEMBL3353591,12.50178689,-0.5300091476550457,-0.8792341019025395,0.0889685710883486,-0.4478486391156413,0.5168238484471305,-0.9325284510589958,0.6728774117712605,0.889731838092152,1.3254854341926103,2.2018154027308046,1.0831029602817177,-0.9204355522231075,-0.20141545008474454,-0.11597791066718925,1.020530068908102
CHEMBL3682596,16.73428179,-0.5974230610444417,0.5010216093110903,-0.9559342197815521,0.7842905095890412,-0.3107318092470828,-0.1527304963821654,0.15656303798295548,-1.7522457245374563,0.3862707814953938,0.15464758260012298,0.7011109022702362,-0.34911573891411934,-0.9459375180811692,0.6674423885361535,-1.0973963506349211
CHEMBL4247395,17.42742897,-0.13206124999630292,-1.6988619590117688,-0.5538100051451488,-1.8778198757368105,0.06206738080149307,-1.3646210920968356,-0.7165064318900056,0.171240560211914,-1.4258300023949682,0.9374328926118295,-0.41173417798819817,0.6614166506481175,0.9016312915306908,-0.11561411893587556,-0.9708297724697006
CHEMBL5274341,18.52604126,-0.4724160108577927,0.1596906401205514,-0.6518557028245144,-1.3771054893179326,0.14208732809723912,0.13012780469812943,-0.12878302370804673,1.9428202682717373,0.8860522261388516,3.6509432159225623,-2.1618053370148456,-1.9804054889968632,0.4059138439115637,-0.8818950538268592,-1.7227495970471265
CHEMBL4246304,16.40577772,-0.2652976500601064,-0.14008859951619757,-0.3793796533547805,-0.2868682415592429,-1.9575033615926192,-1.1340107211735848,-1.369854297230051,-1.0279059347018575,-1.0557901710781434,-0.49906482032494714,-0.6884134325696684,0.5397759197458599,-0.12348374085283963,-0.062433409450717826,-2.1178386443278168
CHEMBL2442011,14.52275666,0.5663235232108427,1.6625165602047618,-0.28440223937381076,0.35084100171640414,1.1031313928397863,-0.8720225547944164,0.6302476852345232,0.1848624120562839,-0.05631923934012294,0.23940809809206928,0.467903531428101,-0.5336438969890659,0.6714688501462085,1.1839142104562526,-0.0057978821674583535
CHEMBL3687348,17.6787434,-0.8964341450691874,-0.03029754851110263,-0.9957143374748798,1.2072915247200506,-0.429131959648084,-0.06354815596247507,0.09592950363642698,-1.3336888376127662,0.4069774323341513,0.6740173297523491,0.38850413618832474,-0.6999408320976669,-0.6752301610000941,0.9321248001879069,-0.8629675387936723
CHEMBL3682618,17.95067711,-0.9704985687352792,-0.21247021493263546,-0.09521327836772513,-0.6818040732912,0.07573626492084021,0.2544064407318361,-0.0032304770691135953,-0.10981819784942651,1.1023049681237251,-1.2827967977153436,0.5400794101843269,-0.8217289815526062,-0.688271828113785,-0.05293452343925669,0.30434412592331833
CHEMBL2442034,13.11737584,0.8173696456962993,2.0031282795837586,-0.5066254380140545,-0.09568580258749526,1.3599259146296998,-0.6375531685386652,-0.05802327164734346,0.4413459679673735,0.565054856125176,0.10505881653208388,-0.25494448483567544,-0.6143726569494368,-0.39771459764592826,1.3336752318463996,-0.8341765741496802
CHEMBL3682574,16.9390762,-0.9756101237553647,0.04580691084525954,-0.9762729708640919,1.3092130591692122,-1.0041349246059506,0.31986048844167164,0.41920642824049276,-0.32086223646880396,0.1810646223366602,0.5700056554303834,-0.30701840517869944,-0.5252070540838418,-0.765691067364158,-0.9260521732266289,-0.04672427688812426
CHEMBL5291176,16.53361109,2.175419869748073,-0.6123475755282867,0.25175586686798346,-0.41120040352934567,0.23301876890587866,1.474316303942821,0.09729858031889711,-1.1430771948014238,1.3030261310514903,0.018501682507462158,1.2641906209201066,0.4719953887716912,1.5967015564632154,-0.5206972815498179,1.5092138140035722
CHEMBL3353608,17.95067711,-0.989940975507015,-2.5394937444476526,-1.1453169857005296,1.1832922747881065,-0.07025417705831616,0.4563139498137325,0.68641327204468,1.7157771237933053,-0.9243668819436466,1.9445889415794348,0.6999426163758528,0.09514013941545789,0.5407284918750191,-0.36580325126025015,-0.14652082068762692
CHEMBL3353570,11.04454816,-0.23297394131753785,-1.4398043566985976,-1.0504554930379038,-0.22147161040986063,0.6327745113535491,0.8423538099767804,0.6452395724624597,0.2860954870718983,-0.5863460207849578,1.139838417823217,1.2548193355547086,-0.4043938856743135,-0.06646202537381697,-0.5239351353001556,-0.03242907977791971
CHEMBL3687359,15.67984072,-0.6209286152261989,0.37488518389507347,-0.6482219967798809,0.6964365885167805,-1.6386045242060259,0.356698857037947,0.060580436410892065,-0.2700685723651843,0.5706779394817513,0.2053327219854515,-0.3002672292024703,0.04763602356893787,-0.6874609803569659,-1.4917969215513924,0.04545141513321884
CHEMBL2443063,17.91386314,-0.24092205909195422,-0.6552425455549343,1.424334799169251,2.0584764594901954,0.8441712500188701,-0.6548594168193435,0.7201071650914889,2.526623830564445,-0.17648854561529365,-2.763248274274401,-1.1345306188530755,-2.004342378100234,0.23923033844829164,0.7495673610336298,0.2927728594908775
CHEMBL3897132,11.51292546,-0.3552342464507299,-0.6779120573087606,1.5934600143605258,0.6450805456332354,0.11378576376597328,0.607269398581502,-1.7434891001729458,-0.03882508154067555,-1.0567524611702617,-0.1627625718429479,0.11580618014440852,0.2472839344604802,-0.03327618436566279,-1.8645994783067077,0.7919147502472222
CHEMBL5282352,16.61239197,2.2593548137041664,-0.3158671307532656,0.5098402217235066,-0.880658170760145,-1.4508517628141047,0.6272614202999314,-0.4530569287300385,-0.49789616292753563,0.5539414015961818,0.9075814224448218,-0.06429722308620178,-0.7789762140852994,-1.39355220921216,0.5429936685467257,-0.48647539788138777
CHEMBL4751372,13.0270532,0.32762165083596206,0.22569033690303955,-1.936669726267646,-0.5785623789164571,0.9247853061362996,1.5873004237197548,-0.6301612367114411,0.28947271288718723,-1.949936661524151,0.3017455186975377,-0.8020467936525495,0.4564113575894819,1.2254811235728684,1.16246049433326,0.9334431013987647
