Molecule ChEMBL ID,PMI1,LabuteASA,GETAWAY_1,GETAWAY_8,GETAWAY_14,GETAWAY_18,GETAWAY_29,GETAWAY_33,GETAWAY_48,GETAWAY_84,GETAWAY_95,GETAWAY_97,GETAWAY_98,GETAWAY_135,GETAWAY_139,GETAWAY_145,GETAWAY_156,GETAWAY_161,GETAWAY_162,GETAWAY_174,GETAWAY_177,GETAWAY_186,GETAWAY_189,GETAWAY_193,GETAWAY_199,GETAWAY_202,GETAWAY_203,GETAWAY_214,GETAWAY_217,GETAWAY_247,GETAWAY_249,GETAWAY_251,GETAWAY_270,WHIM_9,WHIM_10,WHIM_11,WHIM_32,WHIM_41,WHIM_75,WHIM_77,MORSE_9,MORSE_10,MORSE_11,MORSE_25,MORSE_30,MORSE_43,MORSE_60,MORSE_62,MORSE_73,MORSE_74,MORSE_84,MORSE_89,MORSE_195,MORSE_196,MORSE_199,MORSE_201,MORSE_203,MORSE_205,MORSE_217,MORSE_218,RDF_0,RDF_16,RDF_19,RDF_20,RDF_25,RDF_33,RDF_35,RDF_38,RDF_40,RDF_44,RDF_56,RDF_65,RDF_67,RDF_72,RDF_80,RDF_183,RDF_191,RDF_194,RDF_195,RDF_196,AUTOCORR3D_8,AUTOCORR3D_15,AUTOCORR3D_17,AUTOCORR3D_26,AUTOCORR3D_63,AUTOCORR3D_65,AUTOCORR3D_67,HOMO,LUMO,Hardness,BalabanJ,PEOE_VSA13,GGI7,JGI6,JGI9,aliphaticRings,HAcceptors,rotatableBonds,ringCount,molLogP,PMI1_is_imputed,LabuteASA_is_imputed,GETAWAY_1_is_imputed,GETAWAY_8_is_imputed,GETAWAY_14_is_imputed,GETAWAY_18_is_imputed,GETAWAY_29_is_imputed,GETAWAY_33_is_imputed,GETAWAY_48_is_imputed,GETAWAY_84_is_imputed,GETAWAY_95_is_imputed,GETAWAY_97_is_imputed,GETAWAY_98_is_imputed,GETAWAY_135_is_imputed,GETAWAY_139_is_imputed,GETAWAY_145_is_imputed,GETAWAY_156_is_imputed,GETAWAY_161_is_imputed,GETAWAY_162_is_imputed,GETAWAY_174_is_imputed,GETAWAY_177_is_imputed,GETAWAY_186_is_imputed,GETAWAY_189_is_imputed,GETAWAY_193_is_imputed,GETAWAY_199_is_imputed,GETAWAY_202_is_imputed,GETAWAY_203_is_imputed,GETAWAY_214_is_imputed,GETAWAY_217_is_imputed,GETAWAY_247_is_imputed,GETAWAY_249_is_imputed,GETAWAY_251_is_imputed,GETAWAY_270_is_imputed,WHIM_9_is_imputed,WHIM_10_is_imputed,WHIM_11_is_imputed,WHIM_32_is_imputed,WHIM_41_is_imputed,WHIM_75_is_imputed,WHIM_77_is_imputed,MORSE_9_is_imputed,MORSE_10_is_imputed,MORSE_11_is_imputed,MORSE_25_is_imputed,MORSE_30_is_imputed,MORSE_43_is_imputed,MORSE_60_is_imputed,MORSE_62_is_imputed,MORSE_73_is_imputed,MORSE_74_is_imputed,MORSE_84_is_imputed,MORSE_89_is_imputed,MORSE_195_is_imputed,MORSE_196_is_imputed,MORSE_199_is_imputed,MORSE_201_is_imputed,MORSE_203_is_imputed,MORSE_205_is_imputed,MORSE_217_is_imputed,MORSE_218_is_imputed,RDF_0_is_imputed,RDF_16_is_imputed,RDF_19_is_imputed,RDF_20_is_imputed,RDF_25_is_imputed,RDF_33_is_imputed,RDF_35_is_imputed,RDF_38_is_imputed,RDF_40_is_imputed,RDF_44_is_imputed,RDF_56_is_imputed,RDF_65_is_imputed,RDF_67_is_imputed,RDF_72_is_imputed,RDF_80_is_imputed,RDF_183_is_imputed,RDF_191_is_imputed,RDF_194_is_imputed,RDF_195_is_imputed,RDF_196_is_imputed,AUTOCORR3D_8_is_imputed,AUTOCORR3D_15_is_imputed,AUTOCORR3D_17_is_imputed,AUTOCORR3D_26_is_imputed,AUTOCORR3D_63_is_imputed,AUTOCORR3D_65_is_imputed,AUTOCORR3D_67_is_imputed,HOMO_is_imputed,LUMO_is_imputed,Hardness_is_imputed,BalabanJ_is_imputed,PEOE_VSA13_is_imputed,GGI7_is_imputed,JGI6_is_imputed,JGI9_is_imputed,aliphaticRings_is_imputed,HAcceptors_is_imputed,rotatableBonds_is_imputed,ringCount_is_imputed,molLogP_is_imputed
CHEMBL5268431,-0.364713278,0.209710495,0.167652178,-0.173990171,-0.462063792,0.142576187,-0.545893798,-0.281681861,0.003729034,-0.12914067,-0.759194226,-0.023886515,0.046396948,-0.275441471,-0.397563536,0.728396817,-0.476817712,-0.277579327,-0.55007164,-0.88107119,0.460019988,0.48063666,0.719938191,-0.786719841,-0.140826372,-0.832496678,0.883520834,-0.542380397,0.952553786,-1.064866123,0.00468424,-0.421628195,-0.927586568,1.130649415,0.304168362,-0.132230104,-0.308139665,0.560536574,-0.127531712,-0.551029088,-0.740154293,-0.23248354,0.153319865,-0.074446139,0.096586488,1.337536491,0.893989081,-0.495030996,-0.727082036,-0.163788961,-1.159021758,-0.109352563,-0.088724253,-0.747236113,-1.602844766,-0.937671004,1.140667729,-1.33389544,1.209056388,0.649021652,0.164114779,0.236395584,0.081623172,-0.228009068,-0.513316718,0.183286785,0.264727943,0.136360055,0.317603859,-0.292637012,-0.543809571,0.767767812,-0.167169191,0.403225549,0.111983076,-0.322137642,1.096325249,-0.110889497,-0.434431758,0.522555521,0.845787624,-0.612889158,0.307530631,0.326942399,-0.264372974,-0.1301131,0.525518101,-0.350482819,-0.71573647,-0.080877673,-0.244349027,-0.025676208,0.511477432,-0.826822348,-0.395359328,-0.629914857,-0.774489364,0.265030924,0.26576665,0.741576692,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
CHEMBL3687401,0.321255763,0.148152,0.221730858,0.530747327,-0.381587169,-0.328858539,-0.859677863,-0.622563147,0.046204303,0.048408663,0.176943455,-0.066107546,-0.346747506,0.172636584,-0.997865583,0.340787771,-0.442863141,-1.139987308,-0.55007164,-0.33886034,-0.835496166,-0.056352293,0.533277824,-0.353261731,0.601919173,-0.456240923,0.727548373,-0.235531972,-0.904840895,-0.864572064,-0.681960741,-1.157929501,-1.062160726,-0.92304676,0.476932973,-0.879451904,0.463721002,-0.622014779,1.06389663,-0.824255639,1.49464027,-0.209547518,-1.288646926,0.882293515,1.616533533,0.050537849,-0.388008434,0.634412178,0.427290609,0.188330203,-0.472923713,0.949807825,-1.34784563,0.447234706,-0.617517108,-0.562677965,0.358326352,0.21935622,1.269031778,-0.723754042,0.877358039,-0.107263768,-1.008610476,-1.006209329,-0.735574412,-0.05318576,0.360795701,-0.059876314,0.261300126,0.895179299,-0.543809571,0.927963174,0.502352868,0.343821894,-0.907937422,-0.610546962,0.343972269,1.798298826,-0.099515098,-0.382454479,0.981601293,-0.941593377,-0.348882661,0.220871959,-1.032609669,-0.515317815,0.04334798,-0.172144206,0.02393272,0.233499395,-0.609776284,-1.381074899,0.286493275,-1.166154493,-1.121586983,0.857320942,-1.258730324,0.265030924,0.26576665,0.286682663,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
CHEMBL3235973,0.825886045,-0.060579473,0.708438982,-0.287798711,-0.109978566,-0.713450025,-0.925423095,-0.629124425,-0.513053404,-0.101398587,0.320964637,-0.361654756,-0.775632364,0.847589605,-0.824477371,-0.283693472,0.745546858,-0.708783317,0.010500004,0.072472029,-0.737721362,-0.791179282,0.159957089,-0.353261731,-0.512199145,-0.977623897,0.048313459,-0.849228822,0.333422226,-0.700695106,-0.417866517,-0.605703521,-0.957491937,-0.156985489,0.563315278,-0.799319418,0.179351282,-1.255524432,0.977561243,-0.437451306,0.389950312,0.35575795,-0.526788882,1.00750441,1.215602619,0.374636047,0.918361657,1.183752243,0.115525734,0.031304089,0.413657528,1.280472532,-0.775410819,0.093296111,-0.823762969,-0.641062033,0.860647653,0.208392617,0.626699921,0.423959375,0.239396788,0.67489123,-0.848402581,-0.094904535,-0.735574412,-0.096919124,0.192418877,-0.097322385,0.269574796,0.198713345,-0.543809571,0.438377348,-0.036196711,0.261866851,-0.525789995,-0.576873782,-0.038583336,0.143675191,-0.066622482,0.753433855,1.3890423,-0.36003976,0.378221293,0.680510532,-0.781317292,-0.014378948,0.522757585,-0.124476651,0.089921665,0.221682972,-0.319142303,-0.025676208,0.286493275,-1.166154493,-1.121586983,-0.629914857,-0.290248404,0.265030924,0.26576665,-0.065295571,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
CHEMBL2442031,-0.2264727,-0.749272411,1.438501167,-0.020786367,-0.049621098,0.601604736,-0.937376774,-0.770420786,-0.686494085,-1.04462942,-0.25512009,-0.403875786,-0.489709125,0.104574095,-0.62486237,0.836065997,-0.442863141,0.297359327,0.71121456,0.072472029,-0.713277661,-0.56507867,-0.026703278,-0.353261731,0.601919173,0.710151916,0.078501677,-0.695804609,-0.657188271,0.592112005,1.219517668,0.130597785,-1.099542437,-1.33052616,1.192672074,-0.94391222,0.098102791,-1.621552232,-1.203846205,-1.080205569,0.312012063,0.331472751,-0.894660724,0.988241195,0.97624088,-1.167570354,-0.417255525,0.304808139,0.809272798,0.480969778,-0.365999342,1.239139444,0.131311809,1.814454416,0.321285803,0.176633239,-1.182725132,0.216447509,-0.033029378,-0.611743881,0.161963864,-0.155170761,-0.953263064,-1.312942794,-0.735574412,-0.128313431,-1.090757139,-0.241892657,-1.21662788,-0.214994385,-0.543809571,-0.634905865,-0.703789867,-0.088321362,-1.269059364,-0.378676235,-0.143346188,0.157537717,-0.370869993,1.014370268,0.422368539,-0.827811148,-0.510461317,-0.185731395,-0.251808355,-0.66732685,-0.322880471,-0.280750283,1.211906117,1.234282702,0.706753167,-1.381074899,0.342547784,0.407580127,0.937440512,0.857320942,-1.742971284,-1.503644835,-0.787635709,0.086594485,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
CHEMBL3353593,0.655699452,0.289345279,0.41100624,0.294375744,-0.361468013,0.142576187,0.535914121,0.263361985,0.209026167,-0.439852003,-0.471151863,-0.234991666,-0.489709125,0.047855354,0.673363659,-0.348294979,-0.748454283,-0.42131399,-0.830357463,-0.133194155,-0.68883396,0.216852613,0.025561625,-0.642233804,-0.140826372,0.758527656,0.707422894,0.378164879,-0.781014583,0.337192293,0.374416153,-0.145515205,-1.032255358,-0.156985489,1.587562613,-0.349868844,0.612676569,-0.058895087,0.476815998,-0.164064786,0.181550212,0.989871483,-1.37947948,-0.437236679,0.425708879,-1.533942231,-0.826714807,-0.213768883,0.868255342,0.999631789,0.190898423,0.706975932,1.672269862,1.911619672,2.034808817,1.273705187,-3.390889418,0.436614555,-2.880715872,-0.686243662,0.113353196,0.156591332,0.629578325,-0.135099468,-0.343166106,0.753226229,-0.714543401,0.225353722,-0.605201725,0.382307531,-0.447185146,-0.258202485,0.503317319,-0.139841198,0.035627364,0.001194736,1.711818961,1.211951433,1.65792452,-0.153465847,0.989590333,-0.2589,0.711477271,0.220871959,-0.083083474,0.059898195,0.401294883,-0.583404281,1.045692582,1.493240494,-0.389296279,-1.381074899,1.550081936,0.213141873,-0.782509086,0.857320942,-1.742971284,-1.061475895,0.26576665,1.557529761,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0
CHEMBL275628,1.027356275,-0.189703924,-0.454252646,-0.049968044,-0.009382787,-0.11795353,0.048801716,0.337672274,-0.162632436,-0.389916253,0.464985818,-0.234991666,-0.704151554,1.46015201,0.923975194,0.060847903,-0.340999426,-0.565048654,-0.690214552,-0.002315674,-0.517728053,-0.075194011,0.219688407,-0.208775695,0.601919173,1.043407013,0.868426725,-0.46566829,-0.285709335,0.50106925,0.321597308,0.130597785,1.16578923,-1.786903088,0.365870009,-0.78814448,0.057478545,-1.283680416,2.963275146,-0.685242833,-0.685936381,1.274547984,0.449661071,-0.007024888,0.246187575,0.59696428,0.299298219,-0.10829559,0.216638666,0.400077537,0.836899829,0.7741422,0.480358859,2.16043179,-0.292466985,1.235428142,-1.114759094,-0.307791707,0.347883028,-2.747230624,-0.571497992,-0.78162803,-0.638996986,-0.91626493,-0.688900296,0.364155483,-0.427166515,0.44220913,-0.777170952,-0.108546178,-0.543809571,-0.289830141,-0.458047688,0.102540381,-0.703953323,0.052108879,0.953765903,0.271997224,2.139847286,-0.131675216,0.622094523,0.234156328,1.04473325,0.821937785,0.602585726,0.593657195,0.752800582,-0.114703303,0.575357583,0.562653264,-0.17270229,-0.022154289,1.049549645,0.969566203,1.186235526,0.857320942,-1.742971284,-1.503644835,0.26576665,1.48558184,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
CHEMBL3687330,2.641341435,0.946121903,-0.075701884,1.795773022,-0.522421259,1.259132116,1.779096702,1.587977223,1.398333696,-0.334432087,-1.407289544,-0.192770636,0.153618162,0.461902165,0.558257199,-0.542099503,-0.001453713,-1.283721971,-1.110643285,0.016381252,0.7533444,1.281409661,-0.064035352,-1.075691914,-0.512199145,1.365911946,0.682266045,-0.619092503,0.457248538,-0.045187275,0.163140774,-1.157929501,0.440584043,-0.776354176,0.032681117,-0.164392122,-0.145642683,0.124118813,1.248078789,0.244975197,-0.084456419,1.208438275,0.064758125,-0.694079539,-0.310328469,-0.47710028,-2.503548058,0.832174601,-0.319821614,1.896583982,-0.045226229,0.009480066,1.380495694,0.561953014,1.922027847,0.398518099,-1.163067263,-0.80697126,-1.628100076,-0.447114993,-0.173578803,0.613785371,1.210805,1.971016185,-0.390334127,0.832414856,0.615530209,0.198335671,0.755082061,0.95014167,-0.425023581,0.511918076,1.096840619,1.83056337,1.639097311,1.262909691,1.74043412,1.86697453,0.512857211,1.234855239,-0.32860116,0.044519279,0.761970601,-0.221088208,0.850288212,-0.390946786,1.162277117,-0.726307013,-1.323014045,-0.051023016,0.997080324,0.918762981,0.93692988,0.7094711,2.146002106,-0.629914857,-0.290248404,0.707199864,-0.787635709,1.574061484,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
CHEMBL5281532,2.511342015,1.576422467,-0.616488687,0.580356178,-0.673314928,-1.817599777,1.163482251,0.860743468,1.416031725,-0.051462837,-0.903215408,-1.712727719,-1.418959651,0.325777186,-0.754539268,-1.188114581,-0.850317997,0.00989,-0.55007164,0.053775103,-0.566615455,0.169748319,1.093258926,-0.642233804,-0.883571917,1.274535548,-0.530294061,0.378164879,-1.152493519,0.28256664,-1.051692654,-0.145515205,-0.333217368,-2.487767655,-0.078381847,-0.474155965,-0.253974005,-0.776872694,3.032343456,0.113160983,0.781335864,0.572975565,-1.760976206,-1.159607223,-0.866844513,-2.373153024,0.489404314,-0.508215157,0.896342267,1.568256654,0.034967049,-0.941180965,1.387728306,-0.55348111,-0.009995313,0.860892598,-2.091797028,-1.021768378,-1.755833924,1.821741989,1.329910457,3.064374748,1.501891392,1.154433057,-0.452813235,0.762129092,-0.425513736,1.455860036,0.643733785,1.472780847,-0.508351066,0.071187978,1.705216468,1.116986132,0.967757237,0.818339159,1.089515759,1.594744488,2.010592167,2.85169253,1.245239592,0.044519279,-0.126712008,0.627475312,-0.930297773,-0.551592698,-0.230863273,-0.150858694,-1.138562187,-0.639134677,-1.050612211,0.918762981,1.525310695,0.695430735,0.294940579,2.344556742,0.193992556,1.591537744,2.372571369,1.802633898,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMBL2443076,-0.055873165,-0.258877298,1.249225785,-0.992536209,-0.120038144,-1.14766622,-0.925423095,-0.637974521,-1.033375448,0.974994245,1.185091727,0.102776575,-0.847113173,-0.644113289,-0.336367696,0.534592294,-0.374953998,-0.277579327,0.010500004,0.670773657,-0.053297733,-0.791179282,1.810034737,1.525056743,1.344664717,-1.773136064,-0.796956657,-0.849228822,1.076380098,-0.57323525,-1.421424566,-0.421628195,-0.292097486,-0.92304676,0.267147374,-1.077330083,0.003312884,-1.903112077,-1.07722097,-1.124196964,-0.948554392,0.285600708,-0.44617499,-0.206078104,0.015801901,-0.012089822,-0.271020067,-1.013608017,-1.712933127,0.878293428,-0.749145004,0.334978137,-0.784525087,0.146147104,0.41869699,-1.276521973,0.249371566,1.020146725,-0.121847895,0.382281176,0.611505002,-0.725899486,-0.959570461,-1.410794393,-0.735574412,-0.227806834,0.195104643,-0.739830593,-0.215392816,-1.186106648,-0.543809571,0.854679581,0.975898432,-0.640005306,-1.284551827,-0.411375246,-0.384394474,-1.057456506,-0.910621286,-0.90121717,0.526226051,0.208871388,0.014669316,1.423003612,-0.696954851,0.642023706,-0.279632388,-0.126235454,-0.310494014,-0.067480709,1.081570368,-0.025676208,-0.664773451,-1.147925907,-0.882225285,-0.629914857,-1.258730324,0.265030924,-0.787635709,0.085895962,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CHEMBL357130,0.727476197,1.230948638,-0.724646048,1.391606797,-0.703493661,-0.167578238,0.042824876,0.340571444,1.1541009,0.325829496,-0.543162454,0.060555545,-0.239526291,-0.740535149,-0.565123574,-0.886640878,-0.816363426,-0.852517981,-1.110643285,0.278138214,-0.591059156,0.866891872,0.286886139,-0.353261731,-0.883571917,0.393022066,1.693571361,-1.30950146,-0.657188271,-0.919197717,-0.681960741,-0.881816511,0.881688229,0.201596383,0.847142853,0.067283432,1.425161482,0.194508774,0.194787067,0.587628167,0.230685195,-0.285101471,-0.78566166,-0.4661315,-1.228879144,-0.334622328,0.523525921,-1.228949323,1.042394281,1.192345655,-2.219355102,0.024979974,0.804473977,-1.150188968,-1.270525151,0.057532156,-0.286409938,0.466149158,0.14781245,0.26297733,1.120841564,1.14002903,1.404284416,1.263321789,1.044462762,0.779466247,0.814483438,1.223599599,1.463285879,0.734927565,0.059428237,1.673913006,0.801718536,0.866904078,1.168421523,1.406130992,0.682840023,0.428325306,1.207791824,1.191726717,-0.232732688,-0.853096087,-0.581151979,-0.751440408,-0.571308663,-1.078442196,-0.955038627,-0.325699688,-0.90873862,-0.252429057,-0.867656648,2.277683591,0.430140935,0.248030995,0.490575681,0.857320942,-0.290248404,1.149368804,1.319169009,1.450981642,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
