"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL3911625";"";"";"Small molecule";"";"458.90";"5";"5";"3.33";"85.99";"7";"1";"0";"4";"N";"0.51";"7.91";"None";"4.03";"3.92";"4";"MOL";"-1";"31";"7";"1";"0";"458.0616";"-2.02";"NEUTRAL";"C21H16ClFN4O3S";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cc(Cl)ccc4F)cs3)cccc2n(C)c1=O";"FYHWPNBNIBLVRG-UHFFFAOYSA-N";"InChI=1S/C21H16ClFN4O3S/c1-26-16-5-3-4-11(18(16)19(29)27(2)21(26)30)8-17(28)25-20-24-15(10-31-20)13-9-12(22)6-7-14(13)23/h3-7,9-10H,8H2,1-2H3,(H,24,25,28)";"False";"-1"
"CHEMBL5287269";"";"";"";"";"316.39";"1";"1";"2.26";"79.96";"8";"1";"0";"4";"N";"0.80";"4.62";"4.56";"3.08";"2.18";"3";"MOL";"-1";"22";"7";"1";"0";"316.1106";"-2.10";"ACID";"C14H16N6OS";"CCn1nnc(-c2sc(-c3cccc(N(C)C)c3)nc2O)n1";"XSUBYTGYGYRQGU-UHFFFAOYSA-N";"InChI=1S/C14H16N6OS/c1-4-20-17-12(16-18-20)11-13(21)15-14(22-11)9-6-5-7-10(8-9)19(2)3/h5-8,21H,4H2,1-3H3";"False";"-1"
"CHEMBL5279250";"";"";"";"";"308.33";"1";"1";"2.47";"62.66";"5";"1";"0";"2";"N";"0.93";"4.82";"None";"3.12";"1.54";"2";"MOL";"-1";"21";"5";"1";"0";"308.0631";"-1.90";"ACID";"C14H13FN2O3S";"O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCCOC1";"OEVVEYKGMZWMKX-UHFFFAOYSA-N";"InChI=1S/C14H13FN2O3S/c15-10-4-1-3-9(7-10)13-16-12(18)11(21-13)14(19)17-5-2-6-20-8-17/h1,3-4,7,18H,2,5-6,8H2";"False";"-1"
"CHEMBL5269673";"";"";"";"";"251.28";"7";"18";"3.25";"50.19";"4";"1";"0";"3";"N";"0.85";"5.76";"None";"4.13";"2.79";"2";"MOL";"-1";"17";"3";"1";"0";"251.0416";"-1.68";"ACID";"C12H10FNO2S";"CCC(=O)c1sc(-c2cccc(F)c2)nc1O";"ANUOYWLYYBOAMH-UHFFFAOYSA-N";"InChI=1S/C12H10FNO2S/c1-2-9(15)10-11(16)14-12(17-10)7-4-3-5-8(13)6-7/h3-6,16H,2H2,1H3";"False";"-1"
"CHEMBL5286892";"";"";"";"";"292.32";"8";"15";"2.00";"82.89";"6";"2";"0";"2";"N";"0.88";"4.61";"None";"2.76";"1.16";"2";"MOL";"-1";"20";"6";"2";"0";"292.0518";"-0.94";"ACID";"C13H12N2O4S";"O=C(c1sc(-c2ccccc2O)nc1O)N1CCCO1";"BKUQCBLRBYEPFS-UHFFFAOYSA-N";"InChI=1S/C13H12N2O4S/c16-9-5-2-1-4-8(9)12-14-11(17)10(20-12)13(18)15-6-3-7-19-15/h1-2,4-5,16-17H,3,6-7H2";"False";"-1"
"CHEMBL5286794";"";"";"";"";"228.33";"1";"1";"2.37";"46.53";"3";"1";"0";"3";"Y";"0.75";"13.00";"None";"2.86";"2.86";"0";"MOL";"-1";"16";"3";"1";"0";"228.1725";"1.15";"NEUTRAL";"C13H24O3";"CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@@H](C)O";"UJNOLBSYLSYIBM-WISYIIOYSA-N";"InChI=1S/C13H24O3/c1-8(2)11-6-5-9(3)7-12(11)16-13(15)10(4)14/h8-12,14H,5-7H2,1-4H3/t9-,10-,11+,12-/m1/s1";"False";"-1"
"CHEMBL5274340";"";"";"";"";"302.36";"1";"1";"2.23";"88.75";"8";"2";"0";"4";"N";"0.77";"4.61";"4.07";"2.60";"1.54";"3";"MOL";"-1";"21";"7";"2";"0";"302.0950";"-1.99";"ACID";"C13H14N6OS";"CCn1nnc(-c2sc(-c3cccc(NC)c3)nc2O)n1";"MRYJFNXETUCAMU-UHFFFAOYSA-N";"InChI=1S/C13H14N6OS/c1-3-19-17-11(16-18-19)10-12(20)15-13(21-10)8-5-4-6-9(7-8)14-2/h4-7,14,20H,3H2,1-2H3";"False";"-1"
"CHEMBL5281065";"";"";"";"";"344.31";"1";"1";"3.49";"68.29";"5";"1";"0";"4";"N";"0.86";"7.56";"None";"4.76";"4.55";"2";"MOL";"-1";"23";"5";"1";"0";"344.0442";"-1.51";"NEUTRAL";"C14H11F3N2O3S";"CCOC(=O)c1sc(-c2ccccc2)nc1NC(=O)C(F)(F)F";"OLADVADVPNPCQH-UHFFFAOYSA-N";"InChI=1S/C14H11F3N2O3S/c1-2-22-12(20)9-10(19-13(21)14(15,16)17)18-11(23-9)8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H,19,21)";"False";"-1"
"CHEMBL5280621";"";"";"";"";"303.35";"1";"1";"2.20";"85.95";"8";"1";"0";"4";"N";"0.79";"4.56";"None";"3.23";"1.78";"3";"MOL";"-1";"21";"7";"1";"0";"303.0790";"-1.66";"ACID";"C13H13N5O2S";"CCn1nnc(-c2sc(-c3ccccc3OC)nc2O)n1";"DNXFWWKPPLQSHD-UHFFFAOYSA-N";"InChI=1S/C13H13N5O2S/c1-3-18-16-11(15-17-18)10-12(19)14-13(21-10)8-6-4-5-7-9(8)20-2/h4-7,19H,3H2,1-2H3";"False";"-1"
"CHEMBL5290167";"";"";"";"";"303.35";"1";"1";"2.20";"85.95";"8";"1";"0";"4";"N";"0.79";"4.61";"None";"3.23";"1.78";"3";"MOL";"-1";"21";"7";"1";"0";"303.0790";"-1.92";"ACID";"C13H13N5O2S";"CCn1nnc(-c2sc(-c3cccc(OC)c3)nc2O)n1";"XXZBVYNLUSAAKJ-UHFFFAOYSA-N";"InChI=1S/C13H13N5O2S/c1-3-18-16-11(15-17-18)10-12(19)14-13(21-10)8-5-4-6-9(7-8)20-2/h4-7,19H,3H2,1-2H3";"False";"-1"
"CHEMBL5271941";"";"";"";"";"267.28";"1";"1";"2.83";"59.42";"5";"1";"0";"3";"N";"0.87";"6.38";"None";"4.23";"3.27";"2";"MOL";"-1";"18";"4";"1";"0";"267.0365";"-1.66";"ACID";"C12H10FNO3S";"CCOC(=O)c1sc(-c2ccc(F)cc2)nc1O";"FPLQXRZLRODTMM-UHFFFAOYSA-N";"InChI=1S/C12H10FNO3S/c1-2-17-12(16)9-10(15)14-11(18-9)7-3-5-8(13)6-4-7/h3-6,15H,2H2,1H3";"False";"-1"
"CHEMBL5290716";"";"";"";"";"289.32";"1";"2";"1.89";"96.95";"8";"2";"0";"3";"N";"0.76";"4.56";"None";"3.14";"1.68";"3";"MOL";"-1";"20";"7";"2";"0";"289.0633";"-1.50";"ACID";"C12H11N5O2S";"CCn1nnc(-c2sc(-c3ccccc3O)nc2O)n1";"FMWAGGMQECABRZ-UHFFFAOYSA-N";"InChI=1S/C12H11N5O2S/c1-2-17-15-10(14-16-17)9-11(19)13-12(20-9)7-5-3-4-6-8(7)18/h3-6,18-19H,2H2,1H3";"False";"-1"
"CHEMBL5282846";"";"";"";"";"274.31";"1";"1";"1.58";"89.61";"8";"1";"0";"3";"N";"0.78";"4.58";"3.95";"1.89";"0.75";"3";"MOL";"-1";"19";"7";"1";"0";"274.0637";"-2.23";"ACID";"C11H10N6OS";"CCn1nnc(-c2sc(-c3cccnc3)nc2O)n1";"DYEGAWKZUMZWSD-UHFFFAOYSA-N";"InChI=1S/C11H10N6OS/c1-2-17-15-9(14-16-17)8-10(18)13-11(19-8)7-4-3-5-12-6-7/h3-6,18H,2H2,1H3";"False";"-1"
"CHEMBL5281182";"";"";"";"";"340.81";"2";"2";"3.42";"43.18";"5";"0";"0";"3";"N";"0.73";"None";"2.24";"3.98";"3.98";"3";"MOL";"-1";"24";"5";"0";"0";"340.1091";"-2.02";"NEUTRAL";"C18H17ClN4O";"Clc1ccc(-c2nnc(N3CCOCC3)n2-c2ccccc2)cc1";"NPFQMRVODJKPRD-UHFFFAOYSA-N";"InChI=1S/C18H17ClN4O/c19-15-8-6-14(7-9-15)17-20-21-18(22-10-12-24-13-11-22)23(17)16-4-2-1-3-5-16/h1-9H,10-13H2";"False";"-1"
"CHEMBL3352829";"";"";"Small molecule";"";"471.84";"2";"2";"4.24";"100.46";"5";"1";"0";"6";"N";"0.58";"3.42";"4.20";"2.88";"0.43";"3";"MOL";"-1";"31";"7";"1";"0";"471.0267";"-1.87";"ACID";"C19H13ClF3N3O4S";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccccn2)c2ncc(C(F)(F)F)cc2Cl)cc1";"BAMDTQUHWHILQS-UHFFFAOYSA-N";"InChI=1S/C19H13ClF3N3O4S/c20-16-9-13(19(21,22)23)10-25-17(16)26(11-14-3-1-2-8-24-14)31(29,30)15-6-4-12(5-7-15)18(27)28/h1-10H,11H2,(H,27,28)";"False";"-1"
"CHEMBL3353573";"";"";"Small molecule";"";"456.87";"3";"3";"4.64";"70.50";"4";"1";"0";"6";"N";"0.59";"None";"None";"4.50";"4.50";"3";"MOL";"-1";"30";"5";"1";"0";"456.0522";"-1.50";"NEUTRAL";"C20H16ClF3N2O3S";"O=S(=O)(c1ccc(CO)cc1)N(Cc1ccccc1)c1ncc(C(F)(F)F)cc1Cl";"DVLWBPIAHOWKEP-UHFFFAOYSA-N";"InChI=1S/C20H16ClF3N2O3S/c21-18-10-16(20(22,23)24)11-25-19(18)26(12-14-4-2-1-3-5-14)30(28,29)17-8-6-15(13-27)7-9-17/h1-11,27H,12-13H2";"False";"-1"
"CHEMBL3353597";"";"";"Small molecule";"";"554.85";"16";"35";"5.75";"96.80";"5";"1";"2";"7";"N";"0.37";"3.52";"None";"6.36";"2.99";"3";"MOL";"-1";"36";"7";"1";"2";"554.0138";"-1.51";"ACID";"C21H13ClF6N2O5S";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1";"IJGQFZYYEHCCIZ-UHFFFAOYSA-N";"InChI=1S/C21H13ClF6N2O5S/c22-17-9-14(20(23,24)25)10-29-18(17)30(11-12-1-5-15(6-2-12)35-21(26,27)28)36(33,34)16-7-3-13(4-8-16)19(31)32/h1-10H,11H2,(H,31,32)";"False";"-1"
"CHEMBL4463790";"";"";"Unknown";"";"299.30";"3";"3";"3.26";"55.40";"3";"1";"0";"4";"N";"0.70";"13.06";"None";"4.37";"4.37";"2";"MOL";"-1";"22";"4";"1";"0";"299.0958";"-0.95";"NEUTRAL";"C17H14FNO3";"COC(=O)c1ccccc1NC(=O)/C=C/c1ccc(F)cc1";"BJWSFTOIVKJFMX-DHZHZOJOSA-N";"InChI=1S/C17H14FNO3/c1-22-17(21)14-4-2-3-5-15(14)19-16(20)11-8-12-6-9-13(18)10-7-12/h2-11H,1H3,(H,19,20)/b11-8+";"False";"-1"
"CHEMBL3235982";"";"";"Small molecule";"";"417.35";"4";"4";"4.71";"45.23";"2";"1";"0";"2";"N";"0.72";"12.06";"1.08";"4.27";"4.27";"2";"MOL";"-1";"29";"4";"1";"0";"417.1276";"-0.98";"NEUTRAL";"C19H17F6N3O";"C[C@H](NC(=O)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)nc1)C(F)(F)F";"LNASUHVWTPAEAO-MEDUHNTESA-N";"InChI=1S/C19H17F6N3O/c1-11(18(20,21)22)27-17(29)28-9-8-12-4-2-3-5-14(12)16(28)13-6-7-15(26-10-13)19(23,24)25/h2-7,10-11,16H,8-9H2,1H3,(H,27,29)/t11-,16+/m0/s1";"False";"-1"
"CHEMBL3943602";"";"";"Small molecule";"";"380.47";"1";"1";"3.63";"72.63";"4";"1";"0";"7";"N";"0.68";"None";"None";"3.36";"3.36";"3";"MOL";"-1";"27";"5";"2";"0";"380.1195";"-1.69";"NEUTRAL";"C21H20N2O3S";"COc1cccc(CN(C(=O)c2cccs2)[C@@H](C(N)=O)c2ccccc2)c1";"YVZVGTFAGGIFIS-LJQANCHMSA-N";"InChI=1S/C21H20N2O3S/c1-26-17-10-5-7-15(13-17)14-23(21(25)18-11-6-12-27-18)19(20(22)24)16-8-3-2-4-9-16/h2-13,19H,14H2,1H3,(H2,22,24)/t19-/m1/s1";"False";"-1"
"CHEMBL4087839";"";"";"Small molecule";"";"374.43";"1";"1";"3.65";"77.38";"6";"2";"0";"9";"N";"0.65";"9.91";"None";"3.65";"3.65";"2";"MOL";"-1";"27";"6";"2";"0";"374.1729";"1.14";"NEUTRAL";"C21H26O6";"C=CCc1cc(OC)c(OC(C)C(O)c2ccc(O)c(OC)c2)c(OC)c1";"ULZFTGWWPHYLGI-UHFFFAOYSA-N";"InChI=1S/C21H26O6/c1-6-7-14-10-18(25-4)21(19(11-14)26-5)27-13(2)20(23)15-8-9-16(22)17(12-15)24-3/h6,8-13,20,22-23H,1,7H2,2-5H3";"False";"-1"
"CHEMBL4092140";"";"";"Small molecule";"";"402.49";"2";"2";"4.69";"66.38";"6";"1";"0";"11";"N";"0.55";"9.91";"None";"4.65";"4.65";"2";"MOL";"-1";"29";"6";"1";"0";"402.2042";"1.03";"NEUTRAL";"C23H30O6";"C=CCc1cc(OC)c(O[C@H](C)[C@H](OCC)c2ccc(O)c(OC)c2)c(OC)c1";"CKFHKAAQJAGUBZ-QRQCRPRQSA-N";"InChI=1S/C23H30O6/c1-7-9-16-12-20(26-5)23(21(13-16)27-6)29-15(3)22(28-8-2)17-10-11-18(24)19(14-17)25-4/h7,10-15,22,24H,1,8-9H2,2-6H3/t15-,22+/m1/s1";"False";"-1"
"CHEMBL4097328";"";"";"Small molecule";"";"559.70";"5";"5";"2.68";"139.90";"7";"3";"1";"8";"N";"0.42";"10.71";"None";"3.86";"3.86";"1";"MOL";"-1";"40";"10";"3";"1";"559.3258";"1.22";"NEUTRAL";"C30H45N3O7";"CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)OC(=O)CCNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)OC1=O";"PAJNDRQBUAUEIG-JBXUNAHCSA-N";"InChI=1S/C30H45N3O7/c1-18(2)14-23-30(38)40-25(16-20(5)6)29(37)32-22(17-21-10-8-7-9-11-21)27(35)31-13-12-26(34)39-24(15-19(3)4)28(36)33-23/h7-11,18-20,22-25H,12-17H2,1-6H3,(H,31,35)(H,32,37)(H,33,36)/t22-,23-,24+,25-/m0/s1";"False";"-1"
"CHEMBL3682619";"";"";"Small molecule";"";"538.48";"1";"1";"5.54";"96.80";"5";"1";"2";"7";"N";"0.35";"3.52";"None";"6.76";"3.39";"4";"MOL";"-1";"36";"7";"1";"2";"516.0967";"-1.27";"ACID";"C25H18F3N2NaO5S";"Cc1cc2ccccc2nc1N(Cc1cccc(OC(F)(F)F)c1)S(=O)(=O)c1ccc(C(=O)[O-])cc1.[Na+]";"SBWNPLADQZSKCX-UHFFFAOYSA-M";"InChI=1S/C25H19F3N2O5S.Na/c1-16-13-19-6-2-3-8-22(19)29-23(16)30(15-17-5-4-7-20(14-17)35-25(26,27)28)36(33,34)21-11-9-18(10-12-21)24(31)32;/h2-14H,15H2,1H3,(H,31,32);/q;+1/p-1";"False";"-1"
"CHEMBL3687322";"";"";"Small molecule";"";"615.81";"1";"1";"6.64";"96.80";"5";"1";"2";"7";"N";"0.23";"3.52";"None";"7.44";"4.07";"4";"MOL";"-1";"37";"7";"1";"2";"613.9526";"-1.30";"ACID";"C24H15BrClF3N2O5S";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3c(Cl)cccc3c(Br)n2)cc1";"DIEPABRRDSIOFR-UHFFFAOYSA-N";"InChI=1S/C24H15BrClF3N2O5S/c25-22-18-2-1-3-20(26)19(18)12-21(30-22)31(13-14-4-8-16(9-5-14)36-24(27,28)29)37(34,35)17-10-6-15(7-11-17)23(32)33/h1-12H,13H2,(H,32,33)";"False";"-1"
"CHEMBL3899728";"";"";"Small molecule";"";"412.41";"2";"2";"4.57";"63.40";"2";"1";"0";"6";"N";"0.64";"None";"None";"4.48";"4.48";"3";"MOL";"-1";"30";"4";"2";"0";"412.1399";"-1.50";"NEUTRAL";"C23H19F3N2O2";"NC(=O)[C@@H](c1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccccc1";"SXFCYXUAGDJKPV-HXUWFJFHSA-N";"InChI=1S/C23H19F3N2O2/c24-23(25,26)19-13-7-8-16(14-19)15-28(22(30)18-11-5-2-6-12-18)20(21(27)29)17-9-3-1-4-10-17/h1-14,20H,15H2,(H2,27,29)/t20-/m1/s1";"False";"-1"
"CHEMBL2442022";"";"";"Small molecule";"";"352.48";"4";"5";"4.00";"55.56";"3";"1";"0";"6";"N";"0.85";"None";"10.01";"3.43";"0.96";"2";"MOL";"-1";"26";"4";"2";"0";"352.2151";"-0.98";"BASE";"C22H28N2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1)[C@@H]1CCC[C@H](N)C1";"FXOYOOYJFZTVMN-RBUKOAKNSA-N";"InChI=1S/C22H28N2O2/c1-2-24(19-12-8-11-18(23)15-19)22(25)20-13-6-7-14-21(20)26-16-17-9-4-3-5-10-17/h3-7,9-10,13-14,18-19H,2,8,11-12,15-16,23H2,1H3/t18-,19+/m0/s1";"False";"-1"
"CHEMBL2442017";"";"";"Small molecule";"";"386.92";"1";"2";"4.65";"55.56";"3";"1";"0";"6";"N";"0.79";"None";"10.01";"4.03";"1.56";"2";"MOL";"-1";"27";"4";"2";"0";"386.1761";"-1.33";"BASE";"C22H27ClN2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1Cl)[C@@H]1CCC[C@H](N)C1";"MEZSPRSWKZUORF-ZWKOTPCHSA-N";"InChI=1S/C22H27ClN2O2/c1-2-25(18-10-7-9-17(24)14-18)22(26)19-11-4-6-13-21(19)27-15-16-8-3-5-12-20(16)23/h3-6,8,11-13,17-18H,2,7,9-10,14-15,24H2,1H3/t17-,18+/m0/s1";"False";"-1"
"CHEMBL2442044";"";"";"Small molecule";"";"338.45";"1";"1";"3.48";"41.57";"3";"1";"0";"6";"N";"0.88";"None";"9.52";"3.30";"1.20";"2";"MOL";"-1";"25";"4";"1";"0";"338.1994";"-1.11";"BASE";"C21H26N2O2";"CCN(C(=O)c1ccccc1OCc1ccccc1)C1CCCNC1";"FBIZIOFDMLPDAK-UHFFFAOYSA-N";"InChI=1S/C21H26N2O2/c1-2-23(18-11-8-14-22-15-18)21(24)19-12-6-7-13-20(19)25-16-17-9-4-3-5-10-17/h3-7,9-10,12-13,18,22H,2,8,11,14-16H2,1H3";"False";"-1"
"CHEMBL2443088";"";"";"Small molecule";"";"370.88";"1";"1";"5.04";"41.57";"2";"1";"1";"1";"N";"0.76";"13.80";"None";"4.50";"4.50";"2";"MOL";"-1";"26";"4";"1";"1";"370.1448";"-1.17";"NEUTRAL";"C21H23ClN2O2";"Cc1ccc(NC(=O)N2CCC3(CCc4cccc(Cl)c4O3)CC2)cc1";"RPVLQGQDRMWKED-UHFFFAOYSA-N";"InChI=1S/C21H23ClN2O2/c1-15-5-7-17(8-6-15)23-20(25)24-13-11-21(12-14-24)10-9-16-3-2-4-18(22)19(16)26-21/h2-8H,9-14H2,1H3,(H,23,25)";"False";"-1"
"CHEMBL4237740";"";"";"Small molecule";"";"459.31";"4";"6";"5.46";"54.02";"2";"2";"1";"4";"N";"0.60";"10.29";"2.68";"4.74";"4.74";"2";"MOL";"-1";"31";"4";"2";"1";"459.0993";"-1.04";"NEUTRAL";"C18H14F9N3O";"C[C@H](NC(=O)N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1C(F)(F)F)C(F)(F)F";"ONZGGZVXEGIWTB-ZANVPECISA-N";"InChI=1S/C18H14F9N3O/c1-9(16(19,20)21)29-15(31)30-13(10-4-6-11(7-5-10)17(22,23)24)14-12(18(25,26)27)3-2-8-28-14/h2-9,13H,1H3,(H2,29,30,31)/t9-,13-/m0/s1";"False";"-1"
"CHEMBL4247395";"";"";"Small molecule";"";"442.33";"4";"6";"5.78";"41.99";"2";"1";"1";"4";"N";"0.52";"10.12";"2.68";"5.47";"5.47";"3";"MOL";"-1";"31";"3";"1";"1";"442.0916";"-1.03";"NEUTRAL";"C21H13F7N2O";"O=C(N[C@@H](c1ccc(C(F)(F)F)c(F)c1)c1ncccc1C(F)(F)F)c1ccccc1";"FLZVLAPGXOLSCM-KRWDZBQOSA-N";"InChI=1S/C21H13F7N2O/c22-16-11-13(8-9-14(16)20(23,24)25)17(30-19(31)12-5-2-1-3-6-12)18-15(21(26,27)28)7-4-10-29-18/h1-11,17H,(H,30,31)/t17-/m0/s1";"False";"-1"
"CHEMBL4248352";"";"";"Small molecule";"";"408.38";"3";"4";"4.56";"67.77";"4";"1";"0";"4";"N";"0.54";"None";"3.74";"3.78";"3.78";"4";"MOL";"-1";"30";"5";"1";"0";"408.1198";"-1.34";"NEUTRAL";"C22H15F3N4O";"O=C(N[C@@H](c1ccccn1)c1ncccc1C(F)(F)F)c1ccc2cccnc2c1";"DHIYEBSGCJDNQX-FQEVSTJZSA-N";"InChI=1S/C22H15F3N4O/c23-22(24,25)16-6-4-12-28-19(16)20(17-7-1-2-10-26-17)29-21(30)15-9-8-14-5-3-11-27-18(14)13-15/h1-13,20H,(H,29,30)/t20-/m0/s1";"False";"-1"
"CHEMBL242002";"";"";"Small molecule";"";"245.28";"5";"15";"1.78";"57.61";"2";"1";"0";"3";"Y";"0.83";"3.93";"None";"1.87";"-1.32";"1";"MOL";"-1";"18";"4";"1";"0";"245.1052";"-0.20";"ACID";"C14H15NO3";"O=C(O)[C@@H]1CCCN1C(=O)/C=C/c1ccccc1";"WSBOYOYQOJYXMU-BCPZQOPPSA-N";"InChI=1S/C14H15NO3/c16-13(9-8-11-5-2-1-3-6-11)15-10-4-7-12(15)14(17)18/h1-3,5-6,8-9,12H,4,7,10H2,(H,17,18)/b9-8+/t12-/m0/s1";"False";"-1"
"CHEMBL2443060";"";"";"Small molecule";"";"456.85";"5";"5";"5.12";"71.03";"4";"2";"1";"2";"N";"0.66";"13.58";"None";"4.12";"4.12";"2";"MOL";"-1";"31";"6";"2";"1";"456.1064";"-0.99";"NEUTRAL";"C21H20ClF3N2O4";"O=C(Nc1ccc(OC(F)(F)F)cc1)N1CCC2(CC1)C[C@H](O)c1cccc(Cl)c1O2";"UQEATFAWAKBMKD-KRWDZBQOSA-N";"InChI=1S/C21H20ClF3N2O4/c22-16-3-1-2-15-17(28)12-20(31-18(15)16)8-10-27(11-9-20)19(29)26-13-4-6-14(7-5-13)30-21(23,24)25/h1-7,17,28H,8-12H2,(H,26,29)/t17-/m0/s1";"False";"-1"
"CHEMBL169233";"";"2-(Diphenylboryloxy)Ethanamine|2-Aminoethoxydiphenyl Borate";"Small molecule";"";"225.10";"38";"78";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"225.1325";"None";"None";"C14H16BNO";"NCCOB(c1ccccc1)c1ccccc1";"BLZVCIGGICSWIG-UHFFFAOYSA-N";"InChI=1S/C14H16BNO/c16-11-12-17-15(13-7-3-1-4-8-13)14-9-5-2-6-10-14/h1-10H,11-12,16H2";"False";"-1"
"CHEMBL1288716";"";"";"Small molecule";"";"194.66";"5";"7";"2.32";"41.81";"1";"2";"0";"2";"Y";"0.76";"None";"9.73";"2.09";"-0.16";"2";"MOL";"-1";"13";"2";"3";"0";"194.0611";"-0.46";"BASE";"C10H11ClN2";"NCCc1c[nH]c2ccc(Cl)cc12";"FVQKQPVVCKOWLM-UHFFFAOYSA-N";"InChI=1S/C10H11ClN2/c11-8-1-2-10-9(5-8)7(3-4-12)6-13-10/h1-2,5-6,13H,3-4,12H2";"False";"-1"
"CHEMBL101896";"";"";"Small molecule";"";"418.27";"14";"42";"4.70";"59.81";"4";"1";"0";"3";"N";"0.63";"None";"0.29";"4.14";"4.14";"3";"MOL";"-1";"29";"5";"1";"0";"418.0665";"-1.80";"NEUTRAL";"C17H9F7N4O";"O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1)c1ccncc1F";"XZIQSOZOLJJMFN-UHFFFAOYSA-N";"InChI=1S/C17H9F7N4O/c18-12-8-25-6-5-11(12)15(29)26-9-1-3-10(4-2-9)28-14(17(22,23)24)7-13(27-28)16(19,20)21/h1-8H,(H,26,29)";"False";"-1"
"CHEMBL1081755";"";"";"Small molecule";"";"267.28";"5";"15";"3.04";"66.40";"2";"2";"0";"4";"N";"0.84";"3.55";"None";"3.88";"0.52";"2";"MOL";"-1";"20";"4";"2";"0";"267.0895";"-0.51";"ACID";"C16H13NO3";"O=C(/C=C/c1ccccc1)Nc1ccccc1C(=O)O";"GMEKUFJCKPYDAH-ZHACJKMWSA-N";"InChI=1S/C16H13NO3/c18-15(11-10-12-6-2-1-3-7-12)17-14-9-5-4-8-13(14)16(19)20/h1-11H,(H,17,18)(H,19,20)/b11-10+";"False";"-1"
"CHEMBL3972562";"";"";"Small molecule";"";"388.47";"1";"1";"3.82";"58.64";"3";"1";"0";"7";"N";"0.67";"None";"None";"3.67";"3.67";"3";"MOL";"-1";"29";"5";"1";"0";"388.1787";"-1.26";"NEUTRAL";"C24H24N2O3";"CNC(=O)[C@@H](c1ccccc1)N(Cc1cccc(OC)c1)C(=O)c1ccccc1";"SZGYJWHXTQSKSQ-JOCHJYFZSA-N";"InChI=1S/C24H24N2O3/c1-25-23(27)22(19-11-5-3-6-12-19)26(24(28)20-13-7-4-8-14-20)17-18-10-9-15-21(16-18)29-2/h3-16,22H,17H2,1-2H3,(H,25,27)/t22-/m1/s1";"False";"-1"
"CHEMBL3235963";"";"";"Small molecule";"";"421.42";"4";"4";"5.76";"56.13";"2";"1";"1";"2";"N";"0.57";"13.04";"None";"5.61";"5.61";"3";"MOL";"-1";"31";"4";"1";"1";"421.1402";"-1.53";"NEUTRAL";"C24H18F3N3O";"N#Cc1ccc(NC(=O)N2CCc3ccccc3[C@H]2c2ccc(C(F)(F)F)cc2)cc1";"JMAPYRQQGGOOPM-JOCHJYFZSA-N";"InChI=1S/C24H18F3N3O/c25-24(26,27)19-9-7-18(8-10-19)22-21-4-2-1-3-17(21)13-14-30(22)23(31)29-20-11-5-16(15-28)6-12-20/h1-12,22H,13-14H2,(H,29,31)/t22-/m1/s1";"False";"-1"
"CHEMBL3235965";"";"";"Small molecule";"";"397.40";"4";"4";"5.28";"45.23";"2";"1";"1";"2";"N";"0.64";"12.74";"4.33";"4.53";"4.53";"3";"MOL";"-1";"29";"4";"1";"1";"397.1402";"-1.52";"NEUTRAL";"C22H18F3N3O";"O=C(Nc1cccnc1)N1CCc2ccccc2[C@H]1c1ccc(C(F)(F)F)cc1";"OQFRFDAPIXJIKN-HXUWFJFHSA-N";"InChI=1S/C22H18F3N3O/c23-22(24,25)17-9-7-16(8-10-17)20-19-6-2-1-4-15(19)11-13-28(20)21(29)27-18-5-3-12-26-14-18/h1-10,12,14,20H,11,13H2,(H,27,29)/t20-/m1/s1";"False";"-1"
