Molecule ChEMBL ID,GETAWAY_167,WHIM_83,AUTOCORR3D_7,AUTOCORR3D_37,AUTOCORR3D_57,PEOE_VSA2,GGI7,molLogP
CHEMBL2443071,2.159505839150077,1.7195666296520624,-0.636054782,-0.740349892,-0.510607215,-0.147782915,-0.389480691,0.5590292162460482
CHEMBL3682617,1.0928307680727145,0.2741672139491323,0.6093938033457404,0.6530607571475348,0.5088681116294769,-0.835653652,0.9369298796012178,0.1512622389825557
CHEMBL1288717,-0.494173606,-2.046092367,-3.762740392,-3.997340426,-3.666126085,-0.835653652,-2.191396938,-1.7290233342369834
CHEMBL5274340,-1.62588984,-0.330601893,-0.148326665,-0.03082177,0.09969094,-0.835653652,-1.252643519,-1.8848716897787043
CHEMBL5266190,-1.014502909,-0.907512395,-0.226711541,-0.287277717,-0.136106075,-0.147782915,-1.728404569,-0.7930018363121066
CHEMBL4249999,0.2949925035270446,-0.704257006,1.0361559060996226,1.4651712579596785,1.4243153440205305,1.2823167353120504,0.092281639,0.2904857350835203
CHEMBL3682606,1.1015029231221236,0.3727342095402827,0.5745560806719542,0.6017695676225572,0.4256456359575628,-0.835653652,0.9369298796012178,1.2718491699145085
CHEMBL3353575,1.1491997758938763,-0.320857628,-0.000266343,0.4137018726976395,0.1551725900238422,-0.147782915,0.4238842814352652,-0.1167534688643905
CHEMBL3687326,-0.212328567,0.82959036,0.4090768979714693,0.3880562779351507,0.3285527476736631,-0.147782915,0.4864508177969663,1.071528151162925
CHEMBL2443069,1.88633295509368,1.3396651929059424,-0.514122753,-0.543733665,-0.323356645,-0.147782915,-0.16424116,0.6523209111470181
CHEMBL3687352,-0.212328567,0.071536457,0.2000505619287525,-0.03082177,-0.087559631,-0.835653652,0.8368234214224962,0.6646770158294097
CHEMBL5279560,-0.741330025,-1.146121979,-0.487994461,-0.424054223,-0.420449533,0.546264392,-1.459368463,-1.7621643939064626
CHEMBL4238921,0.1605741002611979,-0.146710109,0.5222994966612747,1.0120990838223776,0.8972396647650749,0.56726691,0.2674679405310109,0.2971605152511434
CHEMBL3942587,1.1795523185668089,0.8177223442623086,-1.977307105,-1.655042771,-1.925389302,1.8505685111663848,-0.060559472,-1.0606139528000815
CHEMBL3929233,1.3399871869808837,3.7097704405045593,-1.698605324,-1.355844166,-1.717333113,1.8505685111663848,-0.314145474,-0.6137917501837041
CHEMBL3353572,1.0754864579738954,0.041054395,1.0448653367680691,1.4993653843096637,1.237064773758723,-0.835653652,0.1986447505331394,0.1460465968050634
CHEMBL3687344,1.2879542566844266,0.8940524257657219,-0.000266343,-0.056467365,-0.101430043,-0.835653652,1.0495496450522808,1.087206123184554
CHEMBL5286610,-0.593903389,0.0146949074309829,0.374239175,0.4820901253976096,0.3632287792036273,0.56726691,0.1266293903127309,-0.269109206876542
CHEMBL3682600,-0.008532923,0.5147756214377963,0.43520519,0.4137018726976395,0.3632287792036273,-0.147782915,0.4864508177969663,0.2149054917436167
CHEMBL3577906,-0.307722272,-0.648165015,0.7574541247093323,0.8154828573099636,0.6753130629733042,-0.147782915,0.3991130405083882,0.042665117929779
CHEMBL4251427,0.490115992138757,-0.505748823,1.0187370447627293,1.4908168527221672,1.3896393124905655,1.2551376465010522,0.2674679405310113,-0.2580104445047963
CHEMBL3235960,-0.234008954,0.6007250421814103,0.3394014526238967,0.2769253672976994,0.2592006846137347,-0.835653652,0.5990705832480294,0.7170507560283902
CHEMBL3935604,-0.030213311,1.0919359758498564,-1.463450696,-1.236164724,-1.266544703,1.8505685111663848,-0.37671201,-1.5805482823688004
CHEMBL3353597,1.3573314970797024,0.5281427551871665,0.6355220953510802,1.3369432841472344,1.0151381719669532,-0.835653652,0.8243101141501548,0.8434835105988387
CHEMBL4092287,1.6435126137102147,0.9944933186114572,-0.801533965,-0.560830728,-0.531412834,0.56726691,0.6085194071067364,-0.7898972873969329
CHEMBL5270316,-1.586865142,-0.451405803,0.1042468245758402,-0.005176175,-0.045948393,0.6150150675064286,-0.589693608,-0.6238815341580186
CHEMBL5285498,-1.825349406,-1.349002588,-0.644764213,-0.595024855,-0.677052167,-0.835653652,-1.9536441,-1.8293778779199736
CHEMBL2442037,-1.773316476,-0.751604143,0.5048806353243817,0.0546635460227966,0.5366089368534482,-0.147782915,-0.958836172,-0.2108213009941554
CHEMBL5270507,-1.244315018,-0.613935158,0.3394014526238967,0.7214490098475048,0.9457861089070247,-0.835653652,-1.512358489,-1.809275923694224
CHEMBL3577886,-0.689297095,-0.156954081,0.6703598180248664,0.6188666307975497,0.4464512548755413,-0.147782915,0.1110515996267565,0.1640529805130718
CHEMBL3974529,0.3773779764964345,0.5155251803396301,0.6529409566879734,0.627415162,0.5366089368534482,-0.217985673,0.3365465041466867,1.1973399959503392
CHEMBL3682590,0.8153218064916115,-0.164324744,0.4787523433190419,0.926613768,0.682248269,-0.835653652,1.3874089414054709,1.2313968975497946
CHEMBL3687411,-0.077910164,0.9856235382730896,-0.122198373,-0.184695338,-0.184652519,0.546264392,0.8681066896033459,0.666927813792911
CHEMBL5279842,-1.261659328,-0.645916338,-0.252839833,0.088857672,-0.004337155,0.546264392,-1.4686896,-1.5375502798936436
CHEMBL4245611,-0.645936319,-0.486759998,0.4264957593083625,0.3709592147601582,0.3840343981216058,1.2823167353120504,0.1861314432607991,0.6341748227378268
CHEMBL5273671,-1.595537297,-1.022569686,-0.575088768,-0.40695716,-0.656246548,-0.835653652,-1.728404569,-1.0194786796740305
CHEMBL3905406,1.201232706190333,1.036968323048708,-1.550545002,-1.159227939,-1.419119241,1.8505685111663848,-0.514613764,-1.2142891241011802
CHEMBL4752955,-0.567886924,-1.182725438,1.7329103595753474,1.6104962949471149,1.965261435887972,1.2551376465010522,0.2614666605126453,-0.7320750638518221
CHEMBL3235971,-0.168967792,-0.137840329,0.3568203139607899,0.5077357201600984,0.460321667,-0.835653652,1.5500819359458944,1.557529761088794
CHEMBL1650511,-0.177639947,0.3267612635611404,-0.409609585,0.3367650884101731,0.2175894467777777,-0.835653652,1.5221185247964817,1.890259791072537
CHEMBL1173240,-0.927781358,1.1184203903813192,-0.757986812,-0.723252828,-0.871237943,-0.835653652,-0.376839697,0.4677710008845166
CHEMBL3896060,1.257601714011494,0.8033557986438268,-1.463450696,-1.236164724,-1.474600892,1.8505685111663848,-0.817997622,-1.028326644082275
CHEMBL5274341,0.7936414188680883,-0.043270981,2.124834739655443,2.2687332271843257,2.221864069209706,-0.180707615,2.370214309519788,3.484290431568477
CHEMBL5279438,-1.67792277,-1.181101394,-1.324099805,-1.338747103,-1.509276923,-0.835653652,-2.053750558,-1.2981119448108709
CHEMBL3235969,0.1649101777859027,-0.960481224,0.2348882846025388,0.4564445306351208,0.5920905873013909,-0.835653652,1.2122226395927065,0.5075713179770431
CHEMBL3577881,-0.606911622,-0.53323265,0.9490615994151568,0.8496769836599487,0.7446651260332325,-0.147782915,0.2864932750573251,-0.0652955705953868
CHEMBL3944840,-1.005830754,-1.308651334,1.637106622222435,1.3540403473222271,1.5144730259984367,0.5400878211187679,-0.326914155,-0.1425988385832128
CHEMBL2442015,-1.027511142,-1.050428292,0.2784354379447707,-0.116307086,0.2661358909197276,-0.147782915,-0.890012982,-0.0064643686528442
CHEMBL4648953,0.030491774520056,0.2278194885190727,0.7226164020355459,0.858225515,0.723859507,0.555205587,0.6775979707224115,0.8920697011213079
CHEMBL3687333,0.2429595732305878,-0.05963635,0.6268126646826336,0.5162842517475946,0.3008119224496918,-0.835653652,1.362637700478593,0.2102486683708573
CHEMBL5279250,-0.38143559,-0.926376294,-0.540251045,-0.364214502,-0.462060771,-0.147782915,-1.571988229,-1.6954942059531075
CHEMBL4758145,-0.871412351,-1.231946473,1.9680649876234049,1.516462447484656,1.7988164845441437,0.5400878211187679,-0.414251932,0.0286946478114975
CHEMBL4246499,-0.615583777,-0.608938099,0.5397183579981679,0.5846725044475647,0.4811272864055055,1.2823167353120504,-0.045364741,0.5456796559108007
CHEMBL256087,-2.254621081,-2.154528554,-3.21404626,-3.689593289,-2.896318185,-0.835653652,-2.291503397,-1.722891850129515
CHEMBL3218118,2.3112685525147434,0.1248800660005582,-0.418319016,-0.039370301,-0.233198963,-0.835653652,-0.664773451,-1.4286737494385011
CHEMBL3918948,0.620198318,2.3733069185348143,-0.287677556,-0.14195268,-0.101430043,1.8505685111663848,-0.154792337,0.1749189017161799
CHEMBL3976638,0.9974370625292102,2.7643268123248026,-2.203752303,-1.937144314,-2.140380697,1.8505685111663848,-0.433021893,-0.1710830748799314
CHEMBL3916922,-0.828051575,-1.124634623,0.8706767233991377,0.4991871885726021,0.7099890945032683,0.5400878211187679,-0.289374233,0.3252722056780429
CHEMBL3353576,1.0971668455974195,-0.263141592,-0.139617234,0.1828915198352405,-0.101430043,-0.147782915,0.6491238123373906,0.1488406908287208
CHEMBL3973096,-1.070871917,0.6589407835571724,-0.21800211,-0.278729186,-0.309486232,0.5400878211187679,-0.157729133,-0.8202442530427563
