Molecule ChEMBL ID,PMI2,GETAWAY_17,GETAWAY_78,GETAWAY_79,GETAWAY_94,GETAWAY_104,GETAWAY_117,GETAWAY_131,GETAWAY_140,GETAWAY_147,GETAWAY_172,GETAWAY_201,GETAWAY_202,GETAWAY_203,GETAWAY_239,GETAWAY_266,GETAWAY_268,GETAWAY_269,WHIM_8,WHIM_20,WHIM_31,WHIM_52,WHIM_53,WHIM_63,WHIM_66,WHIM_69,WHIM_75,WHIM_76,WHIM_83,WHIM_100,WHIM_106,MORSE_1,MORSE_9,MORSE_15,MORSE_21,MORSE_25,MORSE_33,MORSE_41,MORSE_49,MORSE_57,MORSE_61,MORSE_62,MORSE_72,MORSE_73,MORSE_81,MORSE_83,MORSE_88,MORSE_93,MORSE_105,MORSE_106,MORSE_120,MORSE_126,MORSE_127,MORSE_135,MORSE_137,MORSE_145,MORSE_153,MORSE_161,MORSE_172,MORSE_174,MORSE_177,MORSE_182,MORSE_184,MORSE_193,MORSE_205,MORSE_206,MORSE_207,MORSE_210,MORSE_211,MORSE_218,RDF_10,RDF_31,RDF_32,RDF_34,RDF_41,RDF_43,RDF_44,RDF_46,RDF_51,RDF_62,RDF_106,RDF_121,RDF_122,RDF_130,RDF_131,RDF_181,RDF_183,RDF_193,AUTOCORR3D_7,AUTOCORR3D_26,AUTOCORR3D_28,AUTOCORR3D_34,AUTOCORR3D_38,AUTOCORR3D_47,AUTOCORR3D_54,AUTOCORR3D_57,AUTOCORR3D_59,AUTOCORR3D_66,AUTOCORR3D_75,HOMO,Electronegativity,Variance,TPSA,Chi4n,Chi1v,Chi3v,Chi4v,PEOE_VSA2,PEOE_VSA7,PEOE_VSA8,PEOE_VSA12,GGI3,GGI5,GGI6,GGI7,GGI8,GGI9,JGI4,JGI5,JGI6,JGI7,JGI8,JGI10,Zagreb,qed,min_charge,max_abs_charge,molLogP,is_imputed
CHEMBL3980601,-1.013538416,-0.915546225,-1.822631683,-1.683503469,-0.025701851,-1.129644219,-0.874604902,-0.275105807,-0.775834151,1.1157299562558194,0.1765402813804978,0.2028022661305886,-0.617493389,-1.818324712,-1.420417543,-0.162781648,0.3291908089851468,-0.566194592,-1.524011243,-0.07898471,1.6754498328719436,-1.537846277,2.324865828598728,-1.562496324,-1.165362464,-1.697369065,-0.662811112,-0.06139081,-1.000457699,-0.06622859,-1.750038154,0.2847251773912062,-1.916005261,-0.116500501,-0.149717684,0.1791861857439352,-0.729284652,-0.696508361,0.9664632187814048,-0.282048474,-0.253950455,-0.86858224,-0.530265106,-1.53036811,0.4276857723326077,0.075595982,0.193155111981204,-0.868972527,-1.792926284,0.1732695267761407,-0.028174998,0.4655690629355804,1.0054765231489655,0.3596337315773198,-1.677554499,0.2803553285441703,-0.292332703,0.165815769,0.1500680636367721,-0.714184049,0.2595482694759448,-0.441157777,-0.019719596,-0.657924147,0.2940877169019551,0.8302269235647859,-1.187921323,-0.695813297,0.4455918173707932,-0.440863263,0.5897695207002513,-0.421635642,0.0272653602944075,-0.049539897,0.2545670216654358,-0.417700818,-1.163591941,-0.963904351,-1.014144336,1.13597445123382,-0.187120312,-0.266554624,0.8171388801661774,0.472927197756094,0.9293923648900414,-0.08989964,-0.701291772,-0.458112197,1.2016350888001075,0.9280082254162064,0.07005996,-0.277250398,1.154120165969344,1.0272181154274729,-0.319905274,0.8903044584590821,0.4385787798373546,-0.10630137,0.6002668985329687,-0.028362071,0.061663537,0.053719491,-1.010411937,-0.319890782,-0.559859429,-0.876651718,-0.89830858,-0.147782915,-0.504664634,-0.712662297,-0.677158865,-0.598441536,-0.289194928,-0.354311465,-0.652260144,-0.503484652,-0.852207492,-1.57582239,-1.136825726,-1.39921999,-1.707091893,-1.093636444,-1.231425321,-0.633462148,0.3081360098424935,-0.7375936215045975,0.3113260906799025,-0.3162207366643022,0
CHEMBL3687378,0.2622301331119935,-0.392002682,-0.282694735,-0.547731011,-0.762939159,-0.343234931,-0.349530696,1.246038024952686,-0.06995226,0.5959972526840533,1.103397599996131,0.4228921447695128,-0.18211173,0.7828934395998699,0.5983555734052896,-0.558206001,-0.621515775,-0.550255918,-0.452332104,-0.415245096,0.2221424916694228,-0.808807201,0.505866193,-0.320217271,0.04719697,0.000897055,-0.697345267,0.9425077784635194,0.1757251448416207,-0.199173643,0.1245818662371101,0.7947724946339537,2.004627505530958,0.3433143914162378,-0.337649319,-0.045551317,0.978779304,1.332769496070814,-0.923673125,0.6321668185909309,-1.332205921,-0.666425096,-0.479856428,2.306305935652551,-1.130882278,-0.041367067,0.3658729113774666,-0.952342491,1.7085735685938626,0.4998848889462027,0.4730740831321485,-0.36269379,0.1407049336521273,-2.082857808,2.464039106055944,-1.114559822,0.2091376910330082,0.5237222915755982,-0.588420435,0.3888837482234817,-0.617062058,-1.535274212,0.585695201,0.2586671297390316,-0.058985046,-0.039350063,-0.279474217,0.5486480202902635,-0.722823276,-1.992334237,1.457480992,1.5111750999942422,-0.455203517,0.1893481347999841,0.9508568936424858,0.2029031887165119,1.998068813111131,0.54995892,1.156402363619126,-0.752610592,1.1028562815967746,1.555621138088942,-0.669318145,1.6853170199520695,0.6307531314487477,1.3097916509067398,1.8309424252447168,0.8408016861833462,0.2435977152709854,0.097123112,1.0310954254425757,-1.030873673,0.5315689556151988,0.5375898022204824,-1.11469763,0.1690430026358279,1.223052500621647,-0.08528046,-0.393399217,-0.408363423,0.784433683,0.102943989,0.3983768481937678,1.095082390559729,1.2725720323220528,1.4326884909851352,1.2430975316212691,-0.835653652,1.3198948551252458,0.3863369948713179,-0.677158865,1.4514782737213834,1.0128617812316656,0.7992924753656763,1.8034125648063348,1.8159716435471984,1.4172189073109165,0.1669690438531663,-0.024080181,0.090478677,0.7495586901623279,0.4503037039167633,0.1867398764549751,1.197747462,-1.1659533661573602,-0.4720307413411193,0.014449497768709,1.2561711978928831,0
CHEMBL3897132,2.28875997865864,-0.963141092,0.537855609,0.8501427846132571,0.342916803053071,0.9364251514951356,-0.890761032,-0.433078791,0.012229416,-0.348183825,0.5218400667471061,0.080530111,0.6510260121274102,-0.852301724,-1.170745956,0.1269352042416245,2.5075365245523367,1.4022316694364203,1.4544216885707169,0.6816042592056913,-0.686174597,0.901630631092282,-0.395724931,1.7851188087955174,2.7277392386800896,1.583372302776899,0.4019919956070412,-0.741246183,2.588430323361128,0.6516746929541607,0.95774631977681,0.7422227810001358,1.0100676810347513,-1.650118407,-0.615072209,0.5162924396831705,0.9065381006183748,0.8559117637938999,-0.393364601,-1.058602003,-0.318461465,-0.736740624,-0.362999945,1.070481206511405,-0.379026469,-0.008312292,0.059691358,0.031423083,1.173899611,-1.571334481,-0.227787464,-1.03319229,0.3524125012052954,-0.699735502,0.940694331951778,-0.594756535,-0.533038492,0.8866776526395852,-0.248047135,0.7362940703963388,-0.473523525,0.6755565888379272,-0.378212949,0.3619332468980291,-0.014235646,1.1363593766628834,-0.666789558,0.2598751368942389,0.7250564850922119,-1.612020667,-0.780948463,-0.348869079,0.0542692153664053,-0.008050174,-0.22642174,-0.358172396,-0.691114206,1.242550907114243,1.028542506613747,0.0214707632275741,-0.354648246,-0.230645297,0.055821208,-0.793266906,-0.730185992,-0.118891716,0.2122219112151575,-0.384406574,-1.26313379,-0.769118815,0.0109193161544597,0.1749235676048733,-0.848544571,-0.701781866,0.09956847,-1.148646196,-0.30491497,-0.24726512,-0.699142638,-0.194089269,0.170907278,0.117796115,0.3282260041739891,0.0614253427760056,0.071304387,-0.048628968,-0.063680173,1.8505685111663848,-0.824669813,0.5843889574505767,0.8342303034377767,0.8847768927460331,0.276069212,-0.151325013,-0.289374233,-0.161357388,-0.121926378,0.3842285510584802,0.7037910520828068,1.0470586419099288,0.1738979747191127,0.100533796760526,0.5359842657744733,0.4975790818350131,-0.3515028276816816,1.9723431655971493,-0.9425321618807064,-0.7447261006811552,1
CHEMBL5280621,-0.933555185,0.2862241803721439,0.1219602287786754,0.5115952248472112,0.6378117263886508,0.075562914,0.4501977103310969,-0.754255652,-0.259263619,-0.140290744,-1.283411443,0.007166818,-0.59599306,-2.014548132,-1.402583858,-0.769621002,0.4234049749271092,-0.028264339,1.802369460956056,-1.383995257,-2.040392801,0.6212309864338961,-1.645298593,1.6151227278315785,-0.289391191,1.0352955095281806,-0.47287326,0.2308834625790931,-0.786083853,0.4123735985173161,-1.148308271,-0.31273559,-1.328079777,-0.681802339,-0.618055251,1.399189771428787,-0.823256949,-1.427589932,0.3510134183110656,2.0158440174547363,0.8657763759453371,0.2696503746376128,1.3967212050887643,-1.656759275,0.8988057211726852,-0.722803956,-1.165034856,0.6733718044353973,-1.37962946,-0.359140068,-1.602895561,-0.754070742,0.7973572194526313,1.1505747837649505,-1.585320733,0.9514937501520272,1.4628136757771644,-0.057615352,-0.310347605,-0.04978182,1.0336310734088816,0.507955276,-1.689640167,-0.679086868,0.2502333053215259,0.257879851,-0.500601869,-1.177273632,0.7422597121253144,-0.155888574,-1.045162247,-1.732251386,1.8473251921470617,-0.913608474,-1.884689135,-1.044365411,-1.010293279,-1.295974032,-0.523642657,1.192350124167988,-1.316122912,-1.922241689,0.288620827,-1.092116656,-1.756946222,-1.739153401,-1.462963674,-1.074060868,-0.157036095,-0.044304141,-0.728338734,0.6545020156196696,-0.466013104,-0.793587174,0.4638482999157461,0.1690430026358279,-0.193683622,-0.218825065,0.8104654999760265,0.127511833,-0.131438288,0.076659264,0.3264500334393109,-1.765634293,-1.508097724,-1.269184185,-1.215201512,-0.835653652,-1.144422588,-1.927215769,2.317483817487445,-1.186131857,-1.24875169,-1.204958971,-1.659453693,-1.458283426,-1.246802696,-1.35059704,0.4929876358720641,0.2600153802904733,-1.345325971,-0.3579427,-0.015644852,-1.549066953,1.496575015684506,-0.7273819372521322,0.2999103008417649,-1.910561832051766,0
CHEMBL3687341,-0.113332082,-0.344407814,0.4479322833187478,-0.449443009,-0.984110352,0.047643058,-0.365686825,1.0357561059922926,-0.759691322,0.6133216761364475,0.055382462,0.9201322409537462,0.4736482992337363,1.386657807547255,0.6946574711876408,3.3999526211385667,1.462615775014209,-0.741520008,-0.786361966,1.258050635826217,1.3286378537213426,-0.654587397,0.6324052981108081,-0.830205514,-0.586800396,-1.311399493,0.8336689311440815,-0.328249928,-0.039773039,1.0239208398559176,-0.014278876,0.8667361256837474,-1.355188733,-0.568201013,0.6736018615130048,-1.68292455,2.0437203547343983,0.4091396928593782,-2.290798769,-1.044482848,0.5524371805495328,-0.776293109,0.2991867898865707,-0.642821259,-1.669766055,0.6070150485691149,1.1156251769385148,1.298646533389759,-1.015498058,0.8464158219802931,1.085218978338358,-0.602374249,-0.490829505,-1.597228198,-1.124151905,-1.265894957,-1.405596977,0.7894674841762122,0.7381237197134997,1.3382584995990774,-0.940023758,-0.055109809,0.918581886,1.552127324697537,-0.447633581,0.856360182,0.7976682105315764,0.7904113645287959,0.056237148,-0.830554428,0.4194392731066498,1.2973722196944752,-0.165362139,1.589433007680734,2.2901543184267883,1.015829791312835,2.168584604130892,1.767364183537268,-0.020019989,-0.451217571,2.297513274839778,0.9950201584576872,-0.365734859,0.6688880565912579,0.9730654795496032,1.5362922423023575,2.76564889077602,0.9616326390975408,-0.08736065,-0.221088208,0.6910367223465367,-0.537592984,0.3365529138175148,0.1703685673152387,-0.573797277,-0.136106075,0.7137300102616962,0.5107241680424709,-0.756469529,-0.391634809,0.644511521,0.118920331,1.2965740472571377,0.6713296583112663,1.0726158031780966,1.2129029492370254,0.9423344411893227,-0.835653652,0.6305692691095791,0.3507822692437677,-0.677158865,1.6053971673196277,1.1309268036322964,1.3050096956516162,1.0495496450522808,1.656150327432169,2.1746774397711635,0.6506043870999932,0.1598670120361461,1.0360323412970305,-0.069986005,0.9996047720442226,0.6191376459859994,1.251606568309919,-1.1555378686519746,-0.4720307413411193,0.014449497768709,0.6880387464160926,0
CHEMBL3353599,0.3166996265260735,-0.308711664,1.527012188003124,0.085680553,-0.246873044,2.4952837978067373,-0.204125531,-0.090978355,-0.06408214,-1.171093939,3.102501620539653,0.6266790694351817,1.2852857127775177,0.033219349,-0.59293457,-0.037498685,0.4262599496526232,-0.382899839,-0.299235084,2.515023984845973,2.269984654272976,-1.005086953,0.7114922387878139,-0.110991325,0.022169219,-0.153490774,3.538844393842868,0.3579592332727405,0.232816548,1.1302768818278486,2.867081526,-1.121513291,0.096834725,-0.51951473,0.2470268798471107,-0.539973823,0.3847569237995148,0.3504726532417139,-1.398031667,-0.811516789,0.1699790449928894,1.9352494515895304,-1.029769287,-0.662482107,-0.240271963,0.5510761994125631,0.322693462,-0.76892857,0.2336109279245595,1.2765921526433015,0.3510886873483025,0.2804993412688435,-1.811310604,-0.695637361,-0.689760622,0.3494431072390971,-0.076700433,-0.837460488,-0.143200003,0.1599451488192486,-0.44447406,-0.47128835,0.2912185173926197,2.1543029288683075,-1.357165127,-1.352905261,0.6966789839503487,1.904692419064083,-0.576420303,-0.683117797,0.3950277182252394,0.4601479389030352,0.4071195883071773,1.4706332421003874,1.4259093099362474,1.9822912393299348,0.7826057668324077,0.3271106099748147,-0.163234195,-1.251318468,-0.112037442,-0.21076162,-1.374008883,0.4317716416616181,0.0126105854980293,0.4473597627236425,0.8138726837602605,2.100461226948767,1.2016350888001075,1.6881797122693305,1.504220577576194,0.5722885673885614,1.1766220169459998,0.9048110371257252,0.033335774,1.750270040402193,1.6328522055089636,1.582790583398089,0.9251192825813308,-1.00123988,1.299581913,0.145077363,0.3983768481937671,-0.528876205,0.3543927319129922,0.3975571804315585,0.307683313,-0.835653652,0.2221276012241392,-1.305621068,-0.677158865,1.290563066777766,1.047390231,0.5982241829628324,2.400986830465037,2.5266664322289234,1.3279963399092407,0.7211687867282933,0.650103634,0.432752936,2.058161708945218,1.635204658323792,0.4358950136005333,0.7130155065421291,-0.6876525364789557,-0.4720307413411193,0.014449497768709,1.0447358940249745,0
CHEMBL3687338,-0.296556658,-0.403901399,-0.282694735,-0.252867007,-0.099425582,-1.371616307,-0.543404249,1.7618041246913625,-0.589457851,0.5959972526840533,0.9943555625119388,-0.009136136,-0.488491416,-0.037219827,-0.31116235,-0.174526926,-0.56441628,-0.578148598,-0.368824639,1.594311022,1.460756702921571,-0.276047876,1.7396224675888867,-0.620979568,-0.391958188,-0.361914344,0.004849215,-0.302834774,-0.304117479,0.3060175565453851,-0.650723945,-0.572943069,-0.62155261,0.8409963926626315,-0.448021867,0.2626601152907934,0.5206643577435537,-0.285839084,-0.269301598,-1.051542426,0.5985164739900923,-1.132265471,0.1456694499731116,0.06777796,-0.943725038,0.6502405229173592,1.0528187044307828,1.5904414069017945,-0.6943864,-0.316653516,1.216076039,-0.541695652,0.8870638158734652,-0.611625488,-0.103629917,-0.969804476,-0.407670893,-0.761247075,0.677342773,0.4225041019821453,-0.702501661,-1.026820791,1.3886471513453518,-0.416589519,0.9451914806726148,-0.051411567,-0.29087255,0.1384768764325825,-0.685959218,0.6438118774983929,0.8575624422940705,0.8969517201655615,-0.572220222,-0.394600388,1.0813117022620162,1.0179846663362844,1.4391743369143226,0.6624844665767268,-0.624143855,-0.360149177,-0.021202117,0.5739016883164743,-0.301243072,1.065529448125631,1.2925687920590272,0.7715438818993344,0.8790501389108709,0.9298595050690114,0.7313258327039925,0.8926514120742016,1.474650255567843,-0.332059363,1.1166170810082507,1.5780499677853377,-0.375099187,0.3285527476736631,0.8659413292198426,0.4427153412321378,0.2371965869495051,3.672199132,-3.325774571,0.095368705,0.7429151707212883,1.047839611936065,1.093257748873797,1.3730245164884765,1.4360316262234691,-0.835653652,-0.116610902,1.6110928461983816,-0.677158865,1.395507766958386,0.6369472051919175,1.3054610273966285,1.5534017929773316,1.1110715052760685,0.4904614864964431,-0.006581541,0.050422256,0.9422853258734292,0.3675087707491921,-0.103254123,-0.002436373,0.874592825,-0.9237311925801868,-1.405175808795519,1.057625894060282,-0.1645479994134907,0
CHEMBL5093646,-0.415525424,1.7854625073099857,-0.810994272,-1.78179147,-0.173149313,-0.161755865,1.9123274228731648,-1.184235098,-1.654884574,-0.365508249,-1.022922131,-0.596042479,-0.311113703,0.2545996176459073,0.8801277928425368,-0.072734519,-0.581546128,-0.677765311,0.048712688,-1.680224645,-1.825699671,-0.135848054,-1.028420456,0.1113112423813512,0.3078832143152004,0.8037137659019623,-1.543432061,-0.792076492,0.092898886,-1.209556042,-1.264025556,1.1538791450561594,-1.516148159,-0.422142165,0.008383533,0.8437670863669993,-0.341296533,-1.19593034,0.9980871215723708,1.3240054180228338,-0.806901976,0.4849916801010533,0.4916562906735944,-1.693272279,1.3731525189774207,-1.495777145,-2.220968675,-1.127419415,-1.59165534,-0.360467772,-2.130759638,-0.368761649,1.1741249244201335,1.3493345818535518,-1.609122995,1.0238714230705217,0.8760933149168992,1.1714962336114132,0.2336418648879866,-2.113431153,1.0473014099021785,0.8676389923202593,-2.0243559,-0.122195506,0.4565280373478311,-1.229131258,-0.612533495,-0.888242454,-0.325042536,0.5583715686471366,-0.79911947,-1.139898856,-0.79005132,-1.06874396,-0.987866622,-0.556824937,-0.370776288,-0.708932109,-0.80672103,-0.884876594,-0.323603262,-0.880574437,-0.821896274,-0.454771897,-0.913365534,-1.129825628,-1.044309727,-0.69645471,-0.296386986,0.097123112,0.7353922053590636,-1.058278156,1.1091164640160325,0.3233774151924236,-1.346512067,-0.573024072,2.4524516152835982,-0.344950526,-0.030328906,-0.505137553,0.714031539,0.090005557,-0.093567045,-1.659915975,-0.913835041,-1.15989596,-1.142660018,-0.147782915,-0.734433288,-0.081032428,-0.677158865,-1.284080244,-1.374056549,-1.066738624,-1.074520421,-1.019798413,-0.54071247,-0.745736633,-0.998003875,-0.825482469,-0.484335574,-0.856879595,-0.090223978,-1.279771422,-0.1358271419945703,-0.5219099316422446,0.0702101675756167,-0.7195016407453689,0
CHEMBL5266721,1.8013049691664915,0.2148318790893895,0.5715768557304988,0.3259401114271212,-1.131557814,1.5273954442759508,0.5390564221430454,0.963046686,1.4768242766851782,-0.512765848,-1.301585116,-0.082499428,1.7367926183250528,2.589155173709134,2.5029931073228906,0.5458501128636013,0.5690086859283235,2.641463587181823,2.261660520504704,-0.631412488,-0.785263733,2.485888623,-0.99678568,2.0989577274981737,1.327237769840036,1.0584536838908023,-0.726123729,0.4469122727582938,1.2655837881080303,0.9441538083769694,-0.014278876,1.4753776832065797,1.3980646142709203,1.022217556,-0.343615402,-0.324867927,1.0731039963250704,1.9344827229186548,0.6477915829647467,0.8404243561750241,1.391080321167715,0.071887951,-0.640247678,2.224853851231884,1.1440462424866984,-1.282192448,-0.67435929,1.1819285839849447,1.2660847763930716,0.085641015,0.7569673678654634,0.059022461,-0.512359088,-0.431307321,2.440236843960566,1.2377145476024365,0.4347993682869563,1.513294558835061,0.5253904074376808,-1.22969614,0.5295374152185585,1.221673226189656,0.8966333137898774,0.9664440478592384,-0.543397296,-1.638648029,0.3462942407102881,1.1577056759681046,-1.316861238,-1.229623187,-0.446620289,0.5396597175231205,0.3279082800959835,1.7522994975869803,0.07401525,-0.063493236,0.4422363820395641,0.9780332676159644,1.6167536828371825,-0.1281416,0.3094844574026719,1.0232134316524826,-0.186416233,-0.877654675,-0.236343849,0.4611145259102129,0.2748444689416462,0.3556798697121309,-1.271843221,-1.193400575,-0.743123895,-0.660913156,-0.97605506,-1.375020796,-0.551719711,-1.079294132,-0.433709163,-0.075388267,-1.081321913,-0.769317738,0.838565483,0.118420388,0.8254978098838133,1.3578804070291353,0.4029704887087956,0.3750786183027285,0.2925076889608768,1.8983166687430475,0.6900784657088802,1.0606075960439356,2.328368157411706,1.311552006813887,1.1175609520397725,1.3239656289421189,0.073639365,0.033995198,-0.123456974,2.265465726490853,0.5463464457331956,1.828541832794786,0.2660205670322123,0.8140357094893893,0.8967265581369547,1.197747462,-1.02503813398782,1.6751996410372365,-0.4193832808866344,-0.1777423323029792,0
CHEMBL3687365,-0.004152869,-0.201623212,-0.19277141,-0.340234119,-0.246873044,-0.641046732,-0.252593919,-0.317999133,-0.185887123,0.8991746631009179,1.2245554194230106,1.075010303699656,-0.208987141,0.5715759108182846,0.045511345,-0.233253315,-0.450217291,-0.526347907,0.1461380644018425,-0.727486884,-1.363283699,-0.177908001,-1.550394265,0.163617729,-0.323892062,-0.207526515,0.4883273827144494,2.3911715643711013,-0.278632476,1.0505098503489003,1.3743285465466604,-1.296746765,0.5559926674657848,0.191845956254292,-2.03500012,-0.588131859,-1.058775017,-1.19593034,-1.013679618,0.1803538556966271,-1.756135421,-0.011611739,-0.770851982,-0.80853412,-1.172831314,1.868181829553192,0.9821614228595844,-0.652210621,0.3304053512184825,0.7455102629358837,0.5440474043154773,0.0165474431539896,-1.355601095,-1.718123333,-0.523144787,-1.407360408,-0.858994248,-1.280876697,-0.28755475,0.3248449791593605,-0.350490497,-0.070175095,0.5546013895412754,-0.790061788,-0.069277408,0.0353163886909259,-0.170506158,0.0604720367316886,0.89568441,-0.105353757,0.5428736389543841,0.6271431140511325,-0.802653119,0.3609764295429585,0.60177083,0.6583898967981493,0.9039534122862766,-0.101881565,-0.781874901,-0.975944989,-0.226213996,0.3177880591890138,-0.861220534,0.9522572753885418,0.118168680444419,0.5250288746094858,1.0089087741728742,1.4815703669755622,0.5832655113404007,0.998721852,1.4155096115511403,-0.427975053,0.8090917843272876,1.4097402351204351,-0.62899119,0.2800063035317133,0.8425242032262816,0.5614216571192647,0.3709593333223601,-0.21693372,0.450359545,0.104521738,0.3983768481937678,0.6347423423688163,1.125561792163703,1.5294218567418658,1.818532089348512,-0.835653652,0.2612488618063643,1.9021708350053808,-0.677158865,1.108658919798024,0.4492683724135533,0.935933161168056,1.193708052301999,1.1333479457766862,0.7339009685158258,0.4950700635033871,-0.174995867,0.675945426,0.1841528903987151,0.056068841,-0.087481665,0.874592825,-1.142970225764805,-0.4720307413411193,0.014449497768709,1.1413028880314549,0
