Molecule ChEMBL ID,Potency,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
CHEMBL3682608,High Potency,17.223652961517253,2.1805522125276453,-5.9023481664270445,6.710200449497298,-0.5783148836957309,0.6310333268201647,3.3395306857460563,-4.5200039321446965,-2.430424843004832,0.5955625117666979,-5.100635438699714,1.8218806755465262,-4.1102809279811705,-1.5705670887310423,1.0738071863277932
CHEMBL5181908,Medium Potency,-1.0889636868416004,-2.4632599188121223,17.943062540789505,-0.39229713879086486,1.6396721876226643,2.0535553644242097,-3.721568464122927,-0.9551162775357506,7.879848701891123,3.4600351733375314,0.620553367647965,-3.8499239537578287,2.075167221052979,5.918105046104825,0.47327253030603667
CHEMBL3687383,High Potency,3.695492467980042,-5.644443071909464,-18.392674447868135,-5.2932873519650885,-9.028718393263613,7.428920533729814,1.3932334308450367,8.314855937213752,-4.783741186355946,2.9775256770722396,-4.433191476064115,-4.273315351472264,0.5849632155261352,-0.3669742342230889,0.2683171527624991
CHEMBL3924146,Low Potency,-6.9287671509519155,8.15833018812189,-3.400672635152294,-6.182826885173277,-8.04341224634202,4.456487124304669,-8.141604883677944,3.7793382726498717,5.406905036842604,9.887321200761226,1.3128894251471332,-4.007625095692471,2.938774242863919,5.102909452869968,5.18300418789705
CHEMBL2442034,Medium Potency,-0.45377894293882953,-3.857842721131318,26.964066232815114,-5.234588495117945,1.9317163237660395,-1.283110655403437,1.17261859189316,-2.464062687490714,-1.140040622757962,-0.015069382572126266,1.3738335012131406,-3.5298233879000733,3.715564284191519,-0.4528600090103342,1.6103546749800242
CHEMBL3353590,High Potency,2.7438296078965405,-9.05948946872519,-1.3524745350192457,-2.5737600484209726,12.062801354843566,3.527661283343855,8.91359490084481,10.230798196393408,3.001631389150689,-3.5864754682532434,-0.8061023072347266,-1.1960018419092502,1.3891978494574875,-0.725143378780378,-0.9051711846833511
CHEMBL497318,High Potency,-5.489309414635097,17.041600665884072,27.659221246426924,1.9466289501908705,7.94607391164409,-2.332745022189681,5.784793646444335,4.24266168212565,1.3944178197749502,-10.523271338932155,-3.8828225587870677,-1.6822280313681743,-0.26686258945875524,0.9832132759529857,-0.9690983663749012
CHEMBL3896353,Low Potency,12.825463403416908,23.255842624542378,-8.005955662814438,-1.8199617190577912,-4.005128842167932,-12.9469836805313,0.7454183622879534,6.602519908845784,0.008500114576395717,3.467505364739753,1.4310134257872125,0.7071003728780234,-0.4491031979246475,-3.0839506591705037,-3.9607371519455588
CHEMBL3353609,High Potency,-0.4310949433167022,-11.920390752060047,-18.22264629238009,-3.079408537457826,-0.458225454046282,7.211106814313037,0.2875070902201015,8.793594607137027,2.1557802376177686,-2.8853367041222278,-0.4374531617122235,0.7902870934055449,-0.7581027530340502,6.491867193816307,1.714169759823435
CHEMBL3353573,High Potency,-3.161842284034614,-13.01416704532694,-11.284344180261378,-4.546552144129969,1.7595948494835414,1.5761695029540435,1.4942694424880962,8.00643770692753,2.209696508061792,-3.6759339120175376,-4.412238084224009,2.001654236638138,1.0205592183313412,2.445240484105708,-0.962008125810328
CHEMBL5285119,High Potency,31.64220613997899,22.501909297932237,9.627861574207392,6.302932680236185,-0.4186081625091161,-0.4502561104474318,2.283302987704813,8.18175358998558,-12.48003966858807,-5.144836842924967,-4.177279509796314,4.5823426164248335,3.519244351687882,-2.174896866421148,6.4678316467658785
CHEMBL3900018,High Potency,0.36134035006855286,-4.671602578226656,18.36106097793259,0.15655764109325987,-3.9772245116640277,-1.512466323167994,-4.355700219331126,2.5114248674116855,2.2139504736118667,0.7221454783944331,-2.153339218070672,-2.3916150011890758,-1.6071924021338546,1.4299545644270517,-0.6441602073940318
CHEMBL4785621,High Potency,0.8588863919754456,-15.760937051071277,7.343650149251584,-11.545928110573977,-5.097143756297442,-7.4198354814733305,2.284986125631267,1.189486846416442,-0.489439013578357,-0.2782848102258857,4.227300863882371,-3.519355936877681,-0.14390265499397045,-0.9367971771169018,-1.124082432414387
CHEMBL4446849,Low Potency,-24.22653816518471,7.68961053345861,-7.8371391621980155,3.886314677091565,7.3978179052963995,6.071546763545569,-3.506802340296023,-6.587610605491419,0.5393746906131711,-5.1018390196631795,-3.0432278440864624,2.5061773316655027,-0.20887562372077514,0.5308542159879288,-1.8439733480923877
CHEMBL3682589,High Potency,17.796141976358015,-3.1726046847395604,-2.5345137790304473,6.578075448455854,0.5320308938562159,-1.0596221091754545,2.5125932709348593,-2.2547286795865404,-5.002179478218179,4.2876548203790215,-5.578004631310407,-1.868921244389396,-0.7341536944443017,-2.023560077238028,2.864277050489624
CHEMBL3235982,High Potency,-5.493320608522868,-9.927169563197104,-4.232790387832036,-7.923409939460777,17.434011612981063,-3.9044778903135393,0.12072458890080578,-0.12263362996116288,3.048316034400414,2.9898438944889874,-0.9335052346331724,0.3535793288312175,0.4457150730129119,0.07665278838372246,-5.4952015048492076
CHEMBL3577904,High Potency,5.344811964694817,-5.5198147328013665,2.4700431907657276,1.893199295560618,-2.4368034581813287,-0.23991481593738662,-4.310336560450236,-4.058149444157016,2.080559760047679,0.0715531446055018,3.3681323941376466,-0.6921419249875899,-2.8965841618139057,-2.3987232469429114,1.9514536724559308
CHEMBL3682539,High Potency,11.167403664014662,-5.164026341326278,-6.553410679476781,1.6325857451144543,-1.1584900537597567,0.3300074562417908,1.857158646698259,-5.530612227067787,-1.0559860175884532,-3.78266801282463,-1.6932412134646317,-3.5549754835080694,0.2915439621284667,3.603170913938901,1.475073211960148
