Molecule ChEMBL ID,PMI2,GETAWAY_1,GETAWAY_7,GETAWAY_11,GETAWAY_22,GETAWAY_24,GETAWAY_25,GETAWAY_27,GETAWAY_28,GETAWAY_52,GETAWAY_64,GETAWAY_76,GETAWAY_128,GETAWAY_129,GETAWAY_133,GETAWAY_135,GETAWAY_141,GETAWAY_145,GETAWAY_149,GETAWAY_152,GETAWAY_162,GETAWAY_171,GETAWAY_174,GETAWAY_178,GETAWAY_192,GETAWAY_203,GETAWAY_210,GETAWAY_213,GETAWAY_253,GETAWAY_270,WHIM_0,WHIM_3,WHIM_9,WHIM_41,WHIM_52,WHIM_74,WHIM_77,WHIM_103,MORSE_1,MORSE_2,MORSE_4,MORSE_17,MORSE_24,MORSE_28,MORSE_29,MORSE_30,MORSE_38,MORSE_42,MORSE_45,MORSE_54,MORSE_55,MORSE_58,MORSE_60,MORSE_75,MORSE_76,MORSE_90,MORSE_91,MORSE_93,MORSE_205,MORSE_206,MORSE_210,MORSE_220,MORSE_221,RDF_3,RDF_5,RDF_13,RDF_17,RDF_27,RDF_28,RDF_52,RDF_57,RDF_78,RDF_83,RDF_85,RDF_190,RDF_194,RDF_202,RDF_203,RDF_204,RDF_206,RDF_208,AUTOCORR3D_8,AUTOCORR3D_10,AUTOCORR3D_49,AUTOCORR3D_61,LUMO,TPSA,PEOE_VSA2,PEOE_VSA5,PEOE_VSA9,PEOE_VSA11,PEOE_VSA12,GGI2,GGI3,GGI6,GGI7,aliphaticRings,aromaticCarbocycles,HDonors,rotatableBonds,PMI2_is_imputed,GETAWAY_1_is_imputed,GETAWAY_7_is_imputed,GETAWAY_11_is_imputed,GETAWAY_22_is_imputed,GETAWAY_24_is_imputed,GETAWAY_25_is_imputed,GETAWAY_27_is_imputed,GETAWAY_28_is_imputed,GETAWAY_52_is_imputed,GETAWAY_64_is_imputed,GETAWAY_76_is_imputed,GETAWAY_128_is_imputed,GETAWAY_129_is_imputed,GETAWAY_133_is_imputed,GETAWAY_135_is_imputed,GETAWAY_141_is_imputed,GETAWAY_145_is_imputed,GETAWAY_149_is_imputed,GETAWAY_152_is_imputed,GETAWAY_162_is_imputed,GETAWAY_171_is_imputed,GETAWAY_174_is_imputed,GETAWAY_178_is_imputed,GETAWAY_192_is_imputed,GETAWAY_203_is_imputed,GETAWAY_210_is_imputed,GETAWAY_213_is_imputed,GETAWAY_253_is_imputed,GETAWAY_270_is_imputed,WHIM_0_is_imputed,WHIM_3_is_imputed,WHIM_9_is_imputed,WHIM_41_is_imputed,WHIM_52_is_imputed,WHIM_74_is_imputed,WHIM_77_is_imputed,WHIM_103_is_imputed,MORSE_1_is_imputed,MORSE_2_is_imputed,MORSE_4_is_imputed,MORSE_17_is_imputed,MORSE_24_is_imputed,MORSE_28_is_imputed,MORSE_29_is_imputed,MORSE_30_is_imputed,MORSE_38_is_imputed,MORSE_42_is_imputed,MORSE_45_is_imputed,MORSE_54_is_imputed,MORSE_55_is_imputed,MORSE_58_is_imputed,MORSE_60_is_imputed,MORSE_75_is_imputed,MORSE_76_is_imputed,MORSE_90_is_imputed,MORSE_91_is_imputed,MORSE_93_is_imputed,MORSE_205_is_imputed,MORSE_206_is_imputed,MORSE_210_is_imputed,MORSE_220_is_imputed,MORSE_221_is_imputed,RDF_3_is_imputed,RDF_5_is_imputed,RDF_13_is_imputed,RDF_17_is_imputed,RDF_27_is_imputed,RDF_28_is_imputed,RDF_52_is_imputed,RDF_57_is_imputed,RDF_78_is_imputed,RDF_83_is_imputed,RDF_85_is_imputed,RDF_190_is_imputed,RDF_194_is_imputed,RDF_202_is_imputed,RDF_203_is_imputed,RDF_204_is_imputed,RDF_206_is_imputed,RDF_208_is_imputed,AUTOCORR3D_8_is_imputed,AUTOCORR3D_10_is_imputed,AUTOCORR3D_49_is_imputed,AUTOCORR3D_61_is_imputed,LUMO_is_imputed,TPSA_is_imputed,PEOE_VSA2_is_imputed,PEOE_VSA5_is_imputed,PEOE_VSA9_is_imputed,PEOE_VSA11_is_imputed,PEOE_VSA12_is_imputed,GGI2_is_imputed,GGI3_is_imputed,GGI6_is_imputed,GGI7_is_imputed,aliphaticRings_is_imputed,aromaticCarbocycles_is_imputed,HDonors_is_imputed,rotatableBonds_is_imputed
CHEMBL3687386,0.974882208,-1.265432852,-0.118813454,-0.98409824,-1.331928374,-0.108912164,0.199460223,-0.000477786,0.096860731,-0.054086132,0.257767045,0.02534297,0.046843619,0.370523621,0.378072901,-0.371863331,-0.610820445,-0.219091964,-0.592790524,0.390651325,0.010500004,-0.501606377,-0.507132673,-0.29957677,-1.54814178,-0.520231321,-0.855858654,0.005300251,-0.835387143,-0.957491937,0.907235169,0.703960608,0.951358479,1.785321903,0.873590667,1.223894547,0.944038445,1.048429557,0.693128948,-0.953196978,-0.218184599,-0.815014387,-0.094269359,-0.026596896,0.659848915,-0.693307252,0.920512424,-1.152657543,-1.090826778,-0.733317893,0.634044811,0.589970159,-0.78284417,1.25635011,0.066509455,0.402831557,1.819741715,1.048536642,-1.938459828,0.016936954,0.679603165,-0.071492296,1.29556283,0.145322738,-0.610624024,-0.36787323,0.537508959,0.086931057,0.174189202,1.606812696,-0.415727235,0.805371856,0.157478439,0.144000635,-0.112207644,-0.253561118,1.809641765,0.419771204,1.403874262,2.482700871,1.290473326,-1.598858416,-0.044017503,0.081779107,0.482787379,-0.205649509,0.738031251,1.850568511,2.589074365,0.729274133,0.455008937,0.834230303,-0.285048304,0.569942792,0.224634331,-0.627233529,-0.629914857,-0.186352432,-0.13192624,-0.177138016,0.974882208,-1.265432852,-0.118813454,-0.98409824,-1.331928374,-0.108912164,0.199460223,-0.000477786,0.096860731,-0.054086132,0.257767045,0.02534297,0.046843619,0.370523621,0.378072901,-0.371863331,-0.610820445,-0.219091964,-0.592790524,0.390651325,0.010500004,-0.501606377,-0.507132673,-0.29957677,-1.54814178,-0.520231321,-0.855858654,0.005300251,-0.835387143,-0.957491937,0.907235169,0.703960608,0.951358479,1.785321903,0.873590667,1.223894547,0.944038445,1.048429557,0.693128948,-0.953196978,-0.218184599,-0.815014387,-0.094269359,-0.026596896,0.659848915,-0.693307252,0.920512424,-1.152657543,-1.090826778,-0.733317893,0.634044811,0.589970159,-0.78284417,1.25635011,0.066509455,0.402831557,1.819741715,1.048536642,-1.938459828,0.016936954,0.679603165,-0.071492296,1.29556283,0.145322738,-0.610624024,-0.36787323,0.537508959,0.086931057,0.174189202,1.606812696,-0.415727235,0.805371856,0.157478439,0.144000635,-0.112207644,-0.253561118,1.809641765,0.419771204,1.403874262,2.482700871,1.290473326,-1.598858416,-0.044017503,0.081779107,0.482787379,-0.205649509,0.738031251,1.850568511,2.589074365,0.729274133,0.455008937,0.834230303,-0.285048304,0.569942792,0.224634331,-0.627233529,-0.629914857,-0.186352432,-0.13192624,-0.177138016
CHEMBL3682589,2.406444541,-0.346095285,-0.148446467,0.018723207,-0.056896912,0.049661688,-0.059541718,0.854113936,1.697138383,0.376311757,0.309066088,-0.195301617,2.496352384,0.012400438,0.712900701,-0.615753918,-0.663094574,-1.51112212,-0.541000633,-0.326682625,-0.690214552,-0.43001088,-0.563223451,-0.505594864,-1.345502988,-0.394447078,-0.947139078,1.771183947,0.223044542,-0.807965094,1.70312746,0.953315862,-0.808952528,0.743550474,0.01837175,1.391114066,1.839863203,-0.526804039,1.659352503,-0.911492828,-0.39145149,0.406705905,-0.164751627,-1.425991092,-0.143661385,0.279099814,-0.376603165,-1.370605741,0.086739961,1.460462423,0.198804873,0.585574469,-1.216676028,0.617916872,0.329652139,0.923899275,-0.013723406,-0.97735348,-0.52147009,0.026701029,0.792736012,-0.918490903,-0.446693447,0.168838894,0.079280652,-0.285054232,0.037229927,1.861554973,2.211832688,2.218873665,2.500897835,0.248206145,1.272329456,2.813526025,0.104664664,-0.146800933,2.127811896,1.785560804,1.797197018,1.334569932,2.123064177,-0.680118891,-0.219194666,0.489085447,-0.106296553,0.286923145,0.328226004,1.850568511,2.336118064,0.734744335,0.455008937,0.834230303,0.79364658,1.367522514,0.626883749,-0.154792337,-0.629914857,-1.381200381,-0.13192624,-0.177138016,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CHEMBL4454519,0.547674808,-0.400173966,-0.463492185,-0.610867701,-1.441440279,0.352009165,0.682345198,0.660230792,0.435181428,-1.138051186,1.320390075,0.609402168,0.366484135,0.112354222,0.839385833,0.858933353,-0.248386483,0.017780232,-0.724619339,-0.284486511,0.290785826,0.18681187,-0.095800304,0.612789076,-0.636267216,-0.102627633,-0.277749302,0.201509551,-0.739166081,-0.774321554,0.418987563,0.526998814,1.456632934,1.602308004,0.649270951,1.01266989,0.374069943,2.256108648,0.482320232,-0.03992295,0.555859932,0.421349813,-0.915828292,0.575042888,0.383372253,-0.79204397,1.079769393,-1.3855337,-0.806236049,0.612475352,-1.072553895,-0.223232497,-0.212525884,1.570264127,0.084657226,0.433482599,0.422463861,0.848448729,-1.40616572,0.794903948,-0.1727676,0.109787938,-0.737618409,-0.949858254,-0.307782462,-0.347528355,0.082932206,-0.533966293,-0.15497676,1.355065253,-0.506741642,0.783829421,-0.361774403,-0.433710203,1.575917196,0.184869373,1.124538931,0.16225823,0.660392991,0.017297768,-0.085423438,-1.18342837,0.423121598,0.278409754,0.848321511,0.336742385,0.911632391,1.850568511,0.772871896,0.837352963,0.455008937,2.296064433,0.177249503,0.444009152,-0.356342458,-0.320274441,-0.629914857,-1.381200381,-0.13192624,-0.619306956,0.547674808,-0.400173966,-0.463492185,-0.610867701,-1.441440279,0.352009165,0.682345198,0.660230792,0.435181428,-1.138051186,1.320390075,0.609402168,0.366484135,0.112354222,0.839385833,0.858933353,-0.248386483,0.017780232,-0.724619339,-0.284486511,0.290785826,0.18681187,-0.095800304,0.612789076,-0.636267216,-0.102627633,-0.277749302,0.201509551,-0.739166081,-0.774321554,0.418987563,0.526998814,1.456632934,1.602308004,0.649270951,1.01266989,0.374069943,2.256108648,0.482320232,-0.03992295,0.555859932,0.421349813,-0.915828292,0.575042888,0.383372253,-0.79204397,1.079769393,-1.3855337,-0.806236049,0.612475352,-1.072553895,-0.223232497,-0.212525884,1.570264127,0.084657226,0.433482599,0.422463861,0.848448729,-1.40616572,0.794903948,-0.1727676,0.109787938,-0.737618409,-0.949858254,-0.307782462,-0.347528355,0.082932206,-0.533966293,-0.15497676,1.355065253,-0.506741642,0.783829421,-0.361774403,-0.433710203,1.575917196,0.184869373,1.124538931,0.16225823,0.660392991,0.017297768,-0.085423438,-1.18342837,0.423121598,0.278409754,0.848321511,0.336742385,0.911632391,1.850568511,0.772871896,0.837352963,0.455008937,2.296064433,0.177249503,0.444009152,-0.356342458,-0.320274441,-0.629914857,-1.381200381,-0.13192624,-0.619306956
CHEMBL5287298,0.249949005,0.167652178,-0.098538234,-0.241407168,0.005681319,0.180749405,1.180594695,0.586818728,0.889735002,0.232845794,1.045573774,0.155133903,0.563549992,1.381820727,1.101056062,0.762511493,1.252461844,-0.542099503,-1.035358688,0.881660661,-0.970500374,0.539282013,0.315532066,-0.417301395,-0.129670236,-1.018336925,-0.61244419,-0.517924548,-0.258060769,1.042429585,-0.335885437,-0.768039767,-1.037140992,-0.622014779,-1.748146011,1.008269377,0.083246834,-0.841850758,-0.074279829,0.671390531,-0.892794179,-1.040948962,-0.407034422,0.491943471,-0.018382897,-0.516777969,1.225334587,1.082057885,-1.89377919,-0.25954374,1.416713122,0.471286528,1.43018576,0.282792448,0.716804595,-0.063064285,-1.854581531,-1.144093408,-2.914891726,0.28602336,1.850450643,-0.331634553,0.405771581,-0.263585426,-0.07214013,1.04993427,1.999595674,-0.237118874,-0.469277162,0.688249215,-0.407993985,0.510958575,0.628623264,-0.492197457,0.376911451,1.239151958,0.921237504,2.836108101,3.470257538,-0.255678011,-0.474531664,0.821820506,-0.044017503,0.559310678,0.543206244,3.302969602,1.152720418,-0.835653652,1.025828197,0.718576271,-0.591803053,-0.677158865,0.79364658,0.884776893,1.099879418,0.824310114,-0.629914857,-0.186352432,-2.049254268,0.707199864,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
CHEMBL808,-0.274851166,-0.292016605,0.692195325,0.128053365,-0.322854395,-0.473984409,0.109468023,0.345876568,0.136296886,0.503837058,-0.713250551,-0.740423535,0.03264755,-0.152763836,-0.340573704,-0.530675806,-0.031158436,-0.369828815,0.428882789,0.014722303,-1.250786196,0.247392676,-0.619314228,-0.652750646,0.072968556,0.169066332,-0.886285462,-0.190909048,-0.546723956,0.578896372,-0.507635275,-0.896739253,0.152698855,-0.762794702,-0.556447521,0.062158938,-0.132231014,0.260812759,0.51149193,0.243102967,-0.303924916,0.203783185,1.630343627,0.771157514,-0.169581072,0.258155662,0.246732937,0.338645538,-0.981927264,0.33782367,0.718038484,-0.368290268,0.679510409,0.106746074,-1.034455341,-1.019376803,-0.464696682,0.698382794,-0.494172957,0.669119694,-0.500284609,0.483614409,-0.26994281,0.67800567,-0.154692826,1.054540657,0.429754572,-0.558788586,-0.474940232,-0.595977426,-0.512690296,-0.000511061,-0.277062459,-0.557846416,0.32151484,0.162202269,-0.440361102,-0.126276819,0.078568174,-0.502752371,-0.48154065,0.9017109,-0.219194666,1.444148588,-0.592668415,2.122374279,1.096333347,-0.120603827,-0.790374272,0.718576271,-0.591803053,-0.677158865,0.639547311,0.220127125,0.648999004,0.836823421,-0.629914857,1.008495516,-2.049254268,0.265030924,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
CHEMBL3687345,0.000592839,-1.454708233,1.640451743,0.290163599,-0.377610348,-0.526137587,0.096298433,0.04846359,-0.156360895,0.822650309,-0.815848637,-0.883193562,-0.190978694,-0.442469455,-0.426378446,-1.080847596,0.20814091,-0.606701011,1.572968573,-0.019801791,-0.830357463,0.274929406,0.072472029,-0.535026021,-0.02835084,1.225653976,-0.064761646,-0.975746247,-1.027829267,0.365820622,-0.019682771,-0.22106695,-1.24903028,-0.636092771,-0.822827184,-0.39109397,0.22113986,-0.448042359,1.817509861,-0.121456907,0.350440422,0.170311396,1.366035124,-0.472009776,-1.007650955,1.538740967,-0.345616515,0.825296994,1.047959666,-0.087886439,1.06928475,-0.201254047,1.166961935,-0.898627198,-0.943716485,-0.369574708,1.235694358,-1.694335169,1.426247526,-1.135511014,0.69355105,1.118607319,-1.15095142,1.310107352,1.325470343,1.810371974,0.708602843,0.916607691,-0.475294174,0.10797136,-0.405614523,1.372329583,-0.512373415,0.470455003,0.784850055,0.261937526,0.22785118,-0.405066324,-0.065968286,-0.265138323,-0.481814438,0.717962995,-0.744726156,1.303698126,-0.99747481,-1.108153488,0.398376848,-0.835653652,-0.790374272,0.671088235,-0.591803053,-0.677158865,0.485448042,-0.031740155,0.748517654,0.836823421,0.857320942,1.008495516,-0.13192624,0.265030924,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CHEMBL3968269,0.525346803,-1.914377016,0.940176855,0.742564252,-0.494944531,-0.194189657,0.515530389,0.914349476,0.920868809,0.727006334,0.034249787,-0.896172655,1.119486362,0.51056582,0.532725511,-0.933378869,0.729720553,-0.649768682,0.876159124,0.601631899,-0.970500374,0.467686516,0.427713621,-0.593888333,-0.230989632,1.130057951,-0.429883342,-0.387118348,-0.642945018,0.747114071,0.260812454,0.004157151,-1.346825336,-0.69240474,-1.145286775,-0.245877019,0.506684001,-0.841850758,0.549506616,-0.144886204,-0.521252804,-0.95726949,0.548881333,0.468675634,-0.005423054,-0.082934817,-0.39317742,0.73274365,-0.752512289,0.162733222,0.076632259,-0.434225619,1.620291855,-0.629255034,-0.456751286,-0.32053304,0.178494712,0.356565942,-0.790637729,1.392522743,-0.429253712,1.708024124,-0.569101497,1.125547519,1.243140161,0.931415774,1.307882024,-0.051121694,-0.051979668,0.401257131,0.660979144,2.774872677,-0.667155733,1.001614761,0.64780818,1.624230456,0.579575915,-0.384161761,-0.713614016,0.314420231,-0.404441806,0.358456224,-0.511156605,0.741896278,-0.553396153,-1.084467801,0.398376848,-0.835653652,-0.790374272,0.676558437,-0.591803053,-0.677158865,1.525618109,1.577411914,0.965721056,0.858785553,0.857320942,1.008495516,-0.13192624,1.149368804,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CHEMBL3687336,-0.981750424,0.735478322,-0.745785625,-1.176368517,-0.588811878,-1.130127769,-1.732079675,-1.837661751,-1.511719269,-1.329339137,-1.687932365,-0.143385243,-1.35917777,-1.358088875,-1.684060351,-0.950394491,-1.348466488,0.577659966,0.33471935,-0.660415533,0.430928737,-1.669163726,-1.329797411,-0.711612959,0.174287952,-0.313945162,0.209079626,-0.910343147,0.030602417,-1.148138661,-0.062325128,0.840703812,-0.776354176,-0.072973079,0.663290933,-0.958760234,-0.480642857,-1.41943641,0.037528072,0.790411363,1.194148961,0.766527635,-0.827725457,-0.312458893,-0.359658778,-0.540714143,-0.798886351,0.049043138,0.75610897,0.100936593,0.229348026,0.031717525,0.031199879,-0.559260693,0.892233052,-0.16114762,0.35592682,-0.260371791,1.23069265,0.524381649,-0.535154322,0.352519098,-0.547144896,-1.579020417,-0.462540953,-1.195583376,-0.985084998,-0.560148712,-0.475294174,-0.79957817,-0.512690296,-0.217567416,-0.641010071,-0.658707089,-1.339166214,-0.941685679,-0.662753383,-0.742068714,-0.782312545,-0.58991694,-0.481923954,-0.432458671,-0.511156605,-0.044626309,-0.985391037,1.953368109,-1.223528425,-0.835653652,-0.790374272,-1.963972009,-0.591803053,-0.677158865,-1.671941727,-1.465984391,-1.74136675,-1.453111809,-0.629914857,-0.186352432,1.785401787,-0.177138016,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
CHEMBL3687379,-0.603594062,2.547114114,-0.895510322,-1.327168735,-0.088186028,-1.149156631,-1.732079675,-1.749190802,-1.466056353,-1.4728051,-1.761216712,-0.273176176,-1.262552915,-1.30490491,-1.696277894,-1.290706939,-1.420488621,-0.046821276,0.014563657,-1.669286277,0.290785826,-1.603075574,-1.329797411,-0.799906428,0.376926744,-0.681235153,-0.61244419,-0.844940047,0.223044542,-1.357476241,0.728402864,1.15440881,-0.124387137,1.123656266,1.448409938,-0.549512462,0.399504968,0.02452772,0.678695564,0.600634051,1.390637188,0.18077133,-0.305716162,-0.192795732,-1.046530486,0.680030727,-0.099164553,0.404328557,0.683509295,0.540379286,0.477511149,0.277876167,-0.768220624,-1.403434874,1.345927336,0.010498216,0.599895969,-0.568840657,1.035361521,0.639540292,-0.532313086,0.306430903,-0.583922203,-1.092634917,-0.951181711,-1.214200856,-0.698898614,-0.222497524,-0.232136093,-0.734438519,-0.508526238,-0.518182308,1.324097866,-0.107852643,-1.779926701,-1.152845673,-0.669645506,-0.001853751,-0.282700125,-0.359169247,-0.444305413,-0.001050546,-0.744726156,-0.086761447,-1.163626688,1.86331423,-2.234943759,-0.835653652,-0.790374272,-1.963972009,-0.591803053,-0.677158865,-1.671941727,-2.067667339,-1.464926056,-1.237321102,-0.629914857,-0.186352432,-0.13192624,0.265030924,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
CHEMBL3687393,-1.013538416,0.816596342,-0.072024486,0.459813844,0.897421114,-0.87218097,-0.97702317,-1.103541109,-1.133962417,0.248786457,-1.240897849,-0.28615527,-0.866436803,-0.68166367,-1.142326451,-0.757550771,-0.663094574,-0.391362651,-1.313140833,-0.165570187,-0.409928729,0.043620875,-1.105434301,-0.62331949,0.072968556,-1.818324712,-0.76457823,-0.779536947,0.030602417,-0.953753765,-1.070396342,-1.765460786,1.114350239,-1.832722116,-1.537846277,-1.447217251,-0.629253785,-0.710581292,0.284725177,1.022361411,0.16169264,0.199599212,0.211887991,0.216053404,-1.323007148,0.724911054,-0.053044887,-0.167412264,0.242103267,-0.379703852,-0.045540356,-0.333124748,0.026325364,-0.06717926,-0.293421344,-1.000986178,-0.205941523,-0.868972527,0.294087717,0.830226924,-0.695813297,0.87690034,-1.193217876,0.108473761,-0.142454555,1.100604526,-0.335855157,-0.560148712,-0.475294174,-0.905312096,-0.512690296,-1.028672742,-0.882595985,-0.696902847,-0.022749754,-0.700327858,-0.890225774,-0.885648099,-0.793604456,-0.603954822,-0.481923954,1.540834048,-0.919903319,-0.395752464,-1.124354426,-0.1029081,-1.010411937,-0.147782915,-0.790374272,-0.300169286,0.640701934,-0.677158865,-1.209643919,-0.598441536,-0.354311465,-0.652260144,-0.629914857,1.008495516,-2.049254268,0.707199864,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
