Molecule ChEMBL ID,mw,mw_H,qed,max_charge,min_charge,max_abs_charge,min_abs_charge,aliphaticCarbocycles,aliphaticHeterocycles,aliphaticRings,aromaticCarbocycles,aromaticHeterocycles,aromaticRings,HAcceptors,HDonors,heteroatoms,rotatableBonds,saturatedCarbocycles,saturatedHeterocycles,satureatedRings,ringCount,molLogP,molMR
CHEMBL5276539,221.237,214.181,0.815206632,0.351069355,-0.492044269,0.492044269,0.351069355,0,0,0,1,1,2,4,2,5,2,0,0,0,2,2.2139,56.1741
CHEMBL5268431,263.318,250.214,0.864719923,0.353496974,-0.492044207,0.492044207,0.353496974,0,0,0,1,1,2,5,1,5,3,0,0,0,2,3.00082,69.9083
CHEMBL5279823,291.311,281.231,0.801085785,0.233691219,-0.492134,0.492134,0.233691219,0,0,0,1,2,3,7,1,8,3,0,0,0,3,2.3282,71.6578
CHEMBL5287528,263.257,257.209,0.73612549,0.233691073,-0.492134001,0.492134001,0.233691073,0,0,0,1,2,3,6,2,8,2,0,0,0,3,1.8349,62.3445
CHEMBL5270159,289.32,278.232,0.763953747,0.233691219,-0.507966221,0.507966221,0.233691219,0,0,0,1,2,3,8,2,8,3,0,0,0,3,1.8947,73.3646
CHEMBL5266190,265.309,253.213,0.858558839,0.233312024,-0.492142345,0.492142345,0.233312024,0,0,0,1,1,2,4,1,5,4,0,0,0,2,3.6376,68.4113
CHEMBL5284265,439.64,398.312,0.140382779,0.219516269,-0.504259893,0.504259893,0.219516269,0,0,0,1,0,1,3,3,4,17,0,0,0,1,6.9022,134.8893
CHEMBL808,381.69,366.57,0.539187196,0.102250981,-0.366922009,0.366922009,0.102250981,0,0,0,2,1,3,3,0,6,6,0,0,0,3,5.8014,97.671
CHEMBL5268297,277.28,269.216,0.779150685,0.262820431,-0.492090905,0.492090905,0.262820431,0,0,0,1,2,3,6,1,7,2,0,0,0,3,3.01322,67.2018
CHEMBL1779158,340.47,316.278,0.476266083,0.045629389,-0.360889226,0.360889226,0.045629389,0,0,0,3,1,4,1,1,2,7,0,0,0,4,5.4128,109.0007
CHEMBL5279232,263.318,250.214,0.861370057,0.3107987,-0.492456183,0.492456183,0.3107987,0,0,0,1,1,2,5,1,5,4,0,0,0,2,2.6213,69.5518
CHEMBL5282352,288.336,276.24,0.711935637,0.233691229,-0.492134,0.492134,0.233691229,0,0,0,1,2,3,8,2,8,3,0,0,0,3,1.7713,76.1122
CHEMBL207433,429.24,413.112,0.766932648,0.417391514,-0.354483758,0.417391514,0.354483758,0,1,1,1,1,2,3,2,9,3,0,1,1,3,4.2633,96.1534
CHEMBL1377190,283.736,273.656,0.877777804,0.353496974,-0.492044207,0.492044207,0.353496974,0,0,0,1,1,2,5,1,6,3,0,0,0,2,3.3458,70.1813
CHEMBL5275535,275.297,266.225,0.759481683,0.23374915,-0.492133361,0.492133361,0.23374915,0,0,0,0,3,3,9,1,9,3,0,0,0,3,0.9791,67.2898
CHEMBL5269450,279.336,265.224,0.8638887,0.233312225,-0.492142344,0.492142344,0.233312225,0,0,0,1,1,2,4,1,5,4,0,0,0,2,3.8836,72.9583
CHEMBL5289662,294.332,280.22,0.845008242,0.292360908,-0.507218971,0.507218971,0.292360908,0,0,0,1,1,2,6,2,7,4,0,0,0,2,2.2448,74.5991
