Molecule ChEMBL ID,,HOMO,LUMO,Electronegativity,Hardness
CHEMBL5282846,,-0.211495,-0.066284,0.1388895,0.0726055
CHEMBL3687407,,-0.204446,-0.074431,0.1394385,0.0650075
CHEMBL3914637,,-0.19531,-0.060317,0.1278135,0.0674965
CHEMBL3964272,,-0.205249,-0.063257,0.13425299999999998,0.070996
CHEMBL3976217,,-0.215995,-0.040729,0.128362,0.087633
CHEMBL3682584,,-0.216958,-0.083408,0.150183,0.066775
CHEMBL3687388,,-0.222657,-0.081455,0.152056,0.070601
CHEMBL3687400,,-0.20428,-0.082609,0.1434445,0.060835499999999994
CHEMBL3687411,,-0.226064,-0.071099,0.14858149999999998,0.0774825
CHEMBL5290716,,-0.208273,-0.053215,0.130744,0.077529
CHEMBL5268891,,-0.205226,-0.058449,0.1318375,0.0733885
CHEMBL5271941,,-0.222943,-0.073603,0.148273,0.07467
CHEMBL3910516,,-0.207034,-0.058215,0.1326245,0.0744095
CHEMBL3900408,,-0.203831,-0.051695,0.12776300000000002,0.076068
CHEMBL4248077,,-0.215553,-0.057429,0.136491,0.079062
CHEMBL4242496,,-0.216724,-0.067262,0.141993,0.074731
CHEMBL4446136,,-0.217571,-0.058136,0.1378535,0.0797175
CHEMBL4458679,,-0.223487,-0.052239,0.13786299999999999,0.085624
CHEMBL3353589,,-0.235884,-0.089597,0.1627405,0.0731435
CHEMBL3353574,,-0.240876,-0.076997,0.1589365,0.0819395
CHEMBL3353607,,-0.218854,-0.081931,0.15039249999999998,0.0684615
CHEMBL3577895,,-0.21906,-0.058652,0.138856,0.080204
CHEMBL3577905,,-0.213299,-0.054446,0.1338725,0.0794265
CHEMBL3577894,,-0.2164,-0.064604,0.14050200000000002,0.075898
CHEMBL3577889,,-0.209152,-0.072452,0.140802,0.06835
CHEMBL3577884,,-0.211266,-0.061378,0.136322,0.074944
CHEMBL3577881,,-0.211155,-0.053004,0.13207950000000002,0.0790755
CHEMBL3577879,,-0.232411,-0.056412,0.1444115,0.0879995
CHEMBL4092287,,-0.24274,-0.072971,0.1578555,0.0848845
CHEMBL4648953,,-0.202752,-0.039276,0.121014,0.081738
CHEMBL3953123,,-0.207512,-0.058308,0.13291,0.074602
CHEMBL3687333,,-0.020544,-0.002483,0.0115135,0.0090305
CHEMBL3687350,,-0.218263,-0.088218,0.1532405,0.0650225
CHEMBL3687387,,-0.220164,-0.077717,0.1489405,0.0712235
CHEMBL3682567,,-0.219764,-0.077312,0.148538,0.071226
CHEMBL3682574,,-0.023524,-0.000168,0.011846,0.011678
CHEMBL3682576,,-0.2073,-0.07826,0.14278000000000002,0.06452
CHEMBL3682592,,-0.233395,-0.082838,0.1581165,0.0752785
CHEMBL3682609,,-0.221132,-0.086043,0.1535875,0.0675445
CHEMBL3682611,,-0.232778,-0.089614,0.161196,0.071582
CHEMBL3639861,,-0.213331,-0.091607,0.152469,0.060862
CHEMBL3687339,,-0.024041,-0.001689,0.012865,0.011176
CHEMBL3687340,,-0.02572,0.002015,0.0118525,0.0138675
CHEMBL3687371,,-0.208218,-0.089933,0.1490755,0.059142499999999994
CHEMBL3687377,,-0.22745,-0.0877,0.15757500000000002,0.069875
CHEMBL3687389,,-0.222533,-0.0779,0.1502165,0.0723165
CHEMBL3682540,,-0.027391,-0.001185,0.014287999999999999,0.013103
CHEMBL3682571,,-0.226191,-0.077346,0.1517685,0.0744225
CHEMBL3682618,,-0.028996,0.001817,0.013589500000000001,0.0154065
CHEMBL3687378,,-0.223734,-0.091495,0.1576145,0.0661195
CHEMBL3687385,,-0.219622,-0.08088,0.150251,0.069371
CHEMBL5083277,,-0.223372,-0.077891,0.1506315,0.0727405
CHEMBL3682585,,-0.218865,-0.081651,0.150258,0.068607
CHEMBL3682595,,-0.21625,-0.083629,0.1499395,0.0663105
CHEMBL3682598,,-0.195326,-0.084056,0.139691,0.055635
CHEMBL3682614,,-0.216761,-0.077417,0.147089,0.069672
CHEMBL3682620,,-0.232203,-0.094902,0.1635525,0.0686505
CHEMBL3682621,,-0.22234,-0.092431,0.1573855,0.0649545
CHEMBL3687325,,-0.224488,-0.076398,0.150443,0.074045
CHEMBL3687367,,-0.212812,-0.081164,0.146988,0.065824
CHEMBL3687383,,-0.225965,-0.089807,0.157886,0.068079
CHEMBL3353582,,-0.233037,-0.087013,0.160025,0.073012
CHEMBL3682543,,-0.023453,0.004099,0.009677,0.013776
CHEMBL3682555,,-0.194161,-0.08513,0.1396455,0.0545155
CHEMBL3639814,,-0.017249,0.005934,0.0056575,0.011591500000000001
CHEMBL3682577,,-0.220638,-0.077515,0.1490765,0.0715615
CHEMBL3682603,,-0.01849,0.001235,0.0086275,0.0098625
CHEMBL3682607,,-0.229861,-0.081328,0.1555945,0.0742665
CHEMBL4795385,,-0.205508,-0.046954,0.126231,0.079277
CHEMBL3967426,,-0.209211,-0.04245,0.1258305,0.0833805
CHEMBL3907933,,-0.217157,-0.02102,0.1190885,0.0980685
CHEMBL173443,,-0.225561,-0.058013,0.141787,0.083774
CHEMBL3298923,,-0.207516,-0.026579,0.1170475,0.0904685
CHEMBL2442032,,-0.198421,-0.0289,0.1136605,0.0847605
CHEMBL3682561,,-0.02419,0.00665,0.00877,0.01542
CHEMBL3687344,,-0.223058,-0.089603,0.1563305,0.0667275
CHEMBL3687355,,-0.214671,-0.084744,0.1497075,0.0649635
CHEMBL3687363,,-0.218729,-0.090199,0.154464,0.064265
CHEMBL3682549,,-0.220783,-0.077852,0.1493175,0.0714655
CHEMBL3682563,,-0.198659,-0.082452,0.1405555,0.0581035
CHEMBL3682612,,-0.222135,-0.08712,0.1546275,0.0675075
CHEMBL3687348,,-0.222359,-0.079835,0.151097,0.071262
CHEMBL3353577,,-0.240062,-0.079214,0.159638,0.080424
CHEMBL3687398,,-0.222203,-0.088169,0.155186,0.067017
CHEMBL3687401,,-0.221282,-0.085206,0.153244,0.068038
CHEMBL2442012,,-0.201705,-0.048107,0.12490599999999999,0.076799
CHEMBL2442018,,-0.201702,-0.030604,0.11615299999999999,0.085549
CHEMBL2442019,,-0.197175,-0.033326,0.11525049999999999,0.0819245
CHEMBL2443079,,-0.205913,-0.011195,0.10855400000000001,0.097359
CHEMBL2443069,,-0.239666,-0.090215,0.1649405,0.0747255
CHEMBL2443066,,-0.20892,-0.028357,0.1186385,0.0902815
CHEMBL2443088,,-0.202474,-0.012769,0.1076215,0.0948525
CHEMBL1094770,,-0.224976,-0.045227,0.1351015,0.0898745
CHEMBL3931880,,-0.210629,-0.041012,0.1258205,0.0848085
CHEMBL3894821,,-0.193586,-0.043779,0.1186825,0.0749035
CHEMBL3932546,,-0.210628,-0.04258,0.126604,0.084024
CHEMBL4777173,,-0.24462,-0.049882,0.147251,0.097369
CHEMBL4240425,,-0.225614,-0.070359,0.14798650000000002,0.0776275
CHEMBL3577907,,-0.208272,-0.06994,0.139106,0.069166
CHEMBL3577890,,-0.21812,-0.069592,0.143856,0.074264
CHEMBL3613642,,-0.214383,-0.138407,0.176395,0.037987999999999994
CHEMBL3682587,,-0.207539,-0.08547,0.1465045,0.0610345
CHEMBL3687364,,-0.219028,-0.084962,0.151995,0.067033
CHEMBL3956560,,-0.20763,-0.047218,0.127424,0.080206
CHEMBL3697701,,-0.213918,-0.030238,0.12207799999999999,0.09184
CHEMBL3896592,,-0.200827,-0.053512,0.1271695,0.0736575
CHEMBL3973094,,-0.196175,-0.059979,0.128077,0.068098
CHEMBL3896060,,-0.213389,-0.061067,0.137228,0.076161
CHEMBL3931425,,-0.209539,-0.044425,0.126982,0.082557
CHEMBL3937790,,-0.21854,-0.051892,0.135216,0.083324
CHEMBL2440148,,-0.213481,-0.072436,0.1429585,0.0705225
CHEMBL2443082,,-0.214672,-0.028298,0.121485,0.093187
CHEMBL3901461,,-0.211712,-0.022531,0.1171215,0.0945905
CHEMBL4785984,,-0.205768,-0.037326,0.121547,0.084221
CHEMBL4763262,,-0.216515,-0.047788,0.1321515,0.0843635
CHEMBL4748099,,-0.202083,-0.046044,0.12406350000000001,0.0780195
CHEMBL3682551,,-0.220318,-0.080121,0.1502195,0.0700985
CHEMBL3687365,,-0.214156,-0.077214,0.145685,0.068471
CHEMBL3687373,,-0.223127,-0.093456,0.1582915,0.0648355
CHEMBL3687375,,-0.229516,-0.081615,0.1555655,0.0739505
CHEMBL3682539,,-0.016203,0.000594,0.0078045,0.0083985
CHEMBL3682570,,-0.015971,-0.004105,0.010038,0.005933
CHEMBL3682581,,-0.212216,-0.085017,0.14861649999999998,0.0635995
CHEMBL5270316,,-0.222451,-0.014213,0.118332,0.104119
CHEMBL5286610,,-0.215231,-0.033213,0.124222,0.091009
CHEMBL3682605,,-0.22239,-0.083466,0.152928,0.069462
CHEMBL3353575,,-0.243296,-0.069818,0.156557,0.086739
CHEMBL3353593,,-0.248148,-0.092169,0.1701585,0.0779895
CHEMBL3353602,,-0.230819,-0.092294,0.1615565,0.0692625
CHEMBL3353604,,-0.219952,-0.087477,0.1537145,0.0662375
CHEMBL3353609,,-0.25557,-0.088186,0.171878,0.083692
CHEMBL3943177,,-0.213625,-0.063684,0.1386545,0.0749705
CHEMBL3906234,,-0.220065,-0.050081,0.135073,0.084992
CHEMBL3894956,,-0.215416,-0.048478,0.131947,0.083469
CHEMBL3976535,,-0.215223,-0.046263,0.130743,0.08448
CHEMBL3942587,,-0.210762,-0.042244,0.126503,0.084259
CHEMBL3905460,,-0.209816,-0.0449,0.127358,0.082458
CHEMBL3892326,,-0.209741,-0.05396,0.1318505,0.0778905
CHEMBL3894760,,-0.220948,-0.070167,0.1455575,0.0753905
CHEMBL3900789,,-0.213623,-0.049872,0.13174750000000002,0.0818755
CHEMBL3905406,,-0.216655,-0.077613,0.147134,0.069521
CHEMBL3687342,,-0.218057,-0.08719,0.1526235,0.0654335
CHEMBL3687362,,-0.219959,-0.088736,0.1543475,0.0656115
CHEMBL3972562,,-0.211981,-0.052867,0.132424,0.079557
CHEMBL3898239,,-0.207843,-0.054823,0.131333,0.07651
CHEMBL3912738,,-0.218014,-0.055613,0.1368135,0.0812005
CHEMBL3687361,,-0.218474,-0.074799,0.1466365,0.0718375
CHEMBL3687381,,-0.023309,0.010842,0.0062335,0.0170755
CHEMBL3687404,,-0.028531,-0.015845,0.022188,0.006343
CHEMBL5268409,,-0.211859,-0.066331,0.139095,0.072764
CHEMBL5290541,,-0.217555,-0.076563,0.147059,0.070496
CHEMBL5271998,,-0.216044,-0.067602,0.141823,0.074221
CHEMBL5279250,,-0.222785,-0.075552,0.1491685,0.0736165
CHEMBL3577898,,-0.219815,-0.07843,0.1491225,0.0706925
CHEMBL3922771,,-0.207106,-0.039693,0.12339950000000001,0.0837065
CHEMBL3977053,,-0.191083,-0.038861,0.114972,0.076111
CHEMBL4238921,,-0.238062,-0.046029,0.1420455,0.0960165
CHEMBL4247840,,-0.227814,-0.053258,0.140536,0.087278
CHEMBL4239691,,-0.219331,-0.066794,0.1430625,0.0762685
CHEMBL3891778,,-0.186131,-0.059049,0.12258999999999999,0.063541
CHEMBL3987145,,-0.22474,-0.062599,0.1436695,0.0810705
CHEMBL3947368,,-0.217685,-0.065341,0.141513,0.076172
CHEMBL3956363,,-0.211181,-0.043381,0.127281,0.0839
CHEMBL3981050,,-0.207912,-0.037556,0.12273400000000001,0.085178
CHEMBL3929233,,-0.218038,-0.046686,0.132362,0.085676
CHEMBL3948438,,-0.212656,-0.076602,0.144629,0.068027
CHEMBL4208555,,-0.193011,-0.017901,0.105456,0.087555
CHEMBL3353587,,-0.245005,-0.088756,0.1668805,0.0781245
CHEMBL3353608,,-0.254564,-0.084938,0.169751,0.084813
CHEMBL4786793,,-0.212463,-0.039452,0.1259575,0.0865055
CHEMBL5287269,,-0.183408,-0.052438,0.117923,0.065485
CHEMBL5269673,,-0.226584,-0.078675,0.1526295,0.0739545
CHEMBL4550460,,-0.209935,-0.007931,0.108933,0.10100200000000001
CHEMBL104,,-0.207234,-0.031196,0.119215,0.088019
CHEMBL5272167,,-0.214232,-0.044462,0.129347,0.084885
CHEMBL3953065,,-0.208424,-0.059121,0.1337725,0.0746515
CHEMBL3904928,,-0.208305,-0.0415,0.1249025,0.0834025
CHEMBL5275700,,-0.20839,-0.065148,0.136769,0.071621
CHEMBL4751372,,-0.208726,-0.057197,0.1329615,0.0757645
CHEMBL4759917,,-0.200987,-0.055551,0.128269,0.072718
CHEMBL4785621,,-0.223994,-0.032394,0.128194,0.0958
CHEMBL294199,,-0.195347,0.008374,0.0934865,0.10186049999999999
CHEMBL5267089,,-0.186952,-0.012838,0.099895,0.087057
CHEMBL4587626,,-0.218316,-0.079973,0.1491445,0.0691715
CHEMBL3682556,,-0.021092,0.01083,0.005131,0.015961
CHEMBL3682578,,-0.018634,0.00228,0.008177,0.010457000000000001
CHEMBL3682579,,-0.174112,-0.088497,0.1313045,0.0428075
CHEMBL3682583,,-0.025121,-0.001059,0.013090000000000001,0.012031
CHEMBL3682602,,-0.217593,-0.05886,0.1382265,0.0793665
CHEMBL3687379,,-0.223237,-0.086563,0.15489999999999998,0.068337
CHEMBL3682590,,-0.236921,-0.085444,0.1611825,0.0757385
CHEMBL3682593,,-0.224988,-0.086336,0.155662,0.069326
CHEMBL3682594,,-0.224085,-0.080695,0.15239,0.071695
CHEMBL3682601,,-0.221356,-0.080594,0.150975,0.070381
CHEMBL3687332,,-0.024584,0.001207,0.011688500000000001,0.0128955
CHEMBL5284452,,-0.223061,-0.076326,0.1496935,0.0733675
CHEMBL4749804,,-0.206996,-0.052177,0.1295865,0.0774095
CHEMBL4791592,,-0.200678,-0.055398,0.12803799999999999,0.07264
CHEMBL4758145,,-0.219027,-0.050528,0.1347775,0.0842495
CHEMBL4745090,,-0.207028,-0.038323,0.12267549999999999,0.0843525
CHEMBL422704,,-0.191856,-0.014084,0.10297,0.088886
CHEMBL65312,,-0.22064,-0.070319,0.1454795,0.0751605
CHEMBL5277486,,-0.216932,-0.069886,0.143409,0.073523
CHEMBL5273671,,-0.22866,-0.0796,0.15413,0.07453
CHEMBL5286159,,-0.223724,-0.0701,0.146912,0.076812
CHEMBL5280890,,-0.221828,-0.065474,0.143651,0.078177
CHEMBL258502,,-0.200706,-0.001567,0.1011365,0.0995695
CHEMBL465718,,-0.208961,-0.022232,0.1155965,0.0933645
CHEMBL5269402,,-0.204217,-0.05699,0.1306035,0.0736135
CHEMBL5275380,,-0.219071,-0.086706,0.15288849999999998,0.0661825
CHEMBL4241349,,-0.233557,-0.086262,0.15990949999999998,0.0736475
CHEMBL4238340,,-0.22434,-0.065696,0.145018,0.079322
CHEMBL4245611,,-0.212971,-0.067851,0.140411,0.07256
CHEMBL5279438,,-0.229842,-0.073209,0.15152549999999998,0.0783165
CHEMBL5273282,,-0.226477,-0.077118,0.1517975,0.0746795
CHEMBL5281922,,-0.219135,-0.116825,0.16798,0.051155
CHEMBL5289538,,-0.214228,-0.050155,0.1321915,0.0820365
CHEMBL5269570,,-0.2043,-0.056794,0.130547,0.073753
CHEMBL5274774,,-0.195546,0.01761,0.088968,0.106578
CHEMBL190461,,-0.196698,0.01176,0.092469,0.104229
CHEMBL5290143,,-0.225869,-0.072481,0.149175,0.076694
CHEMBL5285119,,-0.20569,-0.038354,0.122022,0.083668
CHEMBL5291176,,-0.219944,-0.064777,0.1423605,0.0775835
CHEMBL3687409,,-0.222672,-0.070826,0.14674900000000002,0.075923
CHEMBL5093646,,-0.228576,-0.081625,0.1551005,0.0734755
CHEMBL5274341,,-0.222696,-0.057097,0.1398965,0.0827995
CHEMBL5280999,,-0.226967,-0.054304,0.1406355,0.0863315
CHEMBL5284655,,-0.226662,-0.078239,0.1524505,0.0742115
CHEMBL5267628,,-0.217401,-0.068496,0.1429485,0.0744525
CHEMBL5282295,,-0.221947,-0.039476,0.1307115,0.0912355
CHEMBL5283563,,-0.213101,-0.065248,0.1391745,0.0739265
CHEMBL5266721,,-0.241794,-0.077301,0.1595475,0.0822465
CHEMBL5287298,,-0.217888,-0.112973,0.1654305,0.0524575
CHEMBL5279842,,-0.219687,-0.073191,0.14643899999999999,0.073248
CHEMBL5278729,,-0.211662,-0.064932,0.138297,0.073365
CHEMBL5268544,,-0.213957,-0.059561,0.13675900000000002,0.077198
CHEMBL5277700,,-0.20209,-0.064098,0.133094,0.068996
CHEMBL5279560,,-0.200827,-0.053512,0.1271695,0.0736575
CHEMBL465,,-0.198581,0.014958,0.0918115,0.1067695
CHEMBL5276539,,-0.220999,-0.071041,0.14602,0.074979
CHEMBL5268431,,-0.215166,-0.066669,0.1409175,0.0742485
CHEMBL5279823,,-0.205603,-0.059778,0.1326905,0.0729125
CHEMBL5287528,,-0.21553,-0.067819,0.1416745,0.0738555
CHEMBL5270159,,-0.197454,-0.053103,0.1252785,0.0721755
CHEMBL5266190,,-0.225915,-0.077989,0.151952,0.073963
CHEMBL5284265,,-0.196244,0.006565,0.0948395,0.1014045
CHEMBL808,,-0.216712,-0.037897,0.1273045,0.0894075
CHEMBL5268297,,-0.205834,-0.07156,0.138697,0.067137
CHEMBL1779158,,-0.180496,-0.000734,0.090615,0.089881
CHEMBL5279232,,-0.205265,-0.050957,0.128111,0.077154
CHEMBL5282352,,-0.19266,-0.053534,0.123097,0.069563
CHEMBL207433,,-0.223163,-0.046322,0.1347425,0.0884205
CHEMBL1377190,,-0.224173,-0.077486,0.1508295,0.0733435
CHEMBL5275535,,-0.219606,-0.077476,0.148541,0.071065
CHEMBL5269450,,-0.223227,-0.078059,0.150643,0.072584
CHEMBL5289662,,-0.215751,-0.058923,0.137337,0.078414
