,0
WHIM_62,0.5841204894151624
aliphaticRings,0.5839378661634532
WHIM_40,0.5837550246835895
WHIM_7,0.5835860774675892
WHIM_29,0.5828963380243144
WHIM_73,0.5827607322566027
WHIM_51,0.5825898875089427
WHIM_18,0.5801742950700917
WHIM_103,0.5758468242070568
WHIM_105,0.5751323305537773
max_abs_charge,0.5743287706999356
NPR2,0.5709804054886063
WHIM_100,0.5707836918496865
WHIM_104,0.5682772848794143
MORSE_212,0.5652996315763575
GETAWAY_18,0.565240000098898
MORSE_131,0.5611290625105949
GETAWAY_237,0.5596692701817718
PEOE_VSA5,0.5581684857101241
GETAWAY_118,0.5565587917010109
satureatedRings,0.5526004555506576
MORSE_67,0.550234352761064
GETAWAY_229,0.5487171623431516
MORSE_218,0.5475227080570534
GETAWAY_78,0.5456324963496073
GETAWAY_203,0.5451339268720723
GETAWAY_24,0.5449545946273968
GETAWAY_34,0.5430430707788689
WHIM_9,0.5413219230398288
MORSE_130,0.5400557731790067
PEOE_VSA1,0.539204293117664
MORSE_35,0.5373845117647199
GETAWAY_120,0.5355380490856635
GETAWAY_176,0.5338770635902867
GETAWAY_20,0.5325103331927521
MORSE_62,0.530968470415898
GETAWAY_119,0.5298346808313685
MORSE_3,0.5297757414653192
GETAWAY_79,0.5292053414053287
GETAWAY_80,0.5273058662420415
WHIM_102,0.525959030290737
GETAWAY_19,0.5256218775880426
MORSE_129,0.525523765126955
GETAWAY_112,0.5225876098277459
MORSE_137,0.5198813607611202
GETAWAY_239,0.5196441413577628
GETAWAY_94,0.5189568896523079
AUTOCORR3D_59,0.5188066981149626
GETAWAY_99,0.5182506143948591
GETAWAY_72,0.5167469022792867
MORSE_106,0.5145780212384555
MORSE_99,0.514107788758237
MORSE_163,0.5128829554715224
GETAWAY_230,0.5119932255638743
GETAWAY_236,0.511989568117397
GETAWAY_228,0.5119895681173969
WHIM_42,0.5118999221976925
WHIM_67,0.5100199232797369
MORSE_219,0.5098335531694065
MORSE_66,0.5097450522915106
WHIM_91,0.509155522920847
GETAWAY_12,0.5089629077401726
JGI2,0.5086698140730781
GETAWAY_149,0.5076166104395085
WHIM_92,0.5073104594259585
GETAWAY_111,0.5069655342073972
GETAWAY_71,0.5068034426630339
min_charge,0.5059237376249288
MORSE_206,0.5046424620684132
AUTOCORR3D_55,0.5025497857246096
WHIM_12,0.5024354233303298
aliphaticHeterocycles,0.5018296551670349
GETAWAY_57,0.501018743432596
WHIM_64,0.5007191024728048
MORSE_208,0.5003127078784526
MORSE_203,0.4996429998239434
GETAWAY_95,0.4991217173885112
WHIM_101,0.49877546848687615
AUTOCORR3D_38,0.4987279452403821
WHIM_53,0.49866786927176604
MORSE_1,0.49852279155907525
GETAWAY_182,0.4979573562249397
ringCount,0.4975103712825969
WHIM_31,0.4970297655683128
GETAWAY_11,0.49666439265112267
GETAWAY_174,0.4962544447219448
WHIM_34,0.49605513880080515
BalabanJ,0.49585336973221655
MORSE_10,0.49567633384695964
MORSE_2,0.49476144911809855
AUTOCORR3D_9,0.493281341333187
AUTOCORR3D_58,0.49288906459782633
HAcceptors,0.4923943090899165
MORSE_161,0.49151052709019577
RDF_62,0.4913995661193562
Kappa3,0.491296572827911
GETAWAY_240,0.490985814655847
MORSE_133,0.49085883099746574
GETAWAY_105,0.4904281166026204
GETAWAY_84,0.49038939440400137
WHIM_56,0.4898242243682348
AUTOCORR3D_48,0.4894647093281788
PEOE_VSA10,0.4892328215896051
MORSE_101,0.48919300604971094
MORSE_97,0.4890101882701784
GETAWAY_98,0.48867079743579706
GETAWAY_51,0.4884577966788107
MORSE_211,0.48834163480587495
GETAWAY_96,0.4881286502066016
GETAWAY_59,0.487552802102356
MORSE_202,0.4875032678727869
MORSE_65,0.4873193140517922
AUTOCORR3D_35,0.486961683762695
WHIM_13,0.48637699656532896
MORSE_121,0.4860790796909104
GETAWAY_91,0.48411952886282755
WHIM_23,0.4838365985417414
GETAWAY_147,0.4831830647187956
WHIM_19,0.4828642695861341
MORSE_185,0.4815729893156737
MORSE_170,0.48100076171577594
aliphaticCarbocycles,0.4808072262290334
GETAWAY_204,0.47955997315077636
GETAWAY_52,0.4787727439041362
PEOE_VSA4,0.47801638055052026
MORSE_104,0.4779567624000147
WHIM_1,0.4779478492923745
AUTOCORR3D_77,0.477791647213842
GETAWAY_97,0.47773264252968556
GETAWAY_238,0.4771237727749588
AUTOCORR3D_27,0.4771188845205734
GETAWAY_193,0.4764244119627882
GETAWAY_92,0.4755773529836019
WHIM_24,0.4754663187935644
saturatedHeterocycles,0.4754555156294362
JGI3,0.4749298291458404
RDF_122,0.47403959324778555
AUTOCORR3D_39,0.47388671966542145
MORSE_94,0.4738428606053371
MORSE_156,0.47375616836322676
GETAWAY_178,0.4734381709007384
MORSE_25,0.4731695631343633
GETAWAY_150,0.4720310260723742
AUTOCORR3D_5,0.471886080207187
RDF_35,0.470818799045735
MORSE_73,0.4707450783757653
aromaticHeterocycles,0.469537781169226
WHIM_15,0.4689759026580103
AUTOCORR3D_49,0.4683684608503919
MORSE_42,0.4683256146702096
AUTOCORR3D_56,0.46817749617472526
WHIM_70,0.4681307398013758
MORSE_74,0.46770719295734375
MORSE_48,0.46768493232791253
MORSE_43,0.4676664473126108
MORSE_111,0.4671668358160077
WHIM_68,0.46604038314470086
GETAWAY_103,0.466024389579646
MORSE_105,0.4652259735955624
RDF_152,0.4647693370323957
MORSE_9,0.46461753603646544
MORSE_98,0.46439794457950345
RDF_92,0.4633321183909798
GETAWAY_60,0.4628803539875818
