Molecule ChEMBL ID,-logIC50,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
CHEMBL3577905,15.91108148,-4.0616847326999945,-9.337861532635582,3.073685917775707,-2.4182431135604587,-1.4852149967325121,-5.246126417592466,-0.470139663462126,-2.1549062859426793,1.6872889643695004,-1.9988160595126792,1.5269479398131618,-1.7284639988311816,4.327436169640195,1.019636756380811,-4.228110022254699
CHEMBL497318,15.64809202,5.821927549465454,11.104851287733737,31.135247783832472,3.0167118309624272,8.081024673015541,0.37444002445142865,6.644980502118476,3.589453193947586,2.50851655623417,-9.749206368712763,-6.96011831625541,0.008120272915053354,-0.39966906979489414,-0.32646134479530897,0.37665749990581743
CHEMBL3687358,19.26465081,-25.717897315665862,-3.6451051436213033,-0.7412239843100313,0.9485897002335323,0.4989502649437569,1.8817669075707377,8.530859006522785,-6.846071060209211,-3.8677982831726334,5.697790381326538,2.7631639750882044,-2.0130331057600146,0.7728018729384262,-4.409303086297374,-0.742453703263779
CHEMBL3235981,17.50439001,7.445132221127757,-8.487135534318043,-6.638108907398805,-0.39769501380623734,18.553325915274897,-1.2995864749459636,0.18916930329099074,2.1428486326695273,1.6211458462054154,4.439677946779457,-1.510508640511058,-1.1012188267801561,-3.611474680406135,-0.6601987989568812,-0.2282215066630546
CHEMBL3353599,18.08420851,-5.985106491436975,-1.3764143127480257,-26.57059701760124,-1.5321351550806979,9.156895707415313,-0.1829465404838605,3.6813800270292365,4.713133574260753,1.3521466039382164,-8.968294183653208,4.009680183379711,-2.0634087851537886,1.4559979218720696,0.6080748586870289,4.161942038333994
CHEMBL3235980,16.35381798,1.7725786480907535,-4.189272786499273,-3.092514145612928,4.989174453335859,8.590892476103926,2.337455852893584,-7.466531537884046,1.9621078683382265,0.4338798172991156,5.604890908895546,0.8310766449425293,0.5738519825695572,-0.6630315817923901,-1.0261726005679246,0.015325418173877416
CHEMBL3682561,16.21240633,-24.974269736310507,11.770284578045795,15.080625255760454,4.238919046084573,-3.4320058275957983,3.2479847156587036,0.36517890490039023,3.722097483391288,-6.198120583785263,-4.209681620995439,2.953174866000093,4.904158579644048,0.031208436165219438,-2.327825688265181,-3.7638501500484196
CHEMBL3897350,12.71689827,7.655329545292454,-20.126853562617537,4.116867407063101,-7.325700230610463,-3.501383103382057,-1.8014997279880773,-3.1964233336581556,6.522702257731958,-3.3331456043492347,2.8963844400065355,-0.9081290153111153,-1.20794435008346,0.02183115307528926,1.137812357042896,2.25788931442627
CHEMBL3298922,10.97643209,42.86183717213153,-4.832174353916675,-20.027249412223373,-19.309225794719314,-1.6401441549589402,7.914779873811375,6.521648269608716,-2.6963710543860233,-4.001619085633973,7.97266373573398,-5.738804857808675,20.92610167987281,0.7320356419317776,-0.1225260884896899,-3.1215557083440766
CHEMBL3682563,17.89005249,-23.31821143524356,5.201696258421628,12.862591634232272,5.835838100085742,-0.6325347299340451,4.7943924259967075,0.19388895223252775,2.976908518462192,-1.0683936033655383,1.2751233228298067,3.1660077512434524,4.158915885840569,-1.212826211843629,-2.301763877893738,-0.8709219165732792
CHEMBL5277700,9.210340372,44.64247709370559,2.2448022813266824,3.8292069708786562,8.685214928261674,-4.36314004174711,0.8482082215107452,3.2601480294203546,-1.0464166682183658,-0.9198719931768433,-1.4495157197137571,-1.492900246225367,-1.5662564334350444,0.9083108343300418,-2.3673784585494766,-2.318578203857964
CHEMBL3682545,19.17570333,-30.474961934743565,-2.885759853638693,3.6637822698135696,6.974165810850828,2.3765715404311694,4.159548481914939,5.092035832029127,-2.5013570657616926,5.350774666086301,6.011533022104529,-0.736809997689344,5.47265899179474,-0.723215089473334,3.177926708063694,4.1773031192836685
CHEMBL2443080,12.93050412,14.44398246301375,5.884088962081809,17.731004386709,-2.8049777936547726,3.0177617051062295,6.589112633402304,-6.084668487303259,-9.3437422580347,0.12048060567912487,-3.2064385239452755,2.135295272925695,-0.3235356917912334,-1.6068831650256727,-0.009697592516043501,-2.4781295812017525
CHEMBL5283563,11.95921257,37.888044833552996,2.983005027207836,5.437236199015499,3.7572573369098383,-3.022055614206129,3.075098523304939,3.132949729027194,-3.03902396173411,6.004984365253354,-2.8402635477976306,-2.3956238846384834,-1.0905971688614062,-3.5087306822603823,-2.053761305133956,-0.7447718123103839
CHEMBL3889714,10.05431044,-0.4537629574541215,-17.470865421100275,11.88550038648264,-4.721575810609949,-1.9517080929994102,-8.292483239070021,0.1807733337113171,-2.571962957142184,-3.6653451199619185,3.7477200465603646,-0.6415394852305638,-2.125910899176823,-0.03164906309671818,0.9924578459306163,0.6428395039957344
CHEMBL4238340,11.51292546,14.696803547961702,-4.162560589945474,-8.815345992982403,-3.765435309572316,-1.794385898284408,-1.4544128113631178,-6.68963933596626,4.069676951045868,-2.409010386900367,0.41762587771820536,0.5488802951102104,3.015067625348647,0.4772165306199693,1.5842131449677,-4.661952949395195
CHEMBL3927494,11.51292546,-2.1527543648451033,14.404224753878466,-7.612266895907349,-4.025692146740236,-1.502140069570898,-5.406373420743627,1.9004042542931043,0.7242368133673965,5.99668160409276,4.034845584746626,2.5916691652450985,1.7072942677670795,3.795152508474697,-0.8307208847728671,4.326754027192004
CHEMBL2443077,17.75285137,0.7299092473017096,19.9393365615197,-1.7726760004344218,-12.921002322800522,4.888840766336964,14.457412155905468,-5.7490633220823,-6.005509658150397,-11.138544601797257,7.108074444057272,-2.7036886190818614,-5.623596925041828,3.339348595449314,1.316142428124395,0.9604638994813922
CHEMBL3577885,16.08853685,-3.9445243092564968,-11.339592354054899,2.1928163185886476,2.9000785812268903,-2.4314143942687156,-2.8355104079073974,-8.730717191224947,-0.8782682249570338,2.4547747419259833,3.6658929639977,-0.28586833433699277,-0.4376684189878955,-0.0829848006139849,3.2225625907493516,-1.2910923516223234
CHEMBL3353585,12.91048302,2.3287814175144095,-9.94760533340828,-15.944706013611722,1.298390386704727,0.7952992869601564,1.3101412452878063,3.0827291262867265,3.2488484045086916,-0.3491709602999549,-0.7344603696874656,-3.0959567022971486,1.5427052156600363,-4.188195586628463,-2.239745723966628,-0.18572113778875146
CHEMBL3577881,16.17997105,-0.851033675815158,-8.065518593627772,3.8999607829414242,0.7247554674868869,-0.5547337802392147,-2.4327598039716873,-4.93810708339791,-1.0370725559304577,3.1973039834718473,-1.0994117848332932,1.6728081718348045,-3.093637448849573,6.087964080267492,1.6310874778820934,3.486578882320503
CHEMBL3687396,19.69364642,-25.626226426640418,-4.06026620273322,-0.7384418170649623,10.910678388511732,3.6424648202768424,1.8214853487306473,3.7531202810423117,-2.730724169634737,-2.1791835852803034,4.279096410941043,-1.7144315460393655,-0.51751855513376,-2.4778178112796385,0.36833326555480905,0.26726952343377675
CHEMBL3687332,17.08567968,-17.12680394793314,-7.528795281266866,3.94681509220889,5.4449736837477225,-7.401771751963354,3.5374692813431836,-1.2227643806157475,-0.27620378172842824,1.0348551501912535,1.5201012600480832,0.18800846916642383,-1.452878991919098,0.4881876204661779,-0.5822004342187522,-4.401449317867768
CHEMBL3947821,11.51292546,3.611639176545804,11.7444098675006,-10.589435410725734,-3.9134517733938257,1.380489423428925,-6.393012700135974,-0.5264736959833528,-1.4705310741277349,8.447625214434296,3.7706052325909356,-0.48197200658556266,1.7531994680828213,5.620253084019054,-0.6778749801968956,2.8027545021171636
CHEMBL5284655,13.85841806,58.98270432456435,1.677154567669582,-4.855711492432699,15.535462056114989,-4.160161728894628,0.9079496243342724,16.15175053842322,-1.4311421456307327,-9.937739678464938,4.951305234938759,10.467256175001724,3.4636844291294224,0.982645129123042,9.2466864571978,4.410502402271631
CHEMBL3943602,13.28488231,10.097381620474314,-12.415293500547806,7.910894586898827,-7.116592353975787,-6.193889025513635,-3.6395111264941167,2.8273898239844897,1.8646178402859537,-1.5131412032111822,-0.640882354091714,-3.9329434922747653,-1.750487855632208,-1.974161456415093,-3.4235941463787642,1.5362439070627125
CHEMBL2443089,15.54260651,4.373715539528502,16.262330522218587,0.5060456230732628,-8.571861866217965,6.39449453820218,12.75851025264924,-4.758860094838064,-2.7289698994812697,-2.9356468278124757,-1.7183448732913074,2.695472206914502,-2.3574348422442974,-2.7619039981555003,2.236466990828512,0.669285502904641
